"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.324187995394759,0.862957645635778,0.540061724867322,0.768706114785807,1.12045908958273,1.78018190616791,-1.01275709695941,0.408248290463863,-0.559016994374947,-0.540061724867322,-0.0861891607371337,-1.11269728052837,-1.03279555898864,-0.428174419288838
-1.26716925519667,0.862957645635778,0.540061724867322,0.768706114785807,-0.0861891607371337,NA,1.16856588110701,1.63299316185545,-0.559016994374947,-0.540061724867322,-0.0861891607371337,0.83452296039628,-1.03279555898864,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.656924569577679,-0.479420914242099,-1.08012344973464,-0.768706114785807,-0.0861891607371337,NA,1.16856588110701,-0.816496580927726,1.67705098312484,-0.540061724867322,1.12045908958273,0.83452296039628,0.903696114115064,NA
0.185142303120722,0.862957645635778,0.540061724867322,0.768706114785807,-1.292837411057,-1.13284303119776,1.16856588110701,0.408248290463863,-0.559016994374947,1.08012344973464,-0.0861891607371337,-1.11269728052837,-1.03279555898864,-0.428174419288838
0.605501586242685,0.862957645635778,0.540061724867322,0.768706114785807,1.12045908958273,0.809173593712687,0.0779043920738006,0.408248290463863,1.67705098312484,1.08012344973464,1.12045908958273,0.83452296039628,0.903696114115064,-0.428174419288838
-0.210003567915351,-1.82179947411998,-1.08012344973464,-0.768706114785807,-1.292837411057,NA,-1.01275709695941,-0.816496580927726,-0.559016994374947,-0.540061724867322,-0.0861891607371337,-1.11269728052837,-1.03279555898864,NA
0.26171181363938,-0.479420914242099,0.540061724867322,-0.768706114785807,-0.0861891607371337,-1.13284303119776,-1.01275709695941,-0.816496580927726,-0.559016994374947,-2.16024689946929,-2.49948566137687,0.83452296039628,0.903696114115064,-0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0210010769987321,-0.479420914242099,0.540061724867322,-0.768706114785807,-0.0861891607371337,0.809173593712687,-1.01275709695941,-0.816496580927726,-0.559016994374947,-0.540061724867322,1.12045908958273,0.83452296039628,0.903696114115064,-0.428174419288838
0.51248390446586,0.862957645635778,0.540061724867322,0.768706114785807,-0.0861891607371337,0.809173593712687,-1.01275709695941,-0.816496580927726,-0.559016994374947,1.08012344973464,-0.0861891607371337,0.83452296039628,0.903696114115064,-0.428174419288838
-1.23283185280014,-1.82179947411998,-2.70030862433661,NA,-1.292837411057,-1.13284303119776,NA,1.63299316185545,-0.559016994374947,-0.540061724867322,NA,NA,0.903696114115064,2.14087209644419
1.28668308153017,0.862957645635778,0.540061724867322,0.768706114785807,1.12045908958273,0.809173593712687,-1.01275709695941,-0.816496580927726,-0.559016994374947,1.08012344973464,-0.0861891607371337,-1.11269728052837,-1.03279555898864,-0.428174419288838
-1.99893992823168,NA,NA,NA,NA,-0.161834718742537,NA,NA,1.67705098312484,NA,NA,NA,NA,2.14087209644419
-0.38298929624558,NA,0.540061724867322,0.768706114785807,NA,NA,1.16856588110701,1.63299316185545,1.67705098312484,1.08012344973464,1.12045908958273,0.83452296039628,0.903696114115064,NA
1.04945548860662,0.862957645635778,0.540061724867322,-0.768706114785807,1.12045908958273,-0.161834718742537,0.0779043920738006,-0.816496580927726,-0.559016994374947,-0.540061724867322,-0.0861891607371337,-1.11269728052837,-1.03279555898864,-0.428174419288838
1.88337866665566,-0.479420914242099,0.540061724867322,0.768706114785807,1.12045908958273,-0.161834718742537,1.16856588110701,0.408248290463863,-0.559016994374947,1.08012344973464,-1.292837411057,-1.11269728052837,-1.03279555898864,-0.428174419288838
-0.338685292690027,-0.479420914242099,-1.08012344973464,-2.30611834435742,-1.292837411057,-1.13284303119776,0.0779043920738006,-0.816496580927726,-0.559016994374947,-0.540061724867322,-0.0861891607371337,0.83452296039628,0.903696114115064,-0.428174419288838
