"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.563621789829757,0.378932373372537,-0.800128030728194,1.68549965615811,-0.854548625418222,1.18321595661992,-1.01275709695941,-0.159908649721357,0.408248290463863,-0.559016994374947,-0.0947330933431345,-0.0861891607371337,0,-0.928190961784514,-1.11269728052837,-1.03279555898864,-0.428174419288838,-0.428174419288838
0.0102771054498177,-1.04206402677448,NA,NA,NA,1.18321595661992,1.16856588110701,1.03940622318882,1.63299316185545,-0.559016994374947,-0.0947330933431345,-0.0861891607371337,NA,-0.928190961784514,0.83452296039628,-1.03279555898864,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.22993701908343,0.378932373372537,NA,NA,NA,-1.18321595661992,1.16856588110701,-0.159908649721357,-0.816496580927726,1.67705098312484,1.32626330680388,1.12045908958273,1.17260393995586,1.39228644267677,0.83452296039628,0.903696114115064,NA,NA
-0.362802311279136,0.378932373372537,-0.800128030728194,-2.02259958738973,-0.854548625418222,1.18321595661992,1.16856588110701,-0.159908649721357,0.408248290463863,-0.559016994374947,-1.51572949349015,-0.0861891607371337,-1.17260393995586,0.232047740446129,-1.11269728052837,-1.03279555898864,-0.428174419288838,-0.428174419288838
-0.993804611525173,1.79992877351955,0.0800128030728194,-0.16854996561581,-0.854548625418222,0,0.0779043920738006,1.03940622318882,0.408248290463863,1.67705098312484,1.32626330680388,1.12045908958273,1.17260393995586,0.232047740446129,0.83452296039628,0.903696114115064,-0.428174419288838,-0.428174419288838
1.67336067501905,-1.04206402677448,NA,NA,NA,-1.18321595661992,-1.01275709695941,-1.35922352263154,-0.816496580927726,-0.559016994374947,-1.51572949349015,-0.0861891607371337,-1.17260393995586,-2.08842966401516,-1.11269728052837,-1.03279555898864,NA,NA
0.599192532487078,-1.04206402677448,0.0800128030728194,-0.16854996561581,1.15974456306759,0,-1.01275709695941,-1.35922352263154,-0.816496580927726,-0.559016994374947,-0.0947330933431345,-2.49948566137687,1.17260393995586,1.39228644267677,0.83452296039628,0.903696114115064,-0.428174419288838,-0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.593108927098588,-1.04206402677448,-0.800128030728194,-0.16854996561581,-0.854548625418222,0,-1.01275709695941,-0.159908649721357,-0.816496580927726,-0.559016994374947,-0.0947330933431345,1.12045908958273,1.17260393995586,-0.928190961784514,0.83452296039628,0.903696114115064,-0.428174419288838,-0.428174419288838
0.634099985685794,0.378932373372537,0.0800128030728194,-0.16854996561581,1.15974456306759,0,-1.01275709695941,-0.159908649721357,-0.816496580927726,-0.559016994374947,-0.0947330933431345,-0.0861891607371337,-1.17260393995586,0.232047740446129,0.83452296039628,0.903696114115064,-0.428174419288838,-0.428174419288838
-1.23039440201438,-1.04206402677448,-0.800128030728194,1.68549965615811,0.488313500238984,0,NA,-0.159908649721357,1.63299316185545,-0.559016994374947,1.32626330680388,NA,NA,0.232047740446129,NA,0.903696114115064,2.14087209644419,-0.428174419288838
0.901455412417622,0.378932373372537,-0.800128030728194,-0.16854996561581,1.15974456306759,-2.36643191323985,-1.01275709695941,-1.35922352263154,-0.816496580927726,-0.559016994374947,-0.0947330933431345,-0.0861891607371337,0,0.232047740446129,-1.11269728052837,-1.03279555898864,-0.428174419288838,-0.428174419288838
-0.470114499429787,1.79992877351955,NA,NA,NA,NA,NA,NA,NA,1.67705098312484,NA,NA,NA,NA,NA,NA,2.14087209644419,-0.428174419288838
-1.28376630243738,NA,NA,NA,NA,1.18321595661992,1.16856588110701,2.238721096099,1.63299316185545,1.67705098312484,1.32626330680388,1.12045908958273,NA,0.232047740446129,0.83452296039628,0.903696114115064,NA,NA
-0.0533974518333738,0.378932373372537,0.0800128030728194,-0.16854996561581,-0.854548625418222,0,0.0779043920738006,-0.159908649721357,-0.816496580927726,-0.559016994374947,-0.0947330933431345,-0.0861891607371337,0,0.232047740446129,-1.11269728052837,-1.03279555898864,-0.428174419288838,-0.428174419288838
1.9746966975784,-1.04206402677448,1.84029447067485,-0.16854996561581,-0.854548625418222,0,1.16856588110701,1.03940622318882,0.408248290463863,-0.559016994374947,-0.0947330933431345,-1.292837411057,-1.17260393995586,-0.928190961784514,-1.11269728052837,-1.03279555898864,-0.428174419288838,2.14087209644419
-0.198352948303928,0.378932373372537,1.84029447067485,-0.16854996561581,1.15974456306759,0,0.0779043920738006,-0.159908649721357,-0.816496580927726,-0.559016994374947,-1.51572949349015,-0.0861891607371337,0,1.39228644267677,0.83452296039628,0.903696114115064,-0.428174419288838,2.14087209644419
