"Variavel","Metodo","Correlacao_Matematica","Correlacao_Portugues","Status_Calculo"
"TX_RESP_Q21c_num","Spearman",-0.290194929047142,-0.312640945658523,"OK"
"TX_RESP_Q22a_num","Spearman",-0.147906415801976,-0.373578060530765,"OK"
"TX_RESP_Q22b_num","Spearman",-0.299323167975839,-0.459361903395895,"OK"
"TX_RESP_Q22c_num","Spearman",-0.346133927334744,-0.483753440612413,"OK"
"TX_RESP_Q22d_num","Spearman",-0.185144755434078,-0.560616435029397,"OK"
"TX_RESP_Q22e_num","Spearman",-0.143713157962578,-0.600897734911491,"OK"
"TX_RESP_Q22f_num","Spearman",-0.383973823894152,-0.424040657691803,"OK"
"TX_RESP_Q23a_num","Spearman",-0.532698464098816,-0.345677071919719,"OK"
"TX_RESP_Q23b_num","Spearman",-0.562500860021093,-0.403738054470751,"OK"
"TX_RESP_Q23g_num","Spearman",-0.466197308571169,-0.446466516968256,"OK"
"TX_RESP_Q19_num","Spearman",-0.449098561467779,-0.354916743941423,"OK"
