"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.482446724741378,0.752172222439007,0.474858079933817,0.955376940290698,1.09729660031362,1.02619370041583,0.758287544405155,1.3883797123273,1.29166853865141,1.30817029618071,1.13428488923407,0.920841674328304,0.527471142766704,-0.530548283836147
0.242311610214788,-1.82670396878045,-2.37429039966908,NA,-1.41080991468894,-0.422550347230047,0.758287544405155,-0.0603643353185779,-1.1883350555593,-0.261634059236142,-1.89047481539012,-0.779173724431643,-0.87911857127784,NA
1.06471248714321,-0.537265873170719,0.474858079933817,-1.77427146053987,-1.41080991468894,-1.87129439487592,-1.66823259769134,-1.50910838296445,-2.42833685266466,-0.261634059236142,0.126031654359341,-0.779173724431643,-0.87911857127784,-0.530548283836147
0.313803832305084,-0.537265873170719,-2.37429039966908,0.955376940290698,-1.41080991468894,-1.87129439487592,-1.66823259769134,1.3883797123273,1.29166853865141,-0.261634059236142,1.13428488923407,0.920841674328304,0.527471142766704,-0.530548283836147
-0.515210028627773,0.752172222439007,0.474858079933817,NA,-0.15675665718766,-0.422550347230047,0.758287544405155,1.3883797123273,1.29166853865141,1.30817029618071,1.13428488923407,-0.779173724431643,0.527471142766704,NA
0.128584841578107,-0.537265873170719,0.474858079933817,-0.409447260124585,-0.15675665718766,1.02619370041583,-0.454972526643093,1.3883797123273,0.0516667415460563,-0.261634059236142,1.13428488923407,-0.779173724431643,0.527471142766704,-0.530548283836147
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.179043136652545,-0.537265873170719,0.474858079933817,-0.409447260124585,1.09729660031362,1.02619370041583,0.758287544405155,-0.0603643353185779,0.0516667415460563,-0.261634059236142,0.126031654359341,0.920841674328304,0.527471142766704,-0.530548283836147
-0.296920687030218,0.752172222439007,0.474858079933817,NA,1.09729660031362,1.02619370041583,-1.66823259769134,-0.0603643353185779,1.29166853865141,-0.261634059236142,0.126031654359341,-2.47918912319159,-3.69229799936693,NA
2.07172522989582,-1.82670396878045,-0.949716159867634,-0.409447260124585,-0.15675665718766,-0.422550347230047,0.758287544405155,-1.50910838296445,-1.1883350555593,-0.261634059236142,-1.89047481539012,0.920841674328304,0.527471142766704,-0.530548283836147
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.905260718601007,0.752172222439007,0.474858079933817,-0.409447260124585,-0.15675665718766,-0.422550347230047,-0.454972526643093,1.3883797123273,1.29166853865141,1.30817029618071,0.126031654359341,0.920841674328304,0.527471142766704,2.12219313534459
0.0790407183906374,0.752172222439007,0.474858079933817,2.32020114070598,1.09729660031362,1.02619370041583,0.758287544405155,-0.0603643353185779,0.0516667415460563,-3.40124277006984,0.126031654359341,-0.779173724431643,0.527471142766704,2.12219313534459
0.507888730143943,0.752172222439007,0.474858079933817,-0.409447260124585,1.09729660031362,1.02619370041583,0.758287544405155,-0.0603643353185779,0.0516667415460563,-0.261634059236142,0.126031654359341,-0.779173724431643,-0.87911857127784,0.795822425754222
