"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23f_num"
-1.20819444772483,1.22474487139159,-1.09273919457866,0.268543077764787,-1.82331912180128,-0.433012701892219,-1.21731460137044
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.7021667909546,0,-0.298019780339635,-0.805629233294362,0.999884679697477,1.29903810567666,-1.21731460137044
-0.891741806996332,1.22474487139159,1.29141904813842,1.34271538882394,0.999884679697477,-0.433012701892219,-1.21731460137044
NA,NA,NA,NA,NA,NA,NA
-0.345808503276865,0,0.496699633899391,1.34271538882394,0.999884679697477,-0.433012701892219,0.173902085910063
NA,NA,NA,NA,NA,NA,NA
0.0930772401474435,0,1.29141904813842,-1.87980154435351,-0.882251187968362,1.29903810567666,0.173902085910063
NA,NA,NA,NA,NA,NA,NA
-0.256793834843716,0,0.496699633899391,-0.805629233294362,0.999884679697477,-0.433012701892219,0.173902085910063
0.925702753771395,-1.22474487139159,0.496699633899391,-0.805629233294362,-0.882251187968362,1.29903810567666,1.56511877319057
0.223832211748899,-1.22474487139159,-1.09273919457866,-0.805629233294362,0.0588167458645575,-2.1650635094611,0.173902085910063
-1.13576520440879,1.22474487139159,-0.298019780339635,1.34271538882394,0.0588167458645575,-0.433012701892219,0.173902085910063
-0.293565547187686,-1.22474487139159,-1.09273919457866,0.268543077764787,0.999884679697477,-0.433012701892219,-1.21731460137044
-0.274964841322885,1.22474487139159,-1.09273919457866,1.34271538882394,0.0588167458645575,-0.433012701892219,-1.21731460137044
-1.08480785367817,0,-1.09273919457866,0.268543077764787,0.999884679697477,1.29903810567666,0.173902085910063
2.53940838361259,-1.22474487139159,1.29141904813842,-0.805629233294362,-1.82331912180128,1.29903810567666,1.56511877319057
0.387353294928512,0,-1.09273919457866,0.268543077764787,0.0588167458645575,-0.433012701892219,0.173902085910063
1.24046743581097,1.22474487139159,1.29141904813842,-0.805629233294362,-0.882251187968362,-0.433012701892219,1.56511877319057
NA,NA,NA,NA,NA,NA,NA
-0.620366071535146,-1.22474487139159,0.496699633899391,0.268543077764787,0.0588167458645575,-0.433012701892219,0.173902085910063
