"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA
-1.89738568848288,0.562642602577911,-1.25410896808318,-2.07031104357037,-1.26636891492575,-0.630834967250161
-0.190919766611484,0.562642602577911,-0.191304757843196,0.504953913065945,-1.26636891492575,1.02925705182921
0.394334325646486,0.562642602577911,NA,-0.782678565252215,-1.26636891492575,NA
0.240711592902767,-0.947608593815429,-0.191304757843196,-0.782678565252215,-1.26636891492575,-0.630834967250161
-0.16295003505275,0.562642602577911,-0.191304757843196,0.504953913065945,0.230248893622864,1.02925705182921
0.298594236038577,0.562642602577911,-1.25410896808318,-0.782678565252215,0.230248893622864,1.02925705182921
NA,NA,NA,NA,NA,NA
-1.00383759331924,0.562642602577911,-1.25410896808318,0.504953913065945,1.72686670217148,1.02925705182921
-0.717245610679621,0.562642602577911,-1.25410896808318,-0.782678565252215,0.230248893622864,1.02925705182921
NA,NA,NA,NA,NA,NA
1.08557367219297,-2.45785979020877,0.871499452396783,-0.782678565252215,-2.76298672347437,-0.630834967250161
-0.379773171977613,0.562642602577911,NA,0.504953913065945,0.230248893622864,NA
NA,NA,NA,NA,NA,NA
-0.188438117638807,0.562642602577911,-0.191304757843196,0.504953913065945,1.72686670217148,-0.630834967250161
-1.12657807805291,0.562642602577911,-0.191304757843196,-0.782678565252215,0.230248893622864,-0.630834967250161
0.238345147831525,-0.947608593815429,-0.191304757843196,1.7925863913841,0.230248893622864,-0.630834967250161
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.38754468331025,-0.947608593815429,0.871499452396783,-0.782678565252215,0.230248893622864,-0.630834967250161
1.59874186228071,0.562642602577911,-0.191304757843196,0.504953913065945,0.230248893622864,-0.630834967250161
1.31767266181764,-0.947608593815429,-0.191304757843196,-0.782678565252215,0.230248893622864,-0.630834967250161
