"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num"
0.521012113827031,-0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,1.30457928281608,-0.0625941123857883,0.34614399922975,0.0861891607371337,0
0.681350726857494,0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,1.30457928281608,0.813723461015246,-0.865359998074374,0.0861891607371337,0
-1.17579441223341,0.963624111659432,0.267261241912425,0.267261241912425,-1.50808723956978,-0.887113912314933,0.813723461015246,0.34614399922975,1.292837411057,1.73205080756888
1.6561446396299,0.963624111659432,0.267261241912425,-3.47439614486152,0.116006710736137,0.574014884439074,-1.81522925918786,-0.865359998074374,-1.12045908958273,-1.73205080756888
-1.15829795018369,0.963624111659432,0.267261241912425,0.267261241912425,-1.50808723956978,-0.887113912314933,0.813723461015246,-0.865359998074374,-1.12045908958273,0
0.568620579221997,-0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,1.30457928281608,-0.0625941123857883,0.34614399922975,-1.12045908958273,0
-0.481623650450045,-0.963624111659432,0.267261241912425,0.267261241912425,-1.50808723956978,1.30457928281608,0.813723461015246,1.55764799653387,1.292837411057,NA
-0.422191000372969,-0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,-0.887113912314933,0.813723461015246,1.55764799653387,1.292837411057,1.73205080756888
1.79056626207313,-0.963624111659432,0.267261241912425,0.267261241912425,1.74010066104206,-0.887113912314933,-0.938911685786822,-0.865359998074374,0.0861891607371337,0
-0.829470568245084,-0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,-0.887113912314933,-0.938911685786822,1.55764799653387,1.292837411057,0
-0.593579278265343,0.963624111659432,0.267261241912425,0.267261241912425,1.74010066104206,-0.887113912314933,0.813723461015246,-0.865359998074374,-1.12045908958273,0
0.640048515158951,-0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,-0.887113912314933,-1.81522925918786,-0.865359998074374,-1.12045908958273,-1.73205080756888
-1.18640410654284,0.963624111659432,-3.47439614486152,0.267261241912425,0.116006710736137,-0.156549513937929,-0.0625941123857883,0.34614399922975,0.0861891607371337,0
-0.0103818704751208,0.963624111659432,0.267261241912425,0.267261241912425,0.116006710736137,0.574014884439074,0.813723461015246,-0.865359998074374,0.0861891607371337,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
