"Variavel","Metodo","Correlacao_Matematica","Correlacao_Portugues","Status_Calculo"
"TX_RESP_Q10a_num","Spearman",0.411036523184757,0.273387082862419,"OK"
"TX_RESP_Q10d_num","Spearman",0.453723111218875,0.229927252306862,"OK"
"TX_RESP_Q10e_num","Spearman",0.533113989983183,0.292883611780885,"OK"
"TX_RESP_Q21c_num","Spearman",-0.477814647614448,0.0370398951639107,"OK"
"TX_RESP_Q22a_num","Spearman",-0.504764296773176,-0.413886967412839,"OK"
"TX_RESP_Q22c_num","Spearman",-0.536920985752833,-0.400200802196884,"OK"
"TX_RESP_Q22d_num","Spearman",-0.423463208769412,-0.252357307257618,"OK"
"TX_RESP_Q22e_num","Spearman",-0.462655063305633,-0.558244952418367,"OK"
"TX_RESP_Q22f_num","Spearman",-0.395042278098337,-0.517578540286247,"OK"
"TX_RESP_Q23a_num","Spearman",-0.300923291160399,-0.266240606755472,"OK"
"TX_RESP_Q23b_num","Spearman",-0.419821654412179,-0.649499868933641,"OK"
"TX_RESP_Q23c_num","Spearman",-0.314660625240659,-0.582388818242033,"OK"
"TX_RESP_Q23d_num","Spearman",-0.415435516069958,-0.640119183701614,"OK"
"TX_RESP_Q23e_num","Spearman",-0.571955945190594,-0.55393411607182,"OK"
"TX_RESP_Q23f_num","Spearman",-0.433941216780302,-0.753984630457748,"OK"
"TX_RESP_Q23g_num","Spearman",-0.333608713003442,-0.679644111591539,"OK"
"TX_RESP_Q23h_num","Spearman",-0.305505046330389,-0.370970413401187,"OK"
"TX_RESP_Q23i_num","Spearman",-0.474816812146615,0,"OK"
