"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA
-0.0156448694258918,-0.991561030552797,0.849836585598797,-0.192153784566104,0.155857300039839,-0.385164443259822,-0.0861891607371337
0.0255102929045906,-0.991561030552797,-1.69967317119759,1.05684581511358,-1.87028760047807,1.28388147753274,-2.49948566137687
-0.537867963214441,0.165260171758799,0.849836585598797,-1.44115338424578,0.155857300039839,-0.385164443259822,-0.0861891607371337
-1.33049193592019,1.3220813740704,-0.849836585598797,1.05684581511358,1.16892975029879,1.28388147753274,1.12045908958273
1.62991904171887,-0.991561030552797,0,1.05684581511358,-1.87028760047807,-2.05421036405238,-0.0861891607371337
-1.3302453610432,-0.991561030552797,-0.849836585598797,-1.44115338424578,0.155857300039839,-0.385164443259822,-0.0861891607371337
-0.430103678895184,1.3220813740704,-0.849836585598797,1.05684581511358,1.16892975029879,1.28388147753274,1.12045908958273
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.18431858284012,0.165260171758799,0,-0.192153784566104,0.155857300039839,-0.385164443259822,-0.0861891607371337
-0.108232072811777,-0.991561030552797,0.849836585598797,-1.44115338424578,0.155857300039839,-0.385164443259822,-0.0861891607371337
0.0101305198467803,0.165260171758799,0.849836585598797,-0.192153784566104,0.155857300039839,-0.385164443259822,-0.0861891607371337
-1.34993287295758,1.3220813740704,-1.69967317119759,NA,NA,NA,1.12045908958273
1.60785627188955,-0.991561030552797,0.849836585598797,-0.192153784566104,0.155857300039839,-0.385164443259822,-0.0861891607371337
-0.0639980965619605,0.165260171758799,0.849836585598797,-0.192153784566104,-0.857215150219116,-0.385164443259822,-1.292837411057
0.708782141630304,1.3220813740704,0.849836585598797,1.05684581511358,1.16892975029879,1.28388147753274,1.12045908958273
NA,NA,NA,NA,NA,NA,NA
