"PROFICIENCIA_MT_SAEB","TX_RESP_Q22e_num"
NA,NA
-1.54881399596048,1.10742220503758
0.259929194039878,-0.35595713733351
NA,NA
0.873956418875491,-0.35595713733351
NA,NA
-0.735639260820483,1.10742220503758
NA,NA
-1.77973515226708,-0.35595713733351
NA,NA
0.746993851363364,-0.35595713733351
-0.294532759632353,-0.35595713733351
0.912983000658301,-0.35595713733351
0.330165858871153,1.10742220503758
1.40377817253668,-1.8193364797046
1.63980991991288,-0.35595713733351
-0.664089208220295,-0.35595713733351
NA,NA
NA,NA
0.21251946749909,1.10742220503758
-0.199930676865026,-0.35595713733351
-0.0371814729337967,-0.35595713733351
-0.838354372538728,-0.35595713733351
NA,NA
1.319875425494,-0.35595713733351
-0.820395823792119,1.10742220503758
-0.770317464179186,1.10742220503758
1.86968630438579,-0.35595713733351
0.467711355388398,-0.35595713733351
-1.65605444320378,-1.8193364797046
0.320017614943723,-0.35595713733351
-2.05274273999855,2.57080154740868
-0.956455613932017,-0.35595713733351
-0.990800068032351,2.57080154740868
0.213863880394635,-1.8193364797046
-0.403063291080344,1.10742220503758
-0.723080084022236,-0.35595713733351
NA,NA
-0.0997398216672462,-0.35595713733351
-0.0238833315034804,-0.35595713733351
0.810752236440677,-0.35595713733351
0.18447322520648,1.10742220503758
NA,NA
NA,NA
0.448774779104695,-0.35595713733351
1.8403313683676,-0.35595713733351
-0.183335178310265,-0.35595713733351
0.922522685476969,-0.35595713733351
NA,NA
