"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23f_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.00806284162582,0,-1.20075070385822,-1.26491106406735,0.080968784453912,-0.753828555890473,0.666392487478979,-1.23858423576716,0.988632195015556,0.811679449913428,0.428746462856272,-0.354245954216038,-0.242535625036333
0.788228134603819,0,0.50031279327426,0,0.080968784453912,-0.753828555890473,-0.22213082915966,-0.412861411922385,0.988632195015556,0.811679449913428,0.428746462856272,-0.354245954216038,-0.242535625036333
-1.21220870704652,0,0.50031279327426,1.26491106406735,0.080968784453912,2.44994280664404,-1.1106541457983,-1.23858423576716,-0.141233170716508,-0.173931310695734,0.428746462856272,-0.354245954216038,-0.242535625036333
0.41003496937539,0,0.50031279327426,0,-1.21453176680868,-0.753828555890473,-0.22213082915966,0.412861411922385,-1.27109853644857,-1.1595420713049,0.428746462856272,-0.354245954216038,-0.242535625036333
0.205098678670662,1.87082869338697,0.50031279327426,1.26491106406735,0.080968784453912,-0.753828555890473,1.55491580411762,-1.23858423576716,0.988632195015556,0.811679449913428,-1.02899151085505,-0.354245954216038,-0.242535625036333
0.870938620024416,0,0.50031279327426,0,0.080968784453912,0.848057125376782,-1.1106541457983,0.412861411922385,-0.141233170716508,-0.173931310695734,0.428746462856272,-0.354245954216038,-0.242535625036333
-0.926632148583361,NA,-2.90181420099071,-1.26491106406735,0.080968784453912,0.848057125376782,1.55491580411762,-1.23858423576716,NA,-2.14515283191406,-1.02899151085505,-0.354245954216038,-0.242535625036333
-1.47671484036431,NA,NA,NA,NA,0.848057125376782,NA,NA,NA,NA,NA,2.65684465662029,3.88057000058133
1.39829325327038,0,0.50031279327426,1.26491106406735,NA,NA,NA,NA,-1.27109853644857,0.811679449913428,0.428746462856272,NA,NA
0.893875374182548,0,0.50031279327426,1.26491106406735,0.080968784453912,-0.753828555890473,0.666392487478979,1.23858423576716,-1.27109853644857,0.811679449913428,0.428746462856272,-0.354245954216038,-0.242535625036333
-1.24200861795642,0,0.50031279327426,0,0.080968784453912,0.848057125376782,1.55491580411762,-0.412861411922385,-0.141233170716508,-0.173931310695734,0.428746462856272,2.65684465662029,-0.242535625036333
-0.940741088612414,NA,-1.20075070385822,-1.26491106406735,-1.21453176680868,-0.753828555890473,-1.1106541457983,0.412861411922385,0.988632195015556,0.811679449913428,1.8864844365676,-0.354245954216038,-0.242535625036333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.20042641145369,-1.87082869338697,0.50031279327426,0,-1.21453176680868,-0.753828555890473,-0.22213082915966,0.412861411922385,-0.141233170716508,0.811679449913428,-1.02899151085505,-0.354245954216038,-0.242535625036333
-0.184220420407393,0,0.50031279327426,0,1.3764693357165,0.848057125376782,-0.22213082915966,-1.23858423576716,0.988632195015556,-1.1595420713049,0.428746462856272,-0.354245954216038,-0.242535625036333
-0.0176060110376809,0,0.50031279327426,-1.26491106406735,2.67196988697909,-0.753828555890473,-0.22213082915966,0.412861411922385,0.988632195015556,-1.1595420713049,0.428746462856272,-0.354245954216038,-0.242535625036333
0.516882857943238,1.87082869338697,-1.20075070385822,-1.26491106406735,0.080968784453912,0.848057125376782,-1.1106541457983,1.23858423576716,0.988632195015556,0.811679449913428,-2.48672948456638,-0.354245954216038,-0.242535625036333
-0.799331552454938,0,0.50031279327426,0,0.080968784453912,-0.753828555890473,0.666392487478979,1.23858423576716,-1.27109853644857,-1.1595420713049,0.428746462856272,-0.354245954216038,-0.242535625036333
1.52374792856471,-1.87082869338697,0.50031279327426,1.26491106406735,-1.21453176680868,-0.753828555890473,-1.1106541457983,1.23858423576716,-1.27109853644857,0.811679449913428,-1.02899151085505,-0.354245954216038,-0.242535625036333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
