"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num"
-0.267606069543957,0.347805575668642,-0.0811393728855715,-0.512822594068371
-0.153931179872419,-1.58444762249048,-1.33068571532337,-0.512822594068371
NA,NA,NA,NA
NA,NA,NA,NA
1.29675559205187,0.347805575668642,-0.0811393728855715,-0.512822594068371
0.0767489518623711,-0.61832102341092,-0.0811393728855715,0.584047954355644
0.992727549946678,1.3139321747482,-1.33068571532337,-1.60969314249239
-0.404983900845002,1.3139321747482,-0.0811393728855715,0.584047954355644
-0.447376284368907,-0.61832102341092,1.16840696955223,-0.512822594068371
-1.5557272197082,-1.58444762249048,-0.0811393728855715,-0.512822594068371
1.08298824974648,1.3139321747482,-0.0811393728855715,0.584047954355644
1.63504178910834,0.347805575668642,1.16840696955223,1.68091850277966
-0.164644612831732,-0.61832102341092,1.16840696955223,0.584047954355644
0.0107306774294993,-1.58444762249048,-0.0811393728855715,0.584047954355644
1.68311559235714,1.3139321747482,-0.0811393728855715,-0.512822594068371
-0.498070400429857,-0.61832102341092,-1.33068571532337,-0.512822594068371
-0.0984701594747395,-0.61832102341092,-1.33068571532337,-0.512822594068371
0.490614919542497,NA,1.16840696955223,0.584047954355644
0.856091637478225,0.347805575668642,-0.0811393728855715,0.584047954355644
-0.259094713452725,0.347805575668642,-0.0811393728855715,1.68091850277966
0.725619065645558,0.347805575668642,1.16840696955223,0.584047954355644
0.966881105439936,-0.61832102341092,-0.0811393728855715,0.584047954355644
NA,NA,NA,NA
-0.894533458146377,-0.61832102341092,-0.0811393728855715,-0.512822594068371
1.69499737971644,0.347805575668642,-0.0811393728855715,-1.60969314249239
-0.82053612290068,-0.61832102341092,-0.0811393728855715,-0.512822594068371
-1.45539532336537,-0.61832102341092,1.16840696955223,-0.512822594068371
NA,NA,NA,NA
2.06511458806514,0.347805575668642,-1.33068571532337,-1.60969314249239
-0.74332762395839,-0.61832102341092,1.16840696955223,1.68091850277966
