"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
-0.510295324414165,0,-0.603541355606299,-1.38633819666647,0,1.86079793420206,-0.931677493841079
-1.10264948871093,1.47196014438797,-0.603541355606299,0.37194439422759,0,-0.0715691513154642,0.640528277015742
0.483093260872843,NA,0.355024326827235,-1.38633819666647,-1.11803398874989,-2.00393623683299,-2.5038832646979
0.0672708360480168,0,-0.603541355606299,-1.38633819666647,-1.11803398874989,-0.0715691513154642,-0.931677493841079
NA,NA,NA,NA,NA,NA,NA
-0.0501288870511109,-1.47196014438797,-0.603541355606299,-0.507196901219442,0,-0.0715691513154642,0.640528277015742
-0.153312858997213,0,-0.603541355606299,0.37194439422759,0,-0.0715691513154642,-0.931677493841079
-0.197561200808495,0,-0.603541355606299,-0.507196901219442,-1.11803398874989,-0.0715691513154642,-0.931677493841079
1.48593943502835,0,-0.603541355606299,-0.507196901219442,0,-0.0715691513154642,-0.931677493841079
-0.655599459966831,1.47196014438797,-0.603541355606299,0.37194439422759,1.11803398874989,-0.0715691513154642,0.640528277015742
-0.00139765400174034,-1.47196014438797,-0.603541355606299,0.37194439422759,0,-0.0715691513154642,-0.931677493841079
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.73469440560006,0,0.355024326827235,-0.507196901219442,-2.23606797749979,-0.0715691513154642,0.640528277015742
2.75705152247144,-1.47196014438797,-0.603541355606299,-1.38633819666647,-1.11803398874989,-2.00393623683299,-0.931677493841079
0.374551968445487,1.47196014438797,0.355024326827235,1.25108568967462,1.11803398874989,-0.0715691513154642,0.640528277015742
-0.439641321452762,0,-0.603541355606299,1.25108568967462,1.11803398874989,-0.0715691513154642,-0.931677493841079
0.707115937190185,0,2.2721556916943,-1.38633819666647,-1.11803398874989,-2.00393623683299,-0.931677493841079
0.376522347004848,0,2.2721556916943,-1.38633819666647,-1.11803398874989,-0.0715691513154642,0.640528277015742
1.7227243340813,-1.47196014438797,2.2721556916943,0.37194439422759,0,-0.0715691513154642,0.640528277015742
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.55996607348737,1.47196014438797,0.355024326827235,NA,NA,NA,NA
-1.33795074078427,0,-0.603541355606299,0.37194439422759,1.11803398874989,1.86079793420206,0.640528277015742
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.264931452563489,0,-0.603541355606299,1.25108568967462,1.11803398874989,-0.0715691513154642,0.640528277015742
-1.28349629026437,0,-0.603541355606299,1.25108568967462,1.11803398874989,-0.0715691513154642,2.21273404787256
0.0451936597085008,-1.47196014438797,NA,-0.507196901219442,-1.11803398874989,-0.0715691513154642,-0.931677493841079
-0.602618626915295,1.47196014438797,-0.603541355606299,0.37194439422759,0,1.86079793420206,0.640528277015742
-1.06581448715597,0,-0.603541355606299,NA,NA,1.86079793420206,0.640528277015742
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.0624312837221385,0,1.31359000926077,1.25108568967462,1.11803398874989,-0.0715691513154642,0.640528277015742
-0.735430735966213,1.47196014438797,-0.603541355606299,-0.507196901219442,1.11803398874989,-0.0715691513154642,0.640528277015742
-0.0660699543646838,0,-0.603541355606299,1.25108568967462,0,-0.0715691513154642,0.640528277015742
-0.194724770950987,-1.47196014438797,1.31359000926077,1.25108568967462,1.11803398874989,-0.0715691513154642,0.640528277015742
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
