"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num"
-1.34375736063759,0.91803380637738,-0.880270894265305,0.240073880254174,1.14017542509914
-0.964426085133001,0.91803380637738,NA,NA,NA
0.150583520173763,0.91803380637738,0.240073880254174,0.240073880254174,-1.14017542509914
-1.35640009845009,-0.33383047504632,1.36041865477365,1.36041865477365,1.14017542509914
-1.218374231513,0.91803380637738,NA,NA,NA
-0.783343619013718,-0.33383047504632,2.48076342929313,1.36041865477365,1.14017542509914
1.12267303850497,0.91803380637738,0.240073880254174,0.240073880254174,1.14017542509914
0.272030604179551,-0.33383047504632,0.240073880254174,-0.880270894265305,-1.14017542509914
0.384719258518015,0.91803380637738,-0.880270894265305,1.36041865477365,0
-0.105081250252272,-1.58569475647002,0.240073880254174,0.240073880254174,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.904275697814699,-1.58569475647002,-0.880270894265305,-0.880270894265305,0
0.628357559960815,NA,-0.880270894265305,-2.00061566878478,-2.28035085019828
1.93550214477392,-1.58569475647002,-0.880270894265305,-0.880270894265305,0
-0.573463371586286,0.91803380637738,0.240073880254174,0.240073880254174,0
1.20632260083222,-0.33383047504632,0.240073880254174,0.240073880254174,0
-0.259618408171972,-0.33383047504632,-0.880270894265305,-0.880270894265305,0
