ID_SAEB,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,IN_PUBLICA,ID_LOCALIZACAO,ID_TURMA,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_LP,IN_PREENCHIMENTO_MT,IN_PRESENCA_LP,IN_PRESENCA_MT,ID_CADERNO_LP,ID_BLOCO_1_LP,ID_BLOCO_2_LP,ID_CADERNO_MT,ID_BLOCO_1_MT,ID_BLOCO_2_MT,TX_RESP_BLOCO1_LP,TX_RESP_BLOCO2_LP,TX_RESP_BLOCO1_MT,TX_RESP_BLOCO2_MT,IN_PROFICIENCIA_LP,IN_PROFICIENCIA_MT,IN_AMOSTRA,ESTRATO,PESO_ALUNO_LP,PROFICIENCIA_LP,ERRO_PADRAO_LP,PROFICIENCIA_LP_SAEB,ERRO_PADRAO_LP_SAEB,PESO_ALUNO_MT,PROFICIENCIA_MT,ERRO_PADRAO_MT,PROFICIENCIA_MT_SAEB,ERRO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,IN_INSE,INSE_ALUNO,NU_TIPO_NIVEL_INSE,PESO_ALUNO_INSE,TX_RESP_Q01,TX_RESP_Q02,TX_RESP_Q03,TX_RESP_Q04,TX_RESP_Q05a,TX_RESP_Q05b,TX_RESP_Q05c,TX_RESP_Q06,TX_RESP_Q07a,TX_RESP_Q07b,TX_RESP_Q07c,TX_RESP_Q07d,TX_RESP_Q07e,TX_RESP_Q08,TX_RESP_Q09,TX_RESP_Q10a,TX_RESP_Q10b,TX_RESP_Q10c,TX_RESP_Q10d,TX_RESP_Q10e,TX_RESP_Q10f,TX_RESP_Q11a,TX_RESP_Q11b,TX_RESP_Q11c,TX_RESP_Q12a,TX_RESP_Q12b,TX_RESP_Q12c,TX_RESP_Q12d,TX_RESP_Q12e,TX_RESP_Q12f,TX_RESP_Q12g,TX_RESP_Q13a,TX_RESP_Q13b,TX_RESP_Q13c,TX_RESP_Q13d,TX_RESP_Q13e,TX_RESP_Q13f,TX_RESP_Q13g,TX_RESP_Q13h,TX_RESP_Q13i,TX_RESP_Q14,TX_RESP_Q15a,TX_RESP_Q15b,TX_RESP_Q16,TX_RESP_Q17,TX_RESP_Q18,TX_RESP_Q19,TX_RESP_Q20,TX_RESP_Q21a,TX_RESP_Q21b,TX_RESP_Q21c,TX_RESP_Q21d,TX_RESP_Q21e,TX_RESP_Q22a,TX_RESP_Q22b,TX_RESP_Q22c,TX_RESP_Q22d,TX_RESP_Q22e,TX_RESP_Q22f,TX_RESP_Q22g,TX_RESP_Q22h,TX_RESP_Q23a,TX_RESP_Q23b,TX_RESP_Q23c,TX_RESP_Q23d,TX_RESP_Q23e,TX_RESP_Q23f,TX_RESP_Q23g,TX_RESP_Q23h,TX_RESP_Q23i,TX_RESP_Q24,TX_RESP_Q25
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460240,1,1,1,1,1,2,2,3,2,2,3,CAECCDCCBDCBB,BCEEDEDCBABBA,BCDBDCACAEECB,BDDDCAABDDDCB,1,1,0,63252182112,1.440000000000000,0.664557,0.339462,286.59767,18.702103,1.440000000000000,0.467904,0.49028,276.116625,27.402891,1,1,4.7,4,1.6363636364,A,B,A,C,A,A,A,C,B,B,.,.,B,E,B,A,B,C,C,C,B,B,B,B,B,A,C,C,B,A,D,B,B,A,B,B,A,B,B,A,B,A,A,A,C,A,A,A,A,A,D,A,D,B,A,C,C,C,C,B,B,C,C,D,B,C,C,C,D,C,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460241,1,1,1,1,1,1,1,2,1,1,2,AECCDDCACEBCA,DBEDEECCBCCAB,CADECCABBCCEC,ADDCBDACCACAB,1,1,0,63252182112,1.440000000000000,0.636764,0.375409,285.06646,20.682544,1.440000000000000,0.627444,0.516554,285.033687,28.871406,1,1,5.77,6,1.6363636364,B,B,A,C,A,A,A,D,.,.,.,.,B,C,C,B,C,C,C,C,A,B,B,B,C,A,D,C,C,B,D,B,B,B,B,B,B,B,B,B,A,A,A,A,B,A,A,A,D,D,C,A,D,B,C,B,C,C,C,B,B,A,A,D,B,A,D,A,A,A,A,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460242,1,1,1,1,1,17,3,6,17,3,6,BDAEDBDCDBEBC,ECCBCADBDBECC,DCBDCBCBACBBC,DCAEBBDBBECEC,1,1,0,63252182112,1.440000000000000,1.099243,0.323767,310.545983,17.837413,1.440000000000000,1.47518,0.618908,332.415625,34.592209,1,0,,1,,B,C,A,C,A,A,A,D,B,B,B,B,B,D,D,A,B,C,C,C,A,*,B,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A,A,A,A,A,A,A,A,C,C,A,A,A,A,A,A,A,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460243,1,1,1,1,1,12,5,7,12,5,7,ABEDCDBADCDCA,CDAAABDBBBDAD,BCDDDABCBBDCE,DABABCDCDBECA,1,1,0,63252182112,1.440000000000000,-0.268632,0.462926,235.18515,25.50415,1.440000000000000,0.368654,0.59142,270.569311,33.055841,1,1,5.38,5,1.6363636364,B,C,A,D,A,A,A,C,B,B,.,.,.,D,F,B,C,C,C,C,C,B,B,B,B,B,C,B,C,B,D,B,B,B,B,B,B,B,B,A,A,A,A,A,B,A,A,A,B,C,.,D,D,A,A,A,A,B,A,B,A,B,C,B,B,B,B,B,B,B,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460244,1,0,0,0,0,21,7,3,21,7,3,.............,.............,.............,.............,0,0,0,63252182112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460245,1,1,1,1,1,3,3,4,3,3,4,AEEEABACDBBEB,EBBEDECACDDEB,ABEBCCDAACCDE,CBDBCEBADBCAE,1,1,0,63252182112,1.440000000000000,-0.094895,0.384571,244.756905,21.18731,1.440000000000000,-0.611186,0.727782,215.803773,40.67743,1,1,5.31,5,1.6363636364,B,B,A,D,A,A,A,C,B,B,B,B,B,D,F,A,A,B,A,B,A,B,B,B,B,B,D,C,B,C,D,A,B,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,C,D,B,A,A,C,C,C,C,C,C,C,C,C,B,D,D,D,D,C,C,C,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460246,1,1,1,1,1,5,5,6,5,5,6,EABCAADDCEACA,EEDBADABDBECC,CADCEAADACCED,CADEDACABABCA,1,1,0,63252182112,1.440000000000000,0.879097,0.344081,298.4174,18.956579,1.440000000000000,0.594538,0.506479,283.194494,28.30829,1,1,4.67,4,1.6363636364,B,C,A,B,A,A,B,A,A,B,A,A,A,*,B,B,A,B,A,C,A,B,B,B,B,B,C,B,B,A,D,B,B,B,B,A,A,B,B,B,A,A,A,A,B,A,A,A,B,C,D,D,B,B,C,C,C,C,C,A,A,B,C,B,B,D,A,B,A,A,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460247,1,1,1,1,1,16,2,5,16,2,5,EEACECCCCEAEB,AEBBAACCABAAA,BADCACADAAEAB,CBCAAAACCABBA,1,1,0,63252182112,1.440000000000000,-0.604815,0.578095,216.663698,31.849198,1.440000000000000,-0.472336,0.556034,223.564422,31.078035,1,1,4.29,3,1.6363636364,B,C,A,C,A,A,A,C,B,B,A,A,B,D,F,B,A,C,C,C,B,A,B,B,B,A,C,B,B,B,D,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,B,A,D,C,B,B,A,A,B,C,B,A,B,B,C,B,B,C,C,B,B,B,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460248,1,0,0,0,0,14,7,2,14,7,2,.............,.............,.............,.............,0,0,0,63252182112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460249,1,1,1,1,1,7,7,1,7,7,1,CDABABBDBCDAD,DEDCDCBACEABB,EACDECCABBDDA,DADCEDDABEEEB,1,1,0,63252182112,1.440000000000000,1.090248,0.348554,310.050419,19.203012,1.440000000000000,0.245263,0.544023,263.672701,30.406712,1,1,3.87,2,1.6363636364,B,B,A,C,A,A,A,A,B,A,A,A,A,A,F,B,A,C,B,C,A,B,B,B,B,A,C,B,B,A,C,B,B,B,A,A,A,B,B,A,B,A,B,A,B,A,A,A,B,A,D,A,D,C,B,C,C,C,C,C,C,B,C,B,C,B,C,B,C,C,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52460250,1,0,0,0,0,11,4,6,11,4,6,.............,.............,.............,.............,0,0,0,63252182112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461633,1,0,0,0,0,6,6,7,6,6,7,.............,.............,.............,.............,0,0,0,63252182112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461634,1,1,1,1,1,15,1,4,15,1,4,DEDCDCCACEBDA,CABEECACDCACC,CADDDABACBDBC,BAABDAABBDDBA,1,1,0,63252182112,1.440000000000000,0.562294,0.343974,280.963657,18.950684,1.440000000000000,-0.067806,0.721204,246.174546,40.30977,1,1,4.09,3,1.6363636364,B,D,A,C,A,A,A,B,B,A,A,A,B,C,A,A,A,B,B,C,A,B,B,B,B,A,C,B,B,A,D,B,B,B,A,B,A,B,A,A,B,A,A,A,C,A,B,B,B,A,C,D,C,B,D,D,C,C,C,C,C,D,D,D,D,D,D,D,D,C,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461635,1,1,1,1,1,18,4,7,18,4,7,B*EDDECADBADD,CDAAABBCDEDCD,ABAACCAAACADA,DAABECCCDBCCA,1,1,0,63252182112,1.440000000000000,0.690862,0.347613,288.046901,19.151169,1.440000000000000,0.408244,0.488389,272.782089,27.297198,1,1,4.03,3,1.6363636364,A,B,A,C,A,A,A,E,B,B,A,A,B,D,B,B,B,B,B,C,B,B,B,B,B,A,C,B,B,B,D,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C,B,D,D,D,B,B,C,C,D,C,B,A,B,B,B,B,B,C,C,B,A,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461636,1,1,1,1,1,21,7,3,21,7,3,CDAAABCDDBABE,ADBBDADAAADCA,DCBEEADACCDDA,DADBCAADABDBE,1,1,0,63252182112,1.440000000000000,0.171351,0.384566,259.425293,21.187034,1.440000000000000,-0.015191,0.680125,249.115321,38.01377,1,1,4.91,4,1.6363636364,B,B,A,A,A,A,A,C,B,B,.,.,B,D,D,B,C,C,C,C,C,B,B,B,B,A,D,B,B,A,D,B,B,B,B,B,B,B,B,A,A,A,A,A,B,A,A,A,B,C,D,D,D,A,B,B,B,C,B,C,C,B,B,B,B,B,C,C,B,B,C,B
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461637,1,1,1,1,1,1,1,2,1,1,2,AEDCCDDACEABC,CAECEABBBCCEB,DEDDEDDCDEBCB,AADCDCACBBEBA,1,1,0,63252182112,1.440000000000000,0.551401,0.373172,280.363525,20.5593,1.440000000000000,0.459289,0.498377,275.635112,27.855451,1,0,,1,,B,B,A,B,A,A,A,B,B,A,A,A,B,B,A,B,C,C,C,C,B,B,B,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,D,C,C,C,D,D,C,C,A,B,B,C,C,A,C,B,B,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461638,1,1,1,1,1,9,2,4,9,2,4,EEBDEDBCACBBE,EABEBECABCAED,BCDDBEDCCEEBD,CDADDBADBDBDE,1,1,0,63252182112,1.440000000000000,0.521429,0.34093,278.712267,18.78298,1.440000000000000,1.001827,0.415431,305.958824,23.219406,1,1,5.26,5,1.6363636364,B,B,A,B,A,A,A,C,A,B,A,A,B,D,D,B,*,C,B,C,B,*,B,B,B,A,D,C,C,B,D,B,B,A,B,B,A,B,B,A,A,A,A,A,B,A,A,A,C,C,D,A,D,C,B,C,C,C,D,C,C,B,B,B,B,B,C,B,C,C,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461639,1,1,1,1,1,3,3,4,3,3,4,DCEEDBCCBAEEE,DABBDECCACAED,DAADCBDABABDB,BEAADBACBCABB,1,1,0,63252182112,1.440000000000000,0.411518,0.325319,272.6569,17.922918,1.440000000000000,0.452318,0.577984,275.245487,32.304871,1,1,4.08,3,1.6363636364,B,B,A,A,A,A,A,D,B,B,A,A,B,F,F,B,B,C,C,C,C,B,B,B,B,A,D,C,B,B,D,A,B,B,.,A,A,A,A,A,A,A,A,A,C,A,A,A,D,C,D,D,C,B,A,B,B,B,A,A,A,A,B,B,C,C,B,B,A,A,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461640,1,1,1,1,1,8,1,3,8,1,3,BEECBEBACACEE,BDCCDBBCCAEBB,ADBDCDABACCAB,CDBAEDBACBCCE,1,1,0,63252182112,1.440000000000000,0.348611,0.329375,269.191142,18.146376,1.440000000000000,0.26645,0.753748,264.856892,42.12873,1,1,3.89,2,1.6363636364,B,B,A,D,A,A,A,B,.,.,B,.,.,A,A,B,B,C,C,C,C,A,A,A,B,A,D,B,B,B,D,B,B,B,A,A,A,A,A,A,B,B,.,D,B,A,A,A,B,C,C,A,D,A,A,C,B,C,C,A,A,C,C,B,C,C,C,A,B,B,A,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461641,1,1,1,1,1,10,3,5,10,3,5,DADBEEBCBADBE,BCDDCECACBEEB,EBDCBCBBADCBB,CCCBBBAADEBCA,1,1,0,63252182112,1.440000000000000,-1.253071,0.588066,180.949095,32.398533,1.440000000000000,-0.889888,0.718254,200.226469,40.144888,1,1,4.95,4,1.6363636364,B,B,A,D,A,A,A,D,B,A,A,A,B,C,B,A,C,C,C,C,C,B,B,B,B,B,D,D,B,A,D,B,B,B,B,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,D,D,D,C,B,B,C,D,C,C,C,B,C,B,B,B,B,B,C,C,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461642,1,1,1,1,1,4,4,5,4,4,5,DAAEBCBADCBCD,BDDCAECACEECA,ADADCDABBEADA,ACDABABACEDBD,1,1,0,63252182112,1.440000000000000,0.031884,0.465998,251.741587,25.673397,1.440000000000000,0.976092,0.457395,304.520435,25.564871,1,1,5.63,6,1.6363636364,A,C,A,C,A,A,A,C,B,B,.,.,B,F,F,B,A,C,A,B,A,B,B,B,B,C,C,D,C,A,D,B,B,A,B,B,B,B,B,A,A,A,A,H,C,A,A,A,C,A,.,D,D,A,B,C,C,C,B,A,A,B,C,A,C,D,A,B,A,A,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461643,1,1,1,1,1,6,6,7,6,6,7,ABCDEBADCBADE,CEAAAEBCBDEEA,ADADCEABBECAE,ABCBDCDCCEABB,1,1,0,63252182112,1.440000000000000,-0.500195,0.476767,222.427565,26.266697,1.440000000000000,-0.685165,0.758469,211.668914,42.392598,1,1,5.89,6,1.6363636364,A,B,A,C,A,A,A,C,B,B,A,A,B,E,D,B,C,C,C,C,B,B,B,B,B,B,D,B,C,B,D,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,D,D,D,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461644,0,0,0,0,0,20,6,2,20,6,2,.............,.............,.............,.............,0,0,0,63252182112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461645,0,1,1,1,1,5,5,6,5,5,6,BBAAAADBBBECD,CCCCAEDBAEDCC,CDDEBEBCAECDC,DACEBADBAAECD,1,1,0,63252182112,,-0.527221,0.508449,220.938612,28.012165,,0.012021,0.587905,250.636263,32.859379,1,1,,1,,B,C,A,C,A,A,A,C,B,.,.,.,B,B,B,B,C,C,C,C,C,A,B,B,B,B,D,B,B,A,D,A,B,A,B,B,A,B,A,A,B,A,A,A,C,A,A,A,C,D,D,A,C,B,C,C,C,C,C,C,D,B,B,A,C,C,B,B,B,B,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461646,1,1,1,1,1,8,1,3,8,1,3,AADEDACCCDBCB,CCDDACACDDBCD,EBDEBBADDCCDD,DDDABCCAACDBB,1,1,0,63252182112,1.440000000000000,-0.825024,0.473091,204.531643,26.064174,1.440000000000000,-0.65921,0.768138,213.1196,42.933021,1,0,,1,,B,C,A,C,A,A,A,E,A,A,A,A,A,A,F,B,C,C,B,C,B,A,B,A,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,B,C,A
2023,3,31,6325218,2,61399521,1,1,1494579,12,52461647,1,0,0,0,0,13,6,1,13,6,1,.............,.............,.............,.............,0,0,0,63252182112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
