ID_SAEB;ID_REGIAO;ID_UF;CO_MUNICIPIO;ID_AREA;IN_PREENCHIMENTO;TX_Q001;TX_Q002;TX_Q003;TX_Q004;TX_Q005;TX_Q006;TX_Q007;TX_Q008;TX_Q009;TX_Q010;TX_Q011;TX_Q012;TX_Q013;TX_Q014;TX_Q015;TX_Q016;TX_Q017;TX_Q018;TX_Q019;TX_Q020;TX_Q021;TX_Q022;TX_Q023;TX_Q024;TX_Q025;TX_Q026;TX_Q027;TX_Q028;TX_Q029;TX_Q030;TX_Q031;TX_Q032;TX_Q033;TX_Q034;TX_Q035;TX_Q036;TX_Q037;TX_Q038;TX_Q039;TX_Q040;TX_Q041;TX_Q042;TX_Q043;TX_Q044;TX_Q045;TX_Q046;TX_Q047;TX_Q048;TX_Q049;TX_Q050;TX_Q051;TX_Q052;TX_Q053;TX_Q054;TX_Q055;TX_Q056;TX_Q057;TX_Q058;TX_Q059;TX_Q060;TX_Q061;TX_Q062;TX_Q063;TX_Q064;TX_Q065;TX_Q066;TX_Q067;TX_Q068;TX_Q069;TX_Q070;TX_Q071;TX_Q072;TX_Q073;TX_Q074;TX_Q075;TX_Q076;TX_Q077;TX_Q078;TX_Q079;TX_Q080;TX_Q081;TX_Q082;TX_Q083;TX_Q084;TX_Q085;TX_Q086;TX_Q087;TX_Q088;TX_Q089;TX_Q090;TX_Q091;TX_Q092;TX_Q093;TX_Q094;TX_Q095;TX_Q096;TX_Q097;TX_Q098;TX_Q099;TX_Q100;TX_Q101;TX_Q102;TX_Q103;TX_Q104;TX_Q105;TX_Q106;TX_Q107;TX_Q108;TX_Q109;TX_Q110;TX_Q111;TX_Q112;TX_Q113;TX_Q114;TX_Q115;TX_Q116;TX_Q117;TX_Q118;TX_Q119;TX_Q120;TX_Q121;TX_Q122;TX_Q123;TX_Q124;TX_Q125;TX_Q126;TX_Q127;TX_Q128;TX_Q129;TX_Q130;TX_Q131;TX_Q132;TX_Q133;TX_Q134;TX_Q135;TX_Q136;TX_Q137;TX_Q138;TX_Q139;TX_Q140;TX_Q141;TX_Q142;TX_Q143;TX_Q144;TX_Q145;TX_Q146;TX_Q147;TX_Q148;TX_Q149;TX_Q150;TX_Q151;TX_Q152;TX_Q153;TX_Q154;TX_Q155;TX_Q156;TX_Q157;TX_Q158;TX_Q159;TX_Q160;TX_Q161;TX_Q162;TX_Q163;TX_Q164;TX_Q165;TX_Q166;TX_Q167;TX_Q168;TX_Q169;TX_Q170;TX_Q171;TX_Q172;TX_Q173;TX_Q174;TX_Q175;TX_Q176
2023;1;16;1600535;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;1;16;1600303;1;1;B;44;A;A;;;;F;B;B;B;A;A;A;B;A;A;24;0;A;A;B;C;D;B;D;B;B;B;B;B;150;2;C;B;B;B;B;B;A;B;B;B;B;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;;;2;1;2;1;1;3;1;1;1;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;10;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;A;A;A;A;A;B;B;B;21;B;B;B;B;B;B;B;B;B;B;B;B;;;B;;B;B;B;B;B;B;B;B;B;B;B;1;1;1;1;3;1;3;3;1;B;B;A;B;;B;;A;A;A;A;B;B;B;B;A;B;B;B;B;B;B;Este instrumento  poderia ter abordado questões mais específicas, contextualizando nossas particularidades regionais, pautas sensíveis como a educação especial, educação indígena, quilombola, ribeirinhas, destinação de recursos federais para a melhoria e implementação de novos mecanismos educacionais.
2023;1;16;1600212;2;1;B;47;C;A;;;;D;B;B;B;B;B;B;B;A;A;27;9;B;A;A;C;D;C;D;A;A;B;A;A;2;0;D;A;B;B;B;B;A;A;A;B;A;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;;2;2;2;2;2;2;2;2;2;2;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;3;B;B;B;B;B;B;B;A;;A;A;;;;;;;;;;B;B;A;0;B;B;B;B;B;B;A;;B;B;B;B;B;A;B;A;B;B;B;B;B;B;A;A;B;B;B;1;1;1;1;1;1;1;1;1;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;
2023;1;16;1600501;2;1;A;38;C;A;;;;D;B;B;A;B;A;A;A;A;A;5;0;A;B;B;C;B;B;C;B;A;B;B;B;20;5;B;A;A;A;A;A;A;B;B;B;B;A;A;A;B;A;A;B;B;B;B;B;A;B;B;A;A;A;B;A;B;A;A;;4;4;4;2;3;3;3;1;2;2;B;B;B;A;A;A;A;B;A;A;B;B;B;A;A;;;;;;;;;;;A;B;A;B;B;A;A;A;A;A;A;B;B;A;5;A;B;B;B;B;B;B;B;A;B;B;A;B;A;B;A;A;A;A;B;A;B;A;A;B;B;B;3;3;3;3;3;3;3;3;3;A;;;;;;;;;;;;;B;A;B;B;A;B;B;B;A;O questionário abrange de forma positiva vários temas, porém, precisam incluir os conselhos de alimentação escolar, cacs fundeb e de edcuação como responsáveis pelo ensino do município.
2023;1;16;1600279;2;1;B;46;C;A;;;;D;B;B;B;;;;B;;;17;4;B;B;A;A;C;C;B;B;B;B;B;B;5;6;C;A;B;B;B;B;A;A;B;B;B;B;A;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;A;B;B;A;;2;4;3;3;2;2;2;3;4;4;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;4;A;A;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;A;A;4;A;A;A;B;B;B;B;B;A;B;B;B;A;B;B;A;B;B;B;B;A;B;A;A;B;B;B;3;2;2;2;2;2;1;1;4;B;B;A;A;;A;A;A;A;A;B;A;A;B;B;A;B;B;B;A;A;B;
2023;1;16;1600105;2;1;B;55;C;A;;;;D;B;B;A;A;B;B;A;A;A;31;7;A;A;A;C;C;B;D;A;A;B;B;A;6;4;D;A;B;A;A;A;A;A;A;B;B;A;A;A;B;A;B;A;A;B;B;B;B;B;A;B;B;A;A;A;B;B;A;;1;1;1;1;2;2;2;1;1;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;3;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;A;A;4;B;B;B;B;B;B;B;B;C;B;B;B;A;A;B;A;B;B;B;B;A;A;A;A;A;B;B;1;1;2;2;2;1;4;4;1;A;;;;;;;;;;;;;A;;;;;;;;;
2023;1;16;1600154;2;1;A;48;C;A;;;;D;B;B;B;A;B;B;B;A;B;23;6;A;A;A;C;D;B;C;B;B;B;A;B;0;26;C;A;B;B;B;B;A;B;A;B;B;A;B;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;Educação empreendedora, despertar, a importância da língua inglesa e etc.;4;4;3;4;3;3;4;4;4;4;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;B;B;9;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;B;B;B;B;B;B;A;A;B;B;B;4;4;4;4;4;4;;4;4;B;B;A;A;;A;A;;;B;;;;B;B;B;B;A;B;B;B;B;Ok
2023;1;16;1600055;2;1;B;45;C;A;;;;C;B;B;B;A;B;A;A;A;A;30;3;A;A;B;C;C;C;C;B;B;B;A;B;1;1;B;;B;B;B;B;A;B;B;B;A;A;A;;B;B;B;B;;;B;B;A;B;B;B;B;B;B;B;B;B;A;;4;3;4;1;2;4;2;;1;2;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;1;A;B;B;B;A;B;B;B;B;A;A;;;;;;;;;;B;B;A;1;A;B;B;B;B;B;B;B;A;B;B;A;A;A;B;A;B;B;B;B;B;A;A;A;A;B;B;1;1;1;3;;1;3;3;1;B;B;A;A;;A;A;;;;B;;;B;B;B;B;B;B;B;B;B;A respeito do envio de recursos da prefeitura para a secretaria de Educação ,creio que é apropriado colocar a opção : em parte .A respeito da Seleção de gestores escolares a opção : Apresentação de currículo e plano de trabalho
2023;1;16;1600808;2;1;A;50;C;A;;;;D;B;B;B;;B;;;;;24;1;A;B;A;D;D;B;D;B;B;B;B;B;38;26;D;A;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;;;4;4;4;4;3;3;3;4;4;4;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;1;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;B;A;1;B;B;B;B;B;B;B;B;A;A;A;A;A;A;B;A;B;;;;;;;;A;B;B;4;4;4;1;4;4;2;;4;A;;;;;;;;;;;;;A;;;;;;;;;NADA A DECLARAR
2023;1;16;1600550;2;1;B;25;C;A;;;;D;B;A;;;;;;;;;2;A;A;C;C;C;D;B;A;B;B;A;A;4;0;A;A;B;A;A;B;A;B;A;B;B;A;A;B;A;A;A;A;C;A;B;B;A;B;A;A;A;A;B;A;B;A;A;;1;3;1;1;1;4;4;1;1;1;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;17;A;A;B;A;A;B;A;A;;A;A;;;;;;;;;;B;A;A;10;A;A;B;A;B;A;A;;B;B;B;B;;;B;;B;B;B;B;B;B;B;;B;B;B;1;1;;1;;1;;;1;A;;;;;;;;;;;;;A;;;;;;;;;O questionário teve questão bem relevantes e que irão contribuir para que possamos melhorar a qualidade de ensino.
2023;1;16;1600709;2;1;A;54;A;A;;;;D;B;B;A;A;A;B;B;A;A;10;3;B;B;B;B;C;B;D;B;B;B;A;B;;30;C;A;B;B;B;B;A;B;B;B;B;A;A;B;A;A;A;A;C;A;B;B;B;B;B;B;B;A;B;A;B;B;A;;2;1;2;2;2;1;2;1;1;2;B;B;B;B;B;B;B;;B;B;B;B;B;B;B;2;B;A;B;B;B;B;B;A;;A;A;;;;;;;;;;B;A;A;2;B;A;B;B;B;B;A;;B;B;B;B;B;A;B;A;B;B;B;B;B;B;A;A;B;B;B;2;2;2;2;2;2;3;2;1;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;
2023;1;17;1720937;2;1;A;44;C;A;;;;C;B;A;;;;;;;;;2;B;B;C;C;D;A;C;B;B;B;B;B;2;0;C;A;B;B;B;B;A;B;A;B;;;B;B;B;B;A;B;A;B;B;B;;;B;B;;;B;;B;B;;;1;2;2;1;1;1;2;;1;2;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;1;B;B;B;B;A;B;B;B;B;A;A;;;;;;;;;;B;A;A;3;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;1;1;1;1;1;1;2;2;1;B;B;A;B;;A;;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;BEM ELABORADO
2023;1;17;1720903;2;1;B;45;A;A;;;;D;B;B;B;;;;B;;;17;2;B;A;C;C;C;B;C;B;B;B;B;B;5;5;D;A;B;B;B;B;B;B;B;B;A;A;B;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;;2;2;2;1;2;2;1;1;1;2;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;1;B;B;B;B;A;B;B;B;B;A;A;;;;;;;;;;B;A;A;2;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;1;1;1;1;1;1;3;2;2;B;B;A;A;;A;A;A;A;A;B;B;A;A;;;;;;;;;
2023;1;17;1718899;2;1;A;44;C;A;;;;C;B;A;;;;;;;;;15;B;A;B;D;D;B;C;A;B;B;B;B;14;5;B;A;B;B;B;B;A;A;A;B;B;A;A;A;A;A;A;A;B;A;A;B;B;A;A;A;A;B;A;A;B;A;A;;2;2;2;1;2;3;3;1;1;2;A;B;B;A;A;B;B;B;B;B;B;B;B;B;B;1;A;A;A;B;A;B;B;A;;A;A;;;;;;;;;;B;A;A;4;A;A;A;B;B;B;A;;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;A;B;B;B;1;1;2;3;2;2;2;4;2;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;
2023;1;17;1707652;2;1;A;34;C;A;;;;C;A;A;;;;;;;;;1;A;A;C;D;D;B;C;B;B;B;B;B;3;1;D;A;B;B;B;B;A;A;A;B;B;A;A;A;B;A;A;B;C;A;A;B;A;B;B;B;B;A;A;A;B;A;B;DIDÁTICA E METODOLOGIAS ATIVAS NO ENSINO DE LÍNGUA PORTUGUESA E MATEMÁTICA NO ENSINO FUNDAMENTAL E METODOLOGIAS DE ENSINO NA EDUCAÇÃO INFANTIL.;4;2;3;2;3;2;2;3;2;3;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;0;A;A;A;B;A;B;A;B;B;A;A;;;;;;;;;;B;A;A;0;A;A;A;B;B;A;B;B;A;B;B;A;B;B;B;A;B;B;A;A;A;A;A;A;B;B;B;1;1;2;1;2;2;3;3;1;A;;;;;;;;;;;;;A;;;;;;;;;Algumas sugestões de melhorias que geralmente se aplicam a questionários educacionais:Clareza e Simplicidade: Certifique-se de que as perguntas são claras e concisas. Evite o uso de linguagem técnica desnecessária que possa confundir os respondentes.Relevância das Perguntas: Garanta que as perguntas sejam relevantes para os objetivos da pesquisa. Elimine perguntas que não contribuam significativamente para a obtenção de informações úteis.Inclusão de Diversos Stakeholders: Considere incluir perguntas que abordem não apenas os alunos, mas também professores, pais e outros stakeholders relevantes, dependendo do objetivo da pesquisa.Feedback Formativo: Se possível, inclua perguntas que possibilitem o feedback formativo, oferecendo aos respondentes a oportunidade de expressar suas opiniões sobre a eficácia dos métodos de ensino, recursos disponíveis, etc.Avaliação da Satisfação: Inclua perguntas sobre a satisfação dos participantes com o sistema educacional, se aplicável. Isso pode fornecer informações valiosas sobre áreas que podem precisar de melhorias.Acessibilidade: Garanta que o questionário seja acessível a todos os respondentes, independentemente de suas habilidades linguísticas, culturais ou cognitivas. Considere a inclusão de traduções para diferentes idiomas, se necessário.Perguntas Abertas: Inclua perguntas abertas que permitam aos respondentes fornecer respostas mais detalhadas e expressar opiniões que podem não ser capturadas por perguntas de escolha múltipla.Atualização Regular: Mantenha os questionários atualizados para refletir as mudanças nas práticas educacionais, tecnologias e nas necessidades da sociedade.Piloto do Questionário: Antes de lançar o questionário em grande escala, realize testes piloto para identificar possíveis problemas e fazer ajustes necessários.Transparência: Forneça informações claras sobre como os dados serão usados e garantias de anonimato, se aplicável, para incentivar a participação honesta.
2023;1;17;1718840;2;1;A;47;A;A;;;;C;B;B;B;;;;;;;20;5;B;A;B;C;C;B;C;B;B;B;B;B;39;5;D;A;B;B;;B;;B;;B;B;;;;B;;;;B;A;B;B;;B;B;;B;;B;B;B;B;;;2;3;3;4;3;2;2;3;4;3;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;12;A;B;B;A;A;B;B;B;B;A;A;;;;;;;;;;B;B;A;26;A;B;B;A;B;B;B;B;B;A;A;B;B;;;B;B;;;;;;;;B;B;B;3;3;2;2;1;3;1;1;4;A;;;;;;;;;;;;;B;B;B;B;;;B;B;B;
2023;1;17;1718865;2;1;B;;B;A;;;;D;B;B;B;;A;B;B;A;A;27;0;A;A;B;B;C;C;B;B;B;B;B;B;18;7;C;A;B;B;B;B;A;A;A;B;A;A;B;A;B;A;B;B;A;B;B;B;A;B;B;B;B;B;A;A;B;B;A;;3;3;3;4;4;2;4;4;4;3;A;B;B;A;A;A;A;A;B;B;B;B;B;B;B;2;B;B;B;B;A;B;B;B;B;A;A;;;;;;;;;;B;B;A;3;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;A;A;B;B;B;4;3;2;2;2;1;1;1;1;A;;;;;;;;;;;;;A;;;;;;;;;"- Ampliar o tempo do questionário aberto em tela para respondermos com mais atenção;- Perguntar aos municípios se há alguma dificuldade em realizar algum tipo de ação dentro do município e qual tipo se ajuda necessitamos para desempenhá-las."
2023;1;17;1701309;2;1;B;42;A;;;;;;;B;B;A;A;B;B;A;A;23;2;A;A;B;C;C;B;C;A;A;B;B;B;9;4;C;A;B;B;B;B;A;A;A;B;A;A;B;A;B;B;B;A;A;A;B;B;B;B;B;B;A;B;B;B;B;B;A;;1;4;1;4;2;1;2;4;4;4;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;2;B;B;B;B;A;B;B;A;;B;B;A;A;A;A;A;A;A;A;A;B;A;A;3;B;B;B;B;B;B;A;;A;B;B;B;A;A;B;A;B;B;B;B;A;B;A;A;B;B;B;4;3;3;2;2;4;3;1;3;A;;;;;;;;;;;;;A;;;;;;;;;Questionário bem elaborado, parabéns!
2023;1;17;1718451;2;1;B;49;C;B;B;A;A;D;B;B;B;A;B;B;B;A;A;36;11;B;A;C;C;C;B;D;B;B;B;B;B;48;37;B;A;B;B;B;B;A;A;A;B;A;B;A;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;A;B;B;A;A;;3;3;3;3;3;2;1;3;3;2;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;14;A;B;B;B;A;B;B;B;B;A;A;;;;;;;;;;B;A;A;25;A;B;B;B;B;B;B;B;A;B;B;A;B;B;B;A;B;B;B;B;B;B;A;A;B;B;B;4;3;3;;1;3;1;1;3;B;B;A;A;;A;A;A;A;A;B;A;A;B;B;B;B;B;B;B;B;B;São perguntas que condiz com a prática.
2023;1;17;1718501;2;1;B;62;C;A;;;;C;B;B;B;B;B;B;B;A;A;37;2;A;A;C;C;C;B;D;A;B;B;B;B;4;4;D;B;B;B;B;B;;B;B;B;A;B;A;;B;B;B;B;A;B;;B;A;B;B;B;B;;B;B;B;B;;;1;1;1;1;1;1;1;1;1;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;2;B;A;B;B;A;B;B;A;;A;A;;;;;;;;;;B;A;A;4;A;B;B;B;B;B;B;B;A;B;B;A;A;A;B;A;B;B;B;B;B;B;B;B;A;B;B;1;1;1;2;2;1;4;1;1;B;B;A;A;;A;A;A;B;A;A;A;A;B;B;B;B;B;B;B;B;B;O Questionário foi coerente nas perguntas de análise do trabalho da rede Municipal de Ensino.
2023;1;17;1720499;2;1;B;55;C;A;;;;D;B;B;B;;;B;B;;;31;7;B;B;C;C;C;B;C;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;0;A;B;A;B;B;B;A;B;B;A;A;;;;;;;;;;B;A;A;3;A;B;A;B;B;A;B;B;A;B;B;A;B;B;B;A;B;B;B;B;B;B;B;A;A;B;B;2;2;2;4;4;2;4;4;2;A;;;;;;;;;;;;;;;;;;;;;;o questionário deveria conter nas opções mais em partes.
2023;1;17;1718808;2;1;A;28;A;A;;;;B;;A;;;;;;;;;3;B;A;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;;;;;;;;;;;;;;;;B;2;1;1;2;2;2;3;3;1;B;A;A;B;A;A;;A;B;A;A;A;A;B;B;B;B;B;B;B;B;B;
2023;1;17;1703867;2;1;B;42;A;A;;;;D;B;B;B;;B;B;;;;16;2;A;A;B;C;C;B;B;B;B;B;B;B;11;2;D;A;B;B;B;B;B;B;A;B;;;B;;B;B;B;B;A;B;B;B;;B;B;B;B;;B;;;B;;;3;2;2;1;1;2;1;2;1;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;1;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;A;A;1;B;B;B;B;B;B;B;B;;B;B;;B;B;B;;B;B;B;B;B;B;;;B;B;B;2;2;2;2;2;2;2;2;2;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;Sem sugestões. O questionário é completo e objetivo.
2023;1;17;1709302;2;1;A;47;A;A;;;;D;B;B;B;B;B;B;B;A;A;28;7;B;B;B;C;C;B;C;B;B;B;B;B;19;12;D;A;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;B;A;B;B;B;A;B;B;B;B;B;A;B;B;B;B;Segurança  no trabalho, Primeiros Socorros e Mídias digitais.;1;1;1;1;1;2;3;1;1;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;2;B;A;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;B;B;4;B;A;B;B;B;B;B;B;C;B;B;B;B;B;B;A;;B;B;B;A;B;A;A;B;B;B;1;1;2;1;1;1;3;2;1;B;B;A;A;;A;A;A;A;A;B;A;A;B;B;B;B;B;B;B;B;B;Não tenho no momento
2023;1;17;1700707;2;1;B;60;A;A;;;;D;B;B;B;;B;B;B;;;27;7;B;B;C;C;C;B;C;A;B;A;B;A;10;5;D;A;B;B;B;B;B;A;B;B;B;A;A;A;B;A;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;Práticas diferenciada de ensino.;2;2;1;2;3;2;2;1;1;4;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;77;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;B;B;55;B;B;B;B;B;B;B;B;A;A;A;A;B;A;B;A;A;;;;;;;;B;B;B;4;4;4;2;4;4;2;4;4;B;B;A;A;;B;B;A;A;A;B;A;A;B;B;B;B;B;B;B;B;B;Acredito que está completo.
2023;1;17;1720150;2;1;B;35;A;A;;;;D;B;B;B;A;A;A;A;A;A;3;2;B;A;C;B;C;B;C;B;B;B;B;B;52;7;D;B;B;B;B;B;A;B;A;A;A;A;A;A;B;A;B;B;A;B;B;;;B;B;A;B;B;A;A;B;A;B;;4;3;4;2;3;;3;4;3;3;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;9;A;B;B;B;B;B;B;A;;A;A;;;;;;;;;;B;B;A;0;A;B;B;B;B;B;B;B;A;A;A;A;A;B;B;B;A;;;;;;;;A;B;B;4;4;4;2;1;3;1;1;1;A;;;;;;;;;;;;;A;;;;;;;;;Seria interessante inserir no questionário a opção se aplica em algumas questões pois municípios muito pequenos como o meu muitas vezes não aplicam provas externas (inclusive saeb pelo baixo numero de alunos) como no meu município no qual será o primeiro ano que participará. Algumas respostas as vezes ficam vagas por não se aplicar algumas dessas questões.
2023;1;17;1718303;2;1;A;44;C;A;;;;C;B;A;;;;;;;;;1;A;A;B;D;D;B;D;B;B;B;A;B;50;40;B;A;B;B;A;B;A;A;A;A;B;A;B;A;B;A;A;A;A;B;B;B;A;B;B;B;B;B;B;B;B;B;A;;3;1;2;3;3;3;3;1;2;3;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;11;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;B;A;41;B;B;B;B;B;B;B;B;A;A;A;A;B;B;B;A;B;;;;;;;;A;B;B;1;2;1;3;2;2;3;3;2;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;Nenhuma sugestao para adicionar, os temas trabalhados foram bastantes satisfatorios
2023;1;17;1718550;2;1;B;39;A;A;;;;C;B;A;;;;;;;;;3;B;A;B;D;C;D;C;A;B;B;B;B;12;0;D;A;B;B;B;B;A;A;B;B;A;B;A;A;B;B;B;B;A;B;A;B;B;B;B;B;A;A;B;A;B;B;A;;1;1;2;4;4;2;2;4;4;4;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;0;A;B;B;B;B;B;B;A;;A;A;;;;;;;;;;B;A;A;0;A;B;A;B;B;B;A;;C;B;B;B;B;A;B;A;B;B;B;B;B;B;A;B;B;B;B;4;4;4;4;4;4;4;4;4;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;Estamos trabalhando par um melhor atendimento a comunidade escolar.
2023;1;17;1718204;2;1;B;63;C;A;;;;D;B;B;B;A;B;B;B;B;A;40;5;A;A;B;C;C;B;C;B;B;B;B;B;30;80;C;B;B;B;B;B;B;B;B;B;A;A;B;A;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;B;B;B;Socioemocional e desenvolvimento e Educação Financeira.;3;2;4;3;2;2;2;4;4;3;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;7;B;B;B;B;A;B;B;B;B;A;A;;;;;;;;;;B;B;A;20;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;A;A;B;B;B;4;3;4;2;3;4;3;2;4;B;B;A;A;;A;A;A;B;A;A;B;A;B;B;B;B;B;B;B;B;B;Sugerimos que seja seja inseridos questões sobre a educação Inclusiva.
2023;1;17;1702000;2;1;A;37;C;A;;;;D;B;B;B;A;B;B;B;B;A;14;3;B;A;B;C;C;D;B;B;B;B;B;B;14;3;C;A;B;B;B;B;B;B;A;B;A;A;B;A;B;A;B;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;A;;1;4;4;4;4;4;4;4;4;4;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;1;B;B;B;B;A;B;B;A;;A;A;;;;;;;;;;B;A;A;2;B;B;B;B;B;B;A;;A;B;B;A;A;A;B;A;B;B;B;B;A;B;A;A;A;B;B;4;4;4;1;1;4;1;3;4;B;B;A;A;;A;A;A;A;B;A;A;A;B;B;A;B;B;B;B;B;B;Os temas foram pertinentes, mostrando que a Secretaria Municipal de Educação está caminhando, precisa melhorar, mais está no caminho certo.
2023;1;17;1722081;2;1;B;49;C;A;;;;D;B;B;B;A;A;B;A;A;A;22;3;B;B;A;B;C;A;D;B;B;B;B;B;8;8;C;A;B;B;A;B;A;A;A;B;A;A;B;A;B;A;A;A;;;A;B;A;B;B;A;B;A;B;B;A;B;B;Preenchimento de diário eletrônico.;1;3;2;4;2;;2;4;4;2;B;B;B;A;A;B;B;A;A;A;B;B;B;B;B;1;B;B;A;B;B;B;B;B;B;A;A;;;;;;;;;;B;A;A;3;A;B;A;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;A;A;A;B;B;B;2;2;1;4;2;3;1;1;3;A;;;;;;;;;;;;;B;B;B;A;A;B;B;B;B;A SUGESTÃO É QUE O ACESSO A ESSE QUESTIONÁRIO SEJA MAIS FÁCIL.
2023;1;17;1721257;2;1;B;46;C;A;;;;D;B;B;B;A;A;B;B;A;A;24;3;B;A;A;D;D;B;D;B;B;B;B;B;3;0;D;A;B;B;B;B;B;B;B;B;A;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;B;B;B;;4;1;1;1;3;1;1;1;1;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;1;B;B;B;B;B;B;B;B;B;A;A;;;;;;;;;;B;B;A;1;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;A;B;;;;;;;;A;B;B;1;1;1;1;1;1;1;2;1;A;;;;;;;;;;;;;B;B;B;B;B;B;B;B;B;
2023;1;17;1716604;2;1;B;46;B;A;;;;D;B;A;;;;;;;;;3;B;A;A;D;D;C;B;A;B;B;B;B;37;8;C;A;B;B;B;B;B;B;B;B;A;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;;2;4;3;4;4;2;4;4;4;4;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;8;B;B;B;B;B;B;B;A;;A;A;;;;;;;;;;B;B;A;4;A;B;B;B;B;B;A;;A;B;B;B;A;B;B;A;B;B;B;B;B;B;A;A;B;B;B;4;4;4;4;4;4;4;4;4;B;A;B;A;A;;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;Deve ser disponibilizado para impressão.
