ID_SAEB,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,IN_PUBLICA,ID_LOCALIZACAO,ID_TURMA,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_LP,IN_PREENCHIMENTO_MT,IN_PRESENCA_LP,IN_PRESENCA_MT,ID_CADERNO_LP,ID_BLOCO_1_LP,ID_BLOCO_2_LP,ID_CADERNO_MT,ID_BLOCO_1_MT,ID_BLOCO_2_MT,TX_RESP_BLOCO1_LP,TX_RESP_BLOCO2_LP,TX_RESP_BLOCO1_MT,TX_RESP_BLOCO2_MT,IN_PROFICIENCIA_LP,IN_PROFICIENCIA_MT,IN_AMOSTRA,ESTRATO,PESO_ALUNO_LP,PROFICIENCIA_LP,ERRO_PADRAO_LP,PROFICIENCIA_LP_SAEB,ERRO_PADRAO_LP_SAEB,PESO_ALUNO_MT,PROFICIENCIA_MT,ERRO_PADRAO_MT,PROFICIENCIA_MT_SAEB,ERRO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,IN_INSE,INSE_ALUNO,NU_TIPO_NIVEL_INSE,PESO_ALUNO_INSE,TX_RESP_Q01,TX_RESP_Q02,TX_RESP_Q03,TX_RESP_Q04,TX_RESP_Q05a,TX_RESP_Q05b,TX_RESP_Q05c,TX_RESP_Q06,TX_RESP_Q07a,TX_RESP_Q07b,TX_RESP_Q07c,TX_RESP_Q07d,TX_RESP_Q07e,TX_RESP_Q08,TX_RESP_Q09,TX_RESP_Q10a,TX_RESP_Q10b,TX_RESP_Q10c,TX_RESP_Q10d,TX_RESP_Q10e,TX_RESP_Q10f,TX_RESP_Q11a,TX_RESP_Q11b,TX_RESP_Q11c,TX_RESP_Q12a,TX_RESP_Q12b,TX_RESP_Q12c,TX_RESP_Q12d,TX_RESP_Q12e,TX_RESP_Q12f,TX_RESP_Q12g,TX_RESP_Q13a,TX_RESP_Q13b,TX_RESP_Q13c,TX_RESP_Q13d,TX_RESP_Q13e,TX_RESP_Q13f,TX_RESP_Q13g,TX_RESP_Q13h,TX_RESP_Q13i,TX_RESP_Q14,TX_RESP_Q15a,TX_RESP_Q15b,TX_RESP_Q16,TX_RESP_Q17,TX_RESP_Q18,TX_RESP_Q19,TX_RESP_Q20,TX_RESP_Q21a,TX_RESP_Q21b,TX_RESP_Q21c,TX_RESP_Q21d,TX_RESP_Q21e,TX_RESP_Q22a,TX_RESP_Q22b,TX_RESP_Q22c,TX_RESP_Q22d,TX_RESP_Q22e,TX_RESP_Q22f,TX_RESP_Q22g,TX_RESP_Q22h,TX_RESP_Q23a,TX_RESP_Q23b,TX_RESP_Q23c,TX_RESP_Q23d,TX_RESP_Q23e,TX_RESP_Q23f,TX_RESP_Q23g,TX_RESP_Q23h,TX_RESP_Q23i,TX_RESP_Q24,TX_RESP_Q25
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279324,1,1,1,1,1,7,7,1,7,7,1,CECAABCBAABEB,BEEBAABDCCACB,BAAEBCDBCDDBB,EADAEBACAABBA,1,1,0,63244152112,1.200000000000000,-0.371968,0.403658,229.492022,22.238877,1.200000000000000,-0.392268,0.70881,228.039609,39.617041,1,1,5.59,6,1.2631578947,B,D,A,A,A,A,A,B,B,B,A,A,B,D,D,C,C,C,C,C,C,B,B,B,B,A,D,C,B,B,D,B,B,B,B,B,B,B,B,B,A,A,A,B,B,A,A,A,C,C,D,D,D,A,A,C,C,C,B,C,B,A,A,A,A,A,A,A,A,A,C,A
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279325,1,1,1,1,1,12,5,7,12,5,7,EBDDACCBCDDCA,BEDCCBCDCEABD,EEDEAAACDCCDC,BDBDECCACEABD,1,1,0,63244152112,1.200000000000000,-0.38135,0.532861,228.975136,29.357104,1.200000000000000,0.752575,0.458132,292.02755,25.606064,1,1,5.67,6,1.2631578947,A,C,A,A,A,A,A,C,B,B,A,A,B,E,E,A,B,C,C,C,C,B,B,B,B,B,D,C,C,B,D,B,B,B,B,B,A,B,A,B,A,A,A,A,A,C,A,A,B,A,C,D,D,A,B,C,B,B,B,A,C,B,B,B,B,D,C,B,B,B,C,A
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279326,1,0,0,0,0,4,4,5,4,4,5,.............,.............,.............,.............,0,0,0,63244152112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279327,1,1,1,1,1,18,4,7,18,4,7,EDCBACDBAECDB,ECBEADDACEBDA,ACDEDBADDEBCA,BAECCDACDEBBC,1,1,0,63244152112,1.200000000000000,-1.681561,0.593859,157.34214,32.717689,1.200000000000000,-0.698301,0.807761,210.934713,45.147643,1,1,5.13,5,1.2631578947,A,B,A,A,A,A,A,C,B,B,.,.,B,C,C,B,B,C,B,C,A,B,B,B,B,A,C,B,C,B,D,B,B,B,B,B,A,B,B,B,A,B,.,D,A,C,A,A,A,A,B,D,C,B,C,C,C,C,B,B,A,B,C,B,B,C,C,B,.,.,C,A
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279328,1,1,1,1,1,21,7,3,21,7,3,DEAAAEBCBADEB,AEEECEDCDABEE,CCACCCACADDAE,CDBADABACCECA,1,1,0,63244152112,1.200000000000000,-0.470888,0.459226,224.042187,25.300305,1.200000000000000,-0.756325,0.682831,207.691616,38.165014,1,1,4.15,3,1.2631578947,A,E,A,B,A,A,A,D,B,B,A,A,B,A,C,B,B,C,C,C,B,B,B,B,B,A,C,B,B,A,D,B,B,B,A,A,A,B,A,B,A,A,A,B,C,A,B,A,C,C,C,D,D,A,A,A,A,B,A,A,A,A,A,B,A,A,B,B,A,A,C,A
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279329,1,0,0,0,0,20,6,2,20,6,2,.............,.............,.............,.............,0,0,0,63244152112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279330,1,0,0,0,0,11,4,6,11,4,6,.............,.............,.............,.............,0,0,0,63244152112,,,,,,,,,,,0,0,,1,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279407,1,1,1,1,1,13,6,1,13,6,1,ECCADBBBDBEBA,AEDCCABDCAABC,BBCDDCDDAAEBD,DAAEABACCCABB,1,1,0,63244152112,1.200000000000000,0.379005,0.340444,270.86565,18.756205,1.200000000000000,-0.587981,0.653176,217.100754,36.507527,1,1,4.7,4,1.2631578947,B,B,A,A,A,A,A,A,B,A,A,A,A,B,B,B,C,C,B,B,C,B,B,B,B,B,D,B,C,A,C,B,B,B,B,B,A,A,B,B,A,A,A,F,B,A,A,A,C,B,D,A,D,B,C,D,D,D,C,C,C,B,D,B,B,B,B,A,B,B,C,A
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279408,1,1,1,1,1,10,3,5,10,3,5,BBAEBADBCACAD,BEBCADCAADCAC,CADACECAAADAC,DBDBAEABAEEBD,1,1,0,63244152112,1.200000000000000,-0.846679,0.547458,203.338597,30.161302,1.200000000000000,0.054703,0.756835,253.021859,42.30127,1,1,4.11,3,1.2631578947,A,C,A,C,A,A,A,C,.,.,.,.,B,B,C,A,B,C,B,C,A,B,B,B,C,A,C,B,B,A,C,A,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,A,B,A,C,D,A,B,C,C,A,B,B,C,A,B,B,A,C,A,C,A,B,A,D,A
2023,3,31,6324415,2,61432986,1,1,1486523,12,52279409,1,1,1,1,1,12,5,7,12,5,7,ABAABBAABCAAB,BACBADBCABCEC,BCDBBDABACDCC,CDEBBCCBCDBC*,1,1,0,63244152112,1.151515151500000,-1.491382,0.595271,167.81974,32.795481,1.151515151500000,0.825182,0.641781,296.085724,35.870634,1,1,3.53,2,1.4074074074,B,C,A,.,A,A,A,C,B,B,A,A,A,A,A,A,C,B,B,B,C,B,B,B,B,A,C,B,B,A,D,A,B,A,B,A,A,A,B,A,B,A,A,A,B,A,A,A,B,B,C,C,D,B,C,B,C,C,C,B,C,B,C,C,B,C,B,B,B,B,B,B
