"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q22c_num"
NA,NA,NA,NA
-1.21747908961185,NA,NA,0.55097316501934
1.15605607011703,NA,NA,NA
NA,0.72200018786997,-0.0333387812917472,-0.413229873764505
NA,0.72200018786997,-1.2001961265029,-0.413229873764505
1.73951656645174,0.72200018786997,1.13351856391941,1.51517620380318
-1.63704739492395,-2.33588296075578,-1.2001961265029,1.51517620380318
NA,NA,NA,NA
-1.1196133867289,-0.806941386442907,-1.2001961265029,-0.413229873764505
-0.986899878633757,0.72200018786997,-1.2001961265029,-0.413229873764505
-0.507091253532958,-0.806941386442907,-0.0333387812917472,0.55097316501934
-0.199424442562619,0.72200018786997,-0.0333387812917472,-1.37743291254835
-0.359027060967414,NA,NA,NA
-0.517688935293894,-0.806941386442907,-1.2001961265029,-1.37743291254835
NA,NA,NA,NA
-0.0219999441081161,-0.806941386442907,-0.0333387812917472,NA
-0.348292358385232,0.72200018786997,-1.2001961265029,-0.413229873764505
-0.839431564110907,0.72200018786997,1.13351856391941,0.55097316501934
-0.332060955644617,0.72200018786997,-0.0333387812917472,-0.413229873764505
-1.04297998844568,-0.806941386442907,1.13351856391941,-0.413229873764505
-0.615063467842547,NA,NA,NA
1.98174505405009,0.72200018786997,1.13351856391941,0.55097316501934
NA,NA,NA,NA
-0.298869879264459,0.72200018786997,1.13351856391941,-0.413229873764505
0.389230944497967,0.72200018786997,-0.0333387812917472,0.55097316501934
NA,NA,NA,NA
-1.40918573601981,-0.806941386442907,1.13351856391941,-1.37743291254835
0.028672774251142,NA,NA,NA
0.911233222465755,-0.806941386442907,1.13351856391941,-0.413229873764505
NA,NA,NA,NA
1.91522125250352,0.72200018786997,1.13351856391941,0.55097316501934
NA,NA,NA,NA
NA,0.72200018786997,-1.2001961265029,-0.413229873764505
0.596539287383402,NA,NA,NA
NA,NA,NA,NA
-0.333863933680507,0.72200018786997,NA,1.51517620380318
0.775417269873163,-0.806941386442907,-1.2001961265029,-0.413229873764505
NA,NA,NA,NA
-1.53892456450873,-2.33588296075578,-0.0333387812917472,-1.37743291254835
-0.207426221615624,0.72200018786997,1.13351856391941,1.51517620380318
-0.561737878729854,-2.33588296075578,-1.2001961265029,-1.37743291254835
NA,NA,NA,NA
0.376613211104153,0.72200018786997,-0.0333387812917472,1.51517620380318
1.82656442866676,NA,NA,NA
0.604610348174531,0.72200018786997,1.13351856391941,0.55097316501934
NA,NA,NA,NA
-0.571459470185589,0.72200018786997,1.13351856391941,0.55097316501934
0.245667282622042,0.72200018786997,1.13351856391941,-1.37743291254835
0.931928187270714,NA,NA,NA
1.57697009399339,0.72200018786997,1.13351856391941,1.51517620380318
0.0821615542253264,-0.806941386442907,-0.0333387812917472,1.51517620380318
-0.3607730709578,0.72200018786997,-0.0333387812917472,-0.413229873764505
NA,NA,NA,NA
-0.388167207949378,0.72200018786997,-1.2001961265029,-1.37743291254835
-1.23857743115294,-0.806941386442907,-1.2001961265029,NA
1.51493756720641,-0.806941386442907,-1.2001961265029,-0.413229873764505
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
