"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23a_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
-0.574720271989432,1.38326067246827,-0.0795458573674178,1.6624451544657,-0.510157389233256
0.492314521325847,1.38326067246827,-1.45834071840266,1.6624451544657,-0.510157389233256
-0.0975713852300491,-1.02463753516168,1.29924900366783,0.471774976267294,1.5729852834692
-0.769606658288127,-0.222004799285031,1.29924900366783,0.471774976267294,1.5729852834692
2.61662237066508,-1.02463753516168,1.29924900366783,0.471774976267294,-0.510157389233256
-1.8363344784926,-0.222004799285031,-0.0795458573674178,1.6624451544657,-0.510157389233256
0.174284997722686,0.580627936591618,-0.0795458573674178,0.471774976267294,-0.510157389233256
-1.98252477457576,-1.02463753516168,1.29924900366783,1.6624451544657,-0.510157389233256
0.620911430536295,1.38326067246827,-0.0795458573674178,-0.718895201931114,-0.510157389233256
1.13650167766245,1.38326067246827,-0.0795458573674178,-0.718895201931114,-0.510157389233256
-0.869790943101617,-0.222004799285031,1.29924900366783,0.471774976267294,1.5729852834692
-0.429015641407847,-1.02463753516168,-2.83713557943791,0.471774976267294,1.5729852834692
-1.24912712603429,-0.222004799285031,1.29924900366783,-0.718895201931114,1.5729852834692
-0.759664129709822,-1.02463753516168,1.29924900366783,-0.718895201931114,1.5729852834692
-0.759811300495728,-1.02463753516168,-0.0795458573674178,-0.718895201931114,-0.510157389233256
0.58405216088823,0.580627936591618,-0.0795458573674178,0.471774976267294,-0.510157389233256
0.560719075203426,1.38326067246827,-0.0795458573674178,-0.718895201931114,-0.510157389233256
0.895237126715592,1.38326067246827,-1.45834071840266,-1.90956538012952,-0.510157389233256
0.793139621685322,1.38326067246827,-1.45834071840266,-0.718895201931114,-0.510157389233256
-1.08300971854687,-1.02463753516168,1.29924900366783,0.471774976267294,-0.510157389233256
0.894497074993646,-1.02463753516168,-0.0795458573674178,-0.718895201931114,-0.510157389233256
0.996049000576045,0.580627936591618,1.29924900366783,1.6624451544657,-0.510157389233256
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.21708368388113,-1.02463753516168,-1.45834071840266,-1.90956538012952,-0.510157389233256
1.24424008073605,1.38326067246827,-0.0795458573674178,0.471774976267294,-0.510157389233256
0.981905760208606,-0.222004799285031,-0.0795458573674178,-0.718895201931114,-0.510157389233256
0.497489712462449,-1.02463753516168,-0.0795458573674178,0.471774976267294,-0.510157389233256
0.516542194736104,-0.222004799285031,-0.0795458573674178,0.471774976267294,-0.510157389233256
NA,-1.02463753516168,-0.0795458573674178,-0.718895201931114,3.65612795617166
-0.156833395278436,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.0923415083068011,NA,-0.0795458573674178,0.471774976267294,NA
NA,NA,NA,NA,NA
-1.08826272149015,NA,NA,NA,NA
-1.15719079732454,-0.222004799285031,-0.0795458573674178,0.471774976267294,1.5729852834692
-0.557370776856047,-1.02463753516168,1.29924900366783,1.6624451544657,-0.510157389233256
NA,NA,NA,NA,NA
-0.223041931296565,1.38326067246827,-0.0795458573674178,-1.90956538012952,-0.510157389233256
0.426474952180149,-0.222004799285031,1.29924900366783,-0.718895201931114,-0.510157389233256
NA,NA,NA,NA,NA
1.9159127026912,-0.222004799285031,-1.45834071840266,-0.718895201931114,-0.510157389233256
0.357192620827653,-1.02463753516168,-0.0795458573674178,0.471774976267294,-0.510157389233256
0.0881030982602264,1.38326067246827,-0.0795458573674178,-0.718895201931114,-0.510157389233256
-0.48757018986813,NA,NA,NA,NA
-0.757189531080992,NA,-0.0795458573674178,-0.718895201931114,NA
0.504092496476001,-0.222004799285031,-1.45834071840266,-1.90956538012952,1.5729852834692
NA,NA,NA,NA,NA
0.471818685372808,-1.02463753516168,-0.0795458573674178,0.471774976267294,-0.510157389233256
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0318696618733701,-1.02463753516168,-0.0795458573674178,0.471774976267294,-0.510157389233256
NA,NA,NA,NA,NA
-1.13180674658911,-1.02463753516168,-1.45834071840266,-0.718895201931114,1.5729852834692
0.497616924653507,1.38326067246827,-1.45834071840266,-1.90956538012952,-0.510157389233256
NA,NA,NA,NA,NA
-1.62252070413422,-1.02463753516168,-0.0795458573674178,0.471774976267294,-0.510157389233256
-1.5140958284346,-0.222004799285031,1.29924900366783,0.471774976267294,1.5729852834692
NA,NA,NA,NA,NA
-0.76515575807104,NA,-0.0795458573674178,-0.718895201931114,NA
-0.622176983075216,NA,NA,0.471774976267294,-0.510157389233256
NA,NA,NA,NA,NA
1.22339947245959,1.38326067246827,-0.0795458573674178,-0.718895201931114,-0.510157389233256
NA,NA,NA,NA,NA
-0.539661759883165,NA,1.29924900366783,1.6624451544657,-0.510157389233256
NA,NA,NA,NA,NA
-0.968732662279297,0.580627936591618,-0.0795458573674178,0.471774976267294,-0.510157389233256
NA,NA,NA,NA,NA
-0.911574166010226,NA,1.29924900366783,0.471774976267294,NA
NA,NA,NA,NA,NA
0.292317036548383,-1.02463753516168,-0.0795458573674178,0.471774976267294,-0.510157389233256
1.31152718227268,0.580627936591618,-1.45834071840266,0.471774976267294,-0.510157389233256
1.66478656423615,1.38326067246827,-0.0795458573674178,-0.718895201931114,-0.510157389233256
NA,NA,NA,NA,NA
