"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num"
0.820278306086061,2.38001849098472,0.144319346307963,0.246296091535945
1.96378812837548,NA,0.144319346307963,0.246296091535945
0.455189213819898,-0.833006471844653,0.144319346307963,0.246296091535945
1.55017772452635,1.3090101700416,1.12569090120212,0.246296091535945
NA,NA,NA,NA
0.28803137347156,1.3090101700416,-1.81842376348034,0.246296091535945
NA,NA,NA,NA
0.13314730263027,1.3090101700416,1.12569090120212,1.29305448056371
0.309902864894378,0.238001849098472,0.144319346307963,0.246296091535945
2.05581592369102,0.238001849098472,NA,NA
-0.84577866706827,-0.833006471844653,-0.837052208586188,-1.84722068651958
-0.710940145250829,0.238001849098472,-0.837052208586188,-0.80046229749182
0.135715077275432,NA,-0.837052208586188,-0.80046229749182
-0.741714826165838,NA,0.144319346307963,-0.80046229749182
NA,NA,NA,NA
-0.698574270251159,NA,1.12569090120212,1.29305448056371
0.334551216665994,NA,1.12569090120212,1.29305448056371
0.39694571765233,0.238001849098472,0.144319346307963,0.246296091535945
0.403858662442706,0.238001849098472,0.144319346307963,0.246296091535945
1.25240828294925,-0.833006471844653,1.12569090120212,-0.80046229749182
0.210084628455943,NA,-0.837052208586188,-0.80046229749182
0.760556156000534,1.3090101700416,1.12569090120212,1.29305448056371
NA,NA,NA,NA
-1.60515952602872,-0.833006471844653,-1.81842376348034,0.246296091535945
NA,NA,NA,NA
-1.372695885066,-0.833006471844653,0.144319346307963,-0.80046229749182
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.05642557661938,-0.833006471844653,-0.837052208586188,-0.80046229749182
1.7785090222764,1.3090101700416,1.12569090120212,1.29305448056371
NA,NA,NA,NA
NA,NA,NA,NA
-0.946173186373751,NA,-0.837052208586188,-0.80046229749182
NA,NA,NA,NA
NA,NA,NA,NA
-1.07416846605843,-0.833006471844653,-1.81842376348034,1.29305448056371
-0.0882486474943981,-0.833006471844653,-0.837052208586188,-0.80046229749182
-1.50562506625675,1.3090101700416,0.144319346307963,-0.80046229749182
-0.743147449606704,-0.833006471844653,1.12569090120212,1.29305448056371
NA,NA,NA,NA
0.0947215859075995,-0.833006471844653,1.12569090120212,1.29305448056371
0.0363088214011941,NA,0.144319346307963,0.246296091535945
-0.667405023301746,0.238001849098472,NA,NA
-1.666228429444,-0.833006471844653,1.12569090120212,-0.80046229749182
-0.703025241459103,-0.833006471844653,-1.81842376348034,-1.84722068651958
0.237939280208789,-0.833006471844653,-0.837052208586188,0.246296091535945
1.05562710261291,NA,1.12569090120212,1.29305448056371
0.151754015100961,-0.833006471844653,0.144319346307963,-1.84722068651958
