"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
2.46531777747911,1.36533162080961,0.769800358919501,0.621059003408119,-1.15577119279413,-1.25628852958435,0.870388279778489,1.11803398874989,0.20806259464412
0.520686208352362,-0.195047374401374,0.769800358919501,-0.414039335605412,0.963142660661774,1.02787243329629,0.870388279778489,0,0.20806259464412
0.389150365136866,-0.195047374401374,-1.539600717839,0.621059003408119,0.963142660661774,1.02787243329629,0.870388279778489,1.11803398874989,1.35240686518678
-0.383298924026698,-1.75542636961236,-1.539600717839,0.621059003408119,-0.0963142660661774,-0.114208048144032,-1.04446593573419,-1.11803398874989,-0.936281675898539
-0.0275097401673977,NA,NA,0.621059003408119,0.963142660661774,1.02787243329629,0.870388279778489,1.11803398874989,1.35240686518678
0.199746087050147,NA,0.769800358919501,0.621059003408119,-0.0963142660661774,-0.114208048144032,-1.04446593573419,-1.11803398874989,-0.936281675898539
-1.17666532119481,-0.195047374401374,-0.384900179459751,NA,-2.21522811952208,NA,-1.04446593573419,0,-0.936281675898539
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.16493830316504,-0.195047374401374,-0.384900179459751,0.621059003408119,0.963142660661774,1.02787243329629,0.870388279778489,1.11803398874989,1.35240686518678
-1.02630270538055,NA,NA,-2.48423601363248,-0.0963142660661774,-1.25628852958435,0.870388279778489,-1.11803398874989,-0.936281675898539
0.116729565657612,1.36533162080961,0.769800358919501,-0.414039335605412,-0.0963142660661774,-0.114208048144032,-1.04446593573419,0,0.20806259464412
-0.912915009741602,-0.195047374401374,0.769800358919501,-0.414039335605412,-0.0963142660661774,-1.25628852958435,-1.04446593573419,-1.11803398874989,-0.936281675898539
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
