"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q22b_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num"
-0.922650798895511,0.673465573050457,0.640528277015742,-0.976785764355651,1.62534011317134,0.707106781186547,0.487222044966068
-0.222026572315971,0.673465573050457,0.640528277015742,0.379861130582753,-0.34018746554749,-0.707106781186547,-0.812036741610114
-0.823975185774284,0.673465573050457,0.640528277015742,0.379861130582753,-1.32295125490691,0.707106781186547,NA
-0.651524793292073,0.673465573050457,0.640528277015742,0.379861130582753,-0.34018746554749,0.707106781186547,0.487222044966068
NA,NA,NA,NA,NA,NA,NA
-0.417590304636674,0.673465573050457,0.640528277015742,0.379861130582753,-0.34018746554749,0.707106781186547,-0.812036741610114
1.86795913379957,0.673465573050457,-0.931677493841079,0.379861130582753,-0.34018746554749,-0.707106781186547,-0.812036741610114
0.767594639369573,0.673465573050457,0.640528277015742,0.379861130582753,0.642576323811925,0.707106781186547,0.487222044966068
0.551438212935975,-2.82855540681192,-0.931677493841079,1.73650802552116,-1.32295125490691,-2.12132034355964,-0.812036741610114
0.551193224464725,0.673465573050457,0.640528277015742,0.379861130582753,-1.32295125490691,0.707106781186547,0.487222044966068
0.117679187531028,-1.07754491688073,-2.5038832646979,-0.976785764355651,-0.34018746554749,-2.12132034355964,-0.812036741610114
NA,NA,NA,NA,NA,NA,NA
1.72440166297228,0.673465573050457,0.640528277015742,1.73650802552116,-0.34018746554749,0.707106781186547,-0.812036741610114
1.02998448606363,-1.07754491688073,0.640528277015742,0.379861130582753,-0.34018746554749,-0.707106781186547,-2.1112955281863
NA,NA,NA,NA,NA,NA,NA
0.739541328419879,-1.07754491688073,-2.5038832646979,-0.976785764355651,0.642576323811925,-2.12132034355964,-2.1112955281863
0.570326234646085,0.673465573050457,0.640528277015742,0.379861130582753,0.642576323811925,0.707106781186547,0.487222044966068
-0.200328996822499,-1.07754491688073,0.640528277015742,-0.976785764355651,-1.32295125490691,-0.707106781186547,0.487222044966068
NA,NA,NA,NA,NA,NA,NA
1.61793771370453,-1.07754491688073,-0.931677493841079,1.73650802552116,-0.34018746554749,0.707106781186547,0.487222044966068
-0.464803618328471,0.673465573050457,0.640528277015742,NA,-0.34018746554749,0.707106781186547,0.487222044966068
-0.720494806160226,-1.07754491688073,-0.931677493841079,-0.976785764355651,-1.32295125490691,-0.707106781186547,0.487222044966068
-0.308310061002087,NA,-0.931677493841079,NA,NA,-0.707106781186547,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.7706928556643,0.673465573050457,0.640528277015742,-0.976785764355651,0.642576323811925,0.707106781186547,-0.812036741610114
-1.27972574261137,0.673465573050457,0.640528277015742,-0.976785764355651,1.62534011317134,0.707106781186547,1.78648083154225
NA,NA,NA,NA,NA,NA,NA
-0.137295684842161,0.673465573050457,0.640528277015742,-0.976785764355651,0.642576323811925,NA,NA
-0.569527439119801,0.673465573050457,0.640528277015742,1.73650802552116,0.642576323811925,0.707106781186547,0.487222044966068
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.565413627773706,0.673465573050457,0.640528277015742,0.379861130582753,1.62534011317134,0.707106781186547,0.487222044966068
-1.77101552709312,0.673465573050457,0.640528277015742,-0.976785764355651,1.62534011317134,0.707106781186547,1.78648083154225
1.45780508765136,-1.07754491688073,-0.931677493841079,-0.976785764355651,-1.32295125490691,-0.707106781186547,0.487222044966068
-0.170484897226392,-1.07754491688073,-0.931677493841079,-0.976785764355651,0.642576323811925,0.707106781186547,0.487222044966068
