"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
1.00158920099514,-1.48585318912217,-0.78600120126252,-1.22644472629902,-0.286212291364566,-1.85191484890503,-0.921132372943676,-1.08530392765557,2.48672948456638
0.629758763644467,-1.48585318912217,-0.78600120126252,1.67829278335655,1.24025326257979,-0.108936167582649,0.460566186471839,1.39539076412859,2.48672948456638
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2501906224966,-1.48585318912217,-0.78600120126252,-0.258198889747161,-0.286212291364566,-1.85191484890503,-0.921132372943676,0.155043418236511,-0.428746462856272
-2.02268494664565,-0.28301965507089,0.0491250750789075,0.710046946804693,-0.286212291364566,-0.108936167582649,0.460566186471839,-1.08530392765557,-0.428746462856272
0.603287544064802,0.919813878980392,-0.78600120126252,0.710046946804693,-0.286212291364566,-0.108936167582649,-0.921132372943676,0.155043418236511,-0.428746462856272
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.939525439715579,-1.48585318912217,-0.78600120126252,-0.258198889747161,-0.286212291364566,-0.108936167582649,-2.30283093235919,-2.32565127354766,1.02899151085505
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.95447062457351,-0.28301965507089,0.0491250750789075,-1.22644472629902,1.24025326257979,1.63404251373973,1.84226474588735,0.155043418236511,-0.428746462856272
0.992198196050368,0.919813878980392,-0.78600120126252,-0.258198889747161,-1.81267784530892,-0.108936167582649,0.460566186471839,-1.08530392765557,-0.428746462856272
-0.911671230305592,-0.28301965507089,0.0491250750789075,NA,1.24025326257979,1.63404251373973,0.460566186471839,1.39539076412859,-0.428746462856272
-0.131921510580805,0.919813878980392,-0.78600120126252,0.710046946804693,1.24025326257979,-0.108936167582649,0.460566186471839,0.155043418236511,-0.428746462856272
-0.705056673322717,0.919813878980392,-0.78600120126252,1.67829278335655,1.24025326257979,1.63404251373973,NA,1.39539076412859,-0.428746462856272
0.0232617129833563,-0.28301965507089,0.884251351420335,-0.258198889747161,-0.286212291364566,-0.108936167582649,0.460566186471839,0.155043418236511,-0.428746462856272
0.827579808086597,0.919813878980392,0.884251351420335,-1.22644472629902,-0.286212291364566,-0.108936167582649,-0.921132372943676,0.155043418236511,-0.428746462856272
-0.392249197867973,0.919813878980392,1.71937762776176,-0.258198889747161,-0.286212291364566,-0.108936167582649,0.460566186471839,0.155043418236511,-0.428746462856272
-0.437142041456559,0.919813878980392,1.71937762776176,NA,NA,NA,NA,NA,-0.428746462856272
-1.61590129860348,0.919813878980392,1.71937762776176,0.710046946804693,-0.286212291364566,-0.108936167582649,0.460566186471839,0.155043418236511,-0.428746462856272
0.903706235319392,-0.28301965507089,-0.78600120126252,-1.22644472629902,-1.81267784530892,-0.108936167582649,0.460566186471839,0.155043418236511,-0.428746462856272
