"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
-0.151766354326691,2.22510624564114,1.02207934539596,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,-0.697095675727276,-1.01585011991307
-0.153145194362812,-0.202282385967376,-0.0766559509046973,-1.16679053126531,-1.51853934910514,-0.413275691953986,0.913017328170553,0.497584580462402,0.801660027086368,-1.01585011991307
-0.150952617516042,-0.202282385967376,1.02207934539596,-1.16679053126531,-0.455561804731541,1.80808115229869,0.913017328170553,1.56739142845657,-2.19585137854092,-1.01585011991307
-0.151610437269818,2.22510624564114,1.02207934539596,0.762901501211937,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,0.801660027086368,-1.01585011991307
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.151146403732165,-0.202282385967376,1.02207934539596,-0.201944515026689,-0.455561804731541,-1.52395411408032,-1.46636116342543,-1.64202911552593,-0.697095675727276,-1.01585011991307
-0.151972740285909,-0.202282385967376,1.02207934539596,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,0.497584580462402,-0.697095675727276,-1.01585011991307
-0.153932634670168,-0.202282385967376,-0.0766559509046973,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,-0.697095675727276,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.153156321056439,-0.202282385967376,-2.27412654350602,0.762901501211937,NA,0.697402730172351,0.913017328170553,0.497584580462402,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.15193411259186,1.01141192983688,-0.0766559509046973,-1.16679053126531,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,-0.697095675727276,0.601985256244783
-0.14899557318411,2.22510624564114,-0.0766559509046973,-1.16679053126531,-1.51853934910514,-1.52395411408032,-1.46636116342543,-1.64202911552593,-2.19585137854092,-1.01585011991307
-0.152624021750384,-0.202282385967376,-0.0766559509046973,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,0.801660027086368,-1.01585011991307
-0.151577830318328,-0.202282385967376,-1.17539124720536,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,0.801660027086368,-1.01585011991307
-0.153492083420003,NA,-1.17539124720536,0.762901501211937,-0.455561804731541,0.697402730172351,-1.46636116342543,0.497584580462402,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.152800378949204,-1.41597670177164,-0.0766559509046973,-0.201944515026689,-1.51853934910514,-0.413275691953986,-1.46636116342543,0.497584580462402,-0.697095675727276,-1.01585011991307
-0.151596602156417,-0.202282385967376,1.02207934539596,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,0.801660027086368,0.601985256244783
-0.150233397420685,1.01141192983688,1.02207934539596,-1.16679053126531,-1.51853934910514,-0.413275691953986,-0.27667191762744,-0.572222267531762,-0.697095675727276,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.151833667930808,-0.202282385967376,1.02207934539596,-0.201944515026689,0.607415739642055,0.697402730172351,0.913017328170553,0.497584580462402,-0.697095675727276,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.151715087832761,-1.41597670177164,-0.0766559509046973,1.72774751745056,-0.455561804731541,-1.52395411408032,-1.46636116342543,1.56739142845657,-0.697095675727276,-1.01585011991307
-0.153142689381037,-0.202282385967376,1.02207934539596,-1.16679053126531,-1.51853934910514,-1.52395411408032,-1.46636116342543,1.56739142845657,0.801660027086368,0.601985256244783
-0.151117939193129,1.01141192983688,1.02207934539596,-1.16679053126531,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,-0.697095675727276,-1.01585011991307
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.154910863038692,-1.41597670177164,-1.17539124720536,1.72774751745056,1.67039328401565,1.80808115229869,2.10270657396855,1.56739142845657,0.801660027086368,2.21982063240264
-0.153520884905071,-0.202282385967376,-0.0766559509046973,1.72774751745056,1.67039328401565,-0.413275691953986,-0.27667191762744,0.497584580462402,0.801660027086368,-1.01585011991307
-0.152761757784316,-0.202282385967376,-1.17539124720536,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.15482847076726,1.01141192983688,1.02207934539596,-1.16679053126531,0.607415739642055,0.697402730172351,0.913017328170553,0.497584580462402,0.801660027086368,0.601985256244783
-0.152353403330291,1.01141192983688,-0.0766559509046973,-1.16679053126531,1.67039328401565,-0.413275691953986,-1.46636116342543,-1.64202911552593,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.154686151203714,-1.41597670177164,-0.0766559509046973,0.762901501211937,0.607415739642055,0.697402730172351,0.913017328170553,0.497584580462402,0.801660027086368,0.601985256244783
-0.154471983401281,-1.41597670177164,-1.17539124720536,0.762901501211937,0.607415739642055,0.697402730172351,0.913017328170553,0.497584580462402,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.152217931349164,-0.202282385967376,1.02207934539596,-0.201944515026689,0.607415739642055,1.80808115229869,-0.27667191762744,1.56739142845657,0.801660027086368,-1.01585011991307
-0.153277899309441,-1.41597670177164,-1.17539124720536,0.762901501211937,0.607415739642055,1.80808115229869,0.913017328170553,0.497584580462402,0.801660027086368,-1.01585011991307
-0.151712159666859,-0.202282385967376,-0.0766559509046973,-1.16679053126531,1.67039328401565,1.80808115229869,-0.27667191762744,-0.572222267531762,-2.19585137854092,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.153212245914205,1.01141192983688,-1.17539124720536,-1.16679053126531,0.607415739642055,0.697402730172351,0.913017328170553,-1.64202911552593,-0.697095675727276,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.153609579470635,-1.41597670177164,-2.27412654350602,0.762901501211937,0.607415739642055,0.697402730172351,0.913017328170553,0.497584580462402,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.153937610422099,-0.202282385967376,-1.17539124720536,-0.201944515026689,-0.455561804731541,-0.413275691953986,-0.27667191762744,-0.572222267531762,0.801660027086368,0.601985256244783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.152795341362285,-0.202282385967376,-0.0766559509046973,1.72774751745056,1.67039328401565,-0.413275691953986,-0.27667191762744,-0.572222267531762,-0.697095675727276,-1.01585011991307
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
