"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22f_num"
0.313186599704116,0.914659120760047,0.354245954216038,0.612372435695794,0.0588167458645575,-0.0491250750789073
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.08203326150637,-1.67687505472675,-2.65684465662029,1.83711730708738,0.999884679697477,-0.884251351420334
NA,NA,NA,NA,NA,NA
-2.06160985566884,-0.381107966983353,0.354245954216038,-0.612372435695794,-1.82331912180128,0.78600120126252
NA,-1.67687505472675,0.354245954216038,0.612372435695794,-1.82331912180128,0.78600120126252
-1.55704039510324,-1.67687505472675,0.354245954216038,-1.83711730708738,0.0588167458645575,0.78600120126252
-1.48889678634651,-0.381107966983353,0.354245954216038,-0.612372435695794,-0.882251187968362,-0.0491250750789073
NA,NA,NA,NA,NA,NA
0.66496217382129,0.914659120760047,0.354245954216038,-0.612372435695794,0.0588167458645575,-0.0491250750789073
0.339255900124734,0.914659120760047,0.354245954216038,-0.612372435695794,0.999884679697477,-1.71937762776176
-0.377319245023021,-0.381107966983353,0.354245954216038,-0.612372435695794,0.999884679697477,0.78600120126252
0.630121590661744,-0.381107966983353,0.354245954216038,-0.612372435695794,-0.882251187968362,-1.71937762776176
-0.535592340596846,0.914659120760047,0.354245954216038,-0.612372435695794,0.999884679697477,0.78600120126252
1.12173101962225,0.914659120760047,0.354245954216038,NA,NA,0.78600120126252
0.677964841377441,0.914659120760047,0.354245954216038,0.612372435695794,0.0588167458645575,0.78600120126252
0.958418891850757,0.914659120760047,0.354245954216038,0.612372435695794,0.999884679697477,-0.884251351420334
0.471122363639527,-0.381107966983353,-2.65684465662029,0.612372435695794,-0.882251187968362,-1.71937762776176
0.414357340984445,0.914659120760047,0.354245954216038,1.83711730708738,0.999884679697477,0.78600120126252
-0.652695360554215,-0.381107966983353,0.354245954216038,-0.612372435695794,0.0588167458645575,0.78600120126252
