"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q19_num"
1.19229898946255,0.459055233405604,-1.52557561345905,-0.737209780774486,1.21138264667555,1,0.616244008200984,-0.0384862996425372,0.640869944461656,0.370006434950477,-0.437797517885457,-0.758287544405155,0.33967151834786,0.703063471966817,-0.272915295688405
1.36218064895881,0.459055233405604,0.628178193777255,0.958372715006831,0.173054663810793,0,-1.71899644392906,0.885184891778358,0.640869944461656,0.370006434950477,0.875595035770913,-0.758287544405155,1.50425958125481,0.703063471966817,-0.272915295688405
1.70123492445094,0.459055233405604,-1.52557561345905,-2.4327922765558,2.24971062954031,1,-1.71899644392906,-0.0384862996425372,0.640869944461656,0.370006434950477,-0.437797517885457,-0.758287544405155,0.33967151834786,-0.502188194262012,-0.272915295688405
0.451336576884456,0.459055233405604,0.628178193777255,0.958372715006831,1.21138264667555,1,0.616244008200984,0.885184891778358,0.640869944461656,0.370006434950477,-0.437797517885457,1.66823259769134,0.33967151834786,0.703063471966817,-0.272915295688405
1.28496838955164,-1.45367490578441,-1.52557561345905,-0.737209780774486,0.173054663810793,1,-1.71899644392906,0.885184891778358,0.640869944461656,0.370006434950477,-0.437797517885457,-1.9715476154534,-1.98950460746604,-1.70743986049084,-0.272915295688405
-1.28743649165148,0.459055233405604,0.628178193777255,-0.737209780774486,-0.865273319053966,-1,0.616244008200984,-0.0384862996425372,0.640869944461656,0.370006434950477,-0.437797517885457,0.454972526643093,0.33967151834786,0.703063471966817,-0.272915295688405
1.7472450370869,-1.45367490578441,0.628178193777255,-0.737209780774486,-0.865273319053966,-1,0.616244008200984,-0.0384862996425372,0.640869944461656,-2.59004504465334,-1.75119007154183,-0.758287544405155,-0.824916544559088,-1.70743986049084,-0.272915295688405
0.433801649698859,-1.45367490578441,-1.52557561345905,-0.737209780774486,-0.865273319053966,-1,0.616244008200984,0.885184891778358,0.640869944461656,-1.11001930485143,-0.437797517885457,0.454972526643093,-0.824916544559088,-0.502188194262012,-0.272915295688405
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.61540552751989,0.459055233405604,0.628178193777255,0.958372715006831,0.173054663810793,-1,-0.940582959885713,-0.962157491063433,-0.640869944461656,0.370006434950477,0.875595035770913,0.454972526643093,0.33967151834786,-0.502188194262012,2.0013788350483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
