"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23f_num"
0.0095872124019245,-1.34237017339496,0.457902926669734,-0.0580845862797767,0.0822885023345793
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.719641736393561,-0.0497174138294427,0.457902926669734,1.45211465699442,0.0822885023345793
0.651858310023299,1.24293534573607,-1.62347401273815,-1.56828382955398,0.0822885023345793
NA,NA,NA,NA,NA
0.516048938731092,-0.0497174138294427,-0.582785543034207,-0.0580845862797767,-2.05721255836448
-1.48840053175989,1.24293534573607,0.457902926669734,-0.0580845862797767,-0.98746202801495
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.335810437767241,-0.0497174138294427,-0.582785543034207,-0.0580845862797767,0.0822885023345793
NA,NA,NA,NA,NA
1.12832385072973,1.24293534573607,-0.582785543034207,1.45211465699442,1.15203903268411
-0.26161591859235,-1.34237017339496,-0.582785543034207,-1.56828382955398,-0.98746202801495
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
2.56305658102628,-1.34237017339496,NA,1.45211465699442,1.15203903268411
-0.922118332942191,-1.34237017339496,1.49859139637367,-1.56828382955398,-0.98746202801495
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.45252309681863,-1.34237017339496,1.49859139637367,1.45211465699442,0.0822885023345793
-1.70264789568955,1.24293534573607,-0.582785543034207,-1.56828382955398,0.0822885023345793
0.669604539414032,1.24293534573607,0.457902926669734,-0.0580845862797767,1.15203903268411
1.22509204401293,-0.0497174138294427,-0.582785543034207,1.45211465699442,-0.98746202801495
-0.322112231267149,-0.0497174138294427,1.49859139637367,-0.0580845862797767,1.15203903268411
-0.82122208370174,-0.0497174138294427,0.457902926669734,-0.0580845862797767,1.15203903268411
NA,NA,NA,NA,NA
0.258146031668043,1.24293534573607,-1.62347401273815,-1.56828382955398,0.0822885023345793
-1.67134121377146,-1.34237017339496,1.49859139637367,-0.0580845862797767,-0.98746202801495
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.46058493566824,1.24293534573607,0.457902926669734,1.45211465699442,1.15203903268411
-0.212656055912132,-0.0497174138294427,0.457902926669734,-0.0580845862797767,1.15203903268411
0.925239710045079,1.24293534573607,-0.582785543034207,-0.0580845862797767,0.0822885023345793
0.0274370444993483,-0.0497174138294427,-1.62347401273815,-0.0580845862797767,0.0822885023345793
NA,NA,NA,NA,NA
-0.736338856716396,-0.0497174138294427,0.457902926669734,-0.0580845862797767,0.0822885023345793
0.101117022793839,-0.0497174138294427,-1.62347401273815,-0.0580845862797767,1.15203903268411
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.644711321038523,-1.34237017339496,0.457902926669734,-0.0580845862797767,-2.05721255836448
0.0834226158224764,-0.0497174138294427,0.457902926669734,-0.0580845862797767,-0.98746202801495
