"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q23i_num"
-0.129119883491648,-0.960927766995092,0.0728859876164153,0.103362278824341,-0.673465573050457
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.553966490694085,0.174714139453653,1.02040382662981,0.103362278824341,-0.673465573050457
0.57365704854712,-0.960927766995092,1.02040382662981,0.103362278824341,-0.673465573050457
NA,NA,NA,NA,NA
1.10014457608249,-0.960927766995092,-0.874631851396982,0.103362278824341,1.07754491688073
-0.886727591361532,1.3103560459024,1.02040382662981,0.103362278824341,-0.673465573050457
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.8033483972008,-0.960927766995092,-0.874631851396982,0.103362278824341,1.07754491688073
NA,NA,NA,NA,NA
0.460872250961178,1.3103560459024,1.02040382662981,1.44707190354077,-0.673465573050457
0.690767337122559,-0.960927766995092,0.0728859876164153,0.103362278824341,1.07754491688073
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.05341580900082,-0.960927766995092,-1.82214969041038,1.44707190354077,1.07754491688073
0.00965366537534563,-0.960927766995092,1.02040382662981,0.103362278824341,1.07754491688073
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.35094353486491,0.174714139453653,1.02040382662981,0.103362278824341,-0.673465573050457
-1.29048176952027,1.3103560459024,0.0728859876164153,-1.24034734589208,-0.673465573050457
1.34052828548256,1.3103560459024,-0.874631851396982,1.44707190354077,1.07754491688073
-0.0396592672710915,1.3103560459024,-0.874631851396982,0.103362278824341,-0.673465573050457
0.0389215698961084,1.3103560459024,1.02040382662981,0.103362278824341,1.07754491688073
-1.88845480164176,1.3103560459024,0.0728859876164153,1.44707190354077,1.07754491688073
NA,NA,NA,NA,NA
-0.547886754082721,0.174714139453653,-1.82214969041038,0.103362278824341,-0.673465573050457
-0.847896326310695,-0.960927766995092,0.0728859876164153,-1.24034734589208,-2.42447606298164
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.394761620460669,0.174714139453653,1.02040382662981,0.103362278824341,-0.673465573050457
0.197645867291304,1.3103560459024,-1.82214969041038,1.44707190354077,1.07754491688073
-0.78838562802932,0.174714139453653,0.0728859876164153,-1.24034734589208,-0.673465573050457
-0.288987861600227,-0.960927766995092,1.02040382662981,-2.58405697060851,-0.673465573050457
NA,NA,NA,NA,NA
1.18701605327329,-0.960927766995092,-0.874631851396982,0.103362278824341,-0.673465573050457
0.00262583496783397,0.174714139453653,1.02040382662981,0.103362278824341,-0.673465573050457
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.71502557199106,-0.960927766995092,0.0728859876164153,-1.24034734589208,1.07754491688073
1.47417716519723,-0.960927766995092,-0.874631851396982,-1.24034734589208,1.07754491688073
