"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.881906987871995,-0.540061724867322,0.105409255338946,0,0.333333333333333,0.105409255338946,-0.666666666666667,-0.843274042711568,-0.471404520791032,-0.228664780190012,-0.353553390593274,-0.353553390593274
1.57321556652805,-0.540061724867322,-1.79195734076208,-1.15470053837925,-1.16666666666667,-0.843274042711568,-0.666666666666667,-0.843274042711568,-1.88561808316413,-2.28664780190012,-0.353553390593274,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.919399218308482,-1.26014402469042,-0.843274042711568,-1.15470053837925,-1.16666666666667,-1.79195734076208,-0.666666666666667,-0.843274042711568,-0.471404520791032,0.800326730665041,-0.353553390593274,-0.353553390593274
0.319537856528942,-1.26014402469042,0.105409255338946,-1.15470053837925,-0.416666666666667,0.105409255338946,1.33333333333333,1.05409255338946,-0.471404520791032,-0.228664780190012,-0.353553390593274,-0.353553390593274
-1.01539084509321,0.90010287477887,1.05409255338946,1.15470053837925,1.08333333333333,1.05409255338946,1.33333333333333,1.05409255338946,0.942809041582063,0.800326730665041,-0.353553390593274,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.52312267753392,0.90010287477887,-0.843274042711568,0,0.333333333333333,0.105409255338946,-0.666666666666667,-0.843274042711568,0.942809041582063,-0.228664780190012,2.47487373415292,2.47487373415292
-0.432142206299092,0.90010287477887,1.05409255338946,1.15470053837925,1.08333333333333,1.05409255338946,1.33333333333333,1.05409255338946,0.942809041582063,0.800326730665041,-0.353553390593274,-0.353553390593274
-0.345753054896315,0.90010287477887,1.05409255338946,1.15470053837925,1.08333333333333,1.05409255338946,-0.666666666666667,1.05409255338946,-0.471404520791032,0.800326730665041,-0.353553390593274,-0.353553390593274
-0.377650845414932,NA,0.105409255338946,0,-1.16666666666667,-0.843274042711568,-0.666666666666667,-0.843274042711568,0.942809041582063,-0.228664780190012,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
