"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.73678210383608,0.809173593712687,0.67700320038633,-0.924994580125761,-0.803449400801685,0.661107356684931,0.462789860334753,0,-0.105091277976944,-0.67700320038633,-0.552770798392567
-1.35990223311848,-1.13284303119776,0.67700320038633,-0.924994580125761,1.23607600123336,0.661107356684931,0.462789860334753,0,-0.105091277976944,-0.67700320038633,1.6583123951777
-0.392738553621806,-1.13284303119776,0.67700320038633,-0.924994580125761,-0.123607600123336,-2.24776501272877,0.462789860334753,1.6583123951777,1.15600405774638,1.35400640077266,1.6583123951777
2.0265763413706,-1.13284303119776,-1.35400640077266,1.61874051522008,-0.803449400801685,0.661107356684931,0.462789860334753,0,-0.105091277976944,-0.67700320038633,-0.552770798392567
-1.63181209651477,-1.13284303119776,0.67700320038633,0.34687296754716,1.23607600123336,-0.793328828021918,-0.647905804468655,-1.6583123951777,-0.105091277976944,-0.67700320038633,-0.552770798392567
-0.130590169854793,-1.13284303119776,0.67700320038633,0.34687296754716,-0.803449400801685,0.661107356684931,-1.75860146927206,-1.6583123951777,-0.105091277976944,1.35400640077266,-0.552770798392567
0.110914984601381,0.809173593712687,0.67700320038633,-0.924994580125761,1.23607600123336,0.661107356684931,-0.647905804468655,0,-2.6272819494236,-0.67700320038633,-0.552770798392567
-0.749393479842036,0.809173593712687,0.67700320038633,NA,NA,NA,0.462789860334753,0,1.15600405774638,1.35400640077266,1.6583123951777
0.892434963245077,0.809173593712687,0.67700320038633,1.61874051522008,-0.803449400801685,-0.793328828021918,0.462789860334753,1.6583123951777,-0.105091277976944,-0.67700320038633,-0.552770798392567
0.519145438688362,0.809173593712687,-1.35400640077266,-0.924994580125761,-0.803449400801685,0.661107356684931,1.57348552513816,0,-0.105091277976944,-0.67700320038633,-0.552770798392567
0.104669156555558,0.809173593712687,-1.35400640077266,0.34687296754716,-0.803449400801685,0.661107356684931,0.462789860334753,0,1.15600405774638,1.35400640077266,-0.552770798392567
-0.12608645534519,0.809173593712687,-1.35400640077266,0.34687296754716,1.23607600123336,-0.793328828021918,-1.75860146927206,0,-0.105091277976944,-0.67700320038633,-0.552770798392567
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
