"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
0.643930799263175,0.67700320038633,-1.78018190616791,-0.924994580125761,-0.803449400801685,1.20659949980977,-0.88894875277345,-0.647905804468655,0.583874208121143,0,-0.552770798392567
-1.55863260725008,0.67700320038633,0.161834718742537,-0.924994580125761,1.23607600123336,-1.20659949980977,-1.95568725610159,-1.75860146927206,NA,0,1.6583123951777
-0.706066526346028,0.67700320038633,0.161834718742537,-0.924994580125761,-0.123607600123336,1.20659949980977,0.17778975055469,-0.647905804468655,-1.55699788832305,0,1.6583123951777
2.33545075818092,-1.35400640077266,0.161834718742537,1.61874051522008,-0.803449400801685,-0.402199833269922,0.17778975055469,0.462789860334753,0.583874208121143,1.35400640077266,-0.552770798392567
-0.147517813967011,0.67700320038633,0.161834718742537,0.34687296754716,1.23607600123336,-1.20659949980977,0.17778975055469,0.462789860334753,0.583874208121143,0,-0.552770798392567
-0.478154108435815,0.67700320038633,0.161834718742537,0.34687296754716,-0.803449400801685,-1.20659949980977,-0.88894875277345,0.462789860334753,0.583874208121143,-2.70801280154532,-0.552770798392567
-0.769739975841842,0.67700320038633,2.10385134365299,-0.924994580125761,1.23607600123336,-1.20659949980977,-0.88894875277345,-1.75860146927206,-1.55699788832305,0,-0.552770798392567
-0.195446277690399,0.67700320038633,0.161834718742537,NA,NA,1.20659949980977,1.24452825388283,1.57348552513816,0.583874208121143,1.35400640077266,1.6583123951777
-0.298010198064989,0.67700320038633,0.161834718742537,1.61874051522008,-0.803449400801685,0.402199833269922,1.24452825388283,0.462789860334753,0.583874208121143,0,-0.552770798392567
0.237543059347017,-1.35400640077266,-1.78018190616791,-0.924994580125761,-0.803449400801685,0.402199833269922,0.17778975055469,0.462789860334753,-1.55699788832305,0,-0.552770798392567
1.07584875651568,-1.35400640077266,0.161834718742537,0.34687296754716,-0.803449400801685,0.402199833269922,1.24452825388283,0.462789860334753,0.583874208121143,0,-0.552770798392567
-0.139205865710631,-1.35400640077266,0.161834718742537,0.34687296754716,1.23607600123336,0.402199833269922,0.17778975055469,0.462789860334753,0.583874208121143,0,-0.552770798392567
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
