"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q23f_num"
1.56450921383922,-1.10845603604123,1.57209560264417,1.82371553755346
-1.04901952216489,0.927483621993685,-0.694646894191611,0.508943870945151
NA,NA,NA,NA
NA,NA,NA,NA
1.24640317825135,-1.10845603604123,1.57209560264417,1.82371553755346
-1.35076097581175,-1.10845603604123,-0.694646894191611,-0.805827795663156
0.393706195673164,0.248837069315379,-0.694646894191611,1.82371553755346
1.4282548332422,-1.10845603604123,-0.694646894191611,0.508943870945151
NA,NA,NA,NA
0.852279272717795,0.927483621993685,0.438724354226281,0.508943870945151
-1.03486202515369,0.248837069315379,1.57209560264417,-2.12059946227146
0.655146539882847,0.927483621993685,1.57209560264417,0.508943870945151
1.41507797585305,-1.10845603604123,0.438724354226281,0.508943870945151
1.25213678576846,-1.10845603604123,1.57209560264417,0.508943870945151
-1.33090276131693,0.927483621993685,-0.694646894191611,0.508943870945151
0.661697820230892,-1.10845603604123,-0.694646894191611,-0.805827795663156
-1.74647874362123,0.927483621993685,-1.8280181426095,0.508943870945151
-0.754474029328031,-1.10845603604123,0.438724354226281,-0.805827795663156
-0.585456162590108,0.927483621993685,-0.694646894191611,-0.805827795663156
-1.25926619677284,NA,0.438724354226281,-0.805827795663156
0.113291013140196,0.927483621993685,0.438724354226281,-0.805827795663156
NA,NA,NA,NA
0.693113300932499,-1.10845603604123,-0.694646894191611,-0.805827795663156
-0.081610286933,0.927483621993685,0.438724354226281,-0.805827795663156
NA,NA,NA,NA
0.323291830911517,-1.10845603604123,0.438724354226281,-0.805827795663156
0.142692401285777,0.927483621993685,-0.694646894191611,-0.805827795663156
-0.500991538694718,0.927483621993685,-1.8280181426095,0.508943870945151
-0.524590674805396,0.927483621993685,-0.694646894191611,0.508943870945151
0.671837055406082,-1.10845603604123,-0.694646894191611,-0.805827795663156
-1.62529242291426,0.927483621993685,-0.694646894191611,0.508943870945151
0.0523669319910096,-1.10845603604123,1.57209560264417,0.508943870945151
0.715747577476078,0.927483621993685,-0.694646894191611,0.508943870945151
0.668796568741301,-1.10845603604123,0.438724354226281,0.508943870945151
0.394473817341163,0.927483621993685,0.438724354226281,0.508943870945151
-1.40111697257775,0.927483621993685,-0.694646894191611,-2.12059946227146
