"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q23e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.490195629768527,-0.454446629573193,-0.0728509613514631,-1.9586371644551,-0.409447260124585,-0.333848930444795
1.02557707549314,-0.454446629573193,-1.52987018838073,-0.255474412755014,-0.409447260124585,-0.333848930444795
-1.05259907946797,-0.454446629573193,-0.0728509613514631,-0.255474412755014,2.32020114070598,-0.333848930444795
-1.01267351106977,-0.454446629573193,-0.0728509613514631,-0.255474412755014,2.32020114070598,-0.333848930444795
NA,NA,NA,NA,NA,NA
0.849785390374175,1.36333988871958,-0.0728509613514631,1.44768833894508,-0.409447260124585,-0.333848930444795
0.469307126991189,1.36333988871958,-1.52987018838073,1.44768833894508,2.32020114070598,2.83771590878075
1.48221239790546,1.36333988871958,-1.52987018838073,1.44768833894508,-0.409447260124585,2.83771590878075
-1.32610042021466,-2.27223314786596,1.3841682656778,-0.255474412755014,-0.409447260124585,-0.333848930444795
-0.619527220029016,-0.454446629573193,1.3841682656778,-0.255474412755014,-0.409447260124585,-0.333848930444795
-0.213806874329392,1.36333988871958,1.3841682656778,-0.255474412755014,-0.409447260124585,-0.333848930444795
1.8570899812547,1.36333988871958,-0.0728509613514631,-0.255474412755014,-0.409447260124585,-0.333848930444795
-0.672284653826539,1.36333988871958,-0.0728509613514631,-0.255474412755014,-0.409447260124585,-0.333848930444795
NA,NA,NA,NA,NA,NA
-0.103591901273472,-0.454446629573193,1.3841682656778,1.44768833894508,-0.409447260124585,-0.333848930444795
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.431757298584573,-0.454446629573193,-0.0728509613514631,-0.255474412755014,-0.409447260124585,-0.333848930444795
NA,NA,NA,NA,NA,NA
-0.183282623864709,-0.454446629573193,-0.0728509613514631,-1.9586371644551,-0.409447260124585,-0.333848930444795
1.31175788301919,-0.454446629573193,-0.0728509613514631,-0.255474412755014,-0.409447260124585,-0.333848930444795
1.27176814893893,-0.454446629573193,-0.0728509613514631,-0.255474412755014,-0.409447260124585,-0.333848930444795
0.280704199692114,-0.454446629573193,-1.52987018838073,-0.255474412755014,-0.409447260124585,-0.333848930444795
-0.701284979592307,-0.454446629573193,-0.0728509613514631,-0.255474412755014,-0.409447260124585,-0.333848930444795
-1.79009296333228,NA,NA,NA,NA,NA
0.048994951684288,-0.454446629573193,1.3841682656778,1.44768833894508,-0.409447260124585,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
