"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q23i_num"
0.0231504362894735,0.354144123487414,-0.793328828021918
-1.29782365039392,0.354144123487414,-0.793328828021918
1.80651897007434,0.354144123487414,0.925550299358904
0.621746112395869,0.354144123487414,0.925550299358904
-1.22204157656828,0.354144123487414,-0.793328828021918
1.24386410924205,0.354144123487414,0.925550299358904
-1.22284255747292,0.354144123487414,0.925550299358904
0.0633744967005459,0.354144123487414,-0.793328828021918
1.42571904500051,0.354144123487414,0.925550299358904
0.62565216791803,0.354144123487414,0.925550299358904
-0.488665604967349,0.354144123487414,-0.793328828021918
0.699264608060843,0.354144123487414,0.925550299358904
2.18861655971172,-2.71510494673684,-0.793328828021918
-0.138901493489098,0.354144123487414,-0.793328828021918
-0.497667144426797,0.354144123487414,0.925550299358904
NA,NA,NA
-1.0979413493956,0.354144123487414,-0.793328828021918
-1.41910258877652,0.354144123487414,-0.793328828021918
-1.16418040236366,0.354144123487414,-0.793328828021918
-0.659093576167318,0.354144123487414,0.925550299358904
0.0828134083033434,-2.71510494673684,-2.51220795540274
-0.631694998252408,0.354144123487414,-0.793328828021918
NA,NA,NA
0.662685266323415,-2.71510494673684,0.925550299358904
0.0856216018557096,0.354144123487414,0.925550299358904
NA,NA,NA
-0.638118011912725,0.354144123487414,0.925550299358904
NA,NA,NA
0.160485038074622,0.354144123487414,0.925550299358904
0.788561134236131,0.354144123487414,-0.793328828021918
