"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q20_num"
-1.08591689073022,0.434613493680176,0.160632351329295,0.235702260395516,-2.71639900040693,3.75
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.595686114574832,0.434613493680176,NA,0.235702260395516,-1.06715675015986,NA
0.630825319231895,0.434613493680176,1.87404409884177,0.235702260395516,0.582085500087199,-0.25
NA,NA,NA,NA,NA,NA
-0.641103011179067,-2.17306746840088,-0.696073522426944,0.235702260395516,NA,-0.25
-0.393217511282147,0.434613493680176,-0.696073522426944,0.235702260395516,0.582085500087199,-0.25
-1.79308199334684,-2.17306746840088,-0.696073522426944,0.235702260395516,-1.06715675015986,-0.25
-0.290891760514726,-2.17306746840088,NA,0.235702260395516,0.582085500087199,NA
-0.300927532710551,0.434613493680176,-0.696073522426944,0.235702260395516,0.582085500087199,-0.25
0.679419635236107,NA,NA,NA,NA,NA
1.00136058017521,0.434613493680176,0.160632351329295,0.235702260395516,0.582085500087199,-0.25
1.37643042922646,0.434613493680176,-0.696073522426944,0.235702260395516,0.582085500087199,-0.25
-1.59256055726173,0.434613493680176,-0.696073522426944,0.235702260395516,-1.06715675015986,-0.25
-0.0513040639240414,0.434613493680176,-0.696073522426944,0.235702260395516,0.582085500087199,-0.25
1.88381334078845,0.434613493680176,0.160632351329295,0.235702260395516,0.582085500087199,-0.25
1.08138867137444,0.434613493680176,1.87404409884177,-4.00693842672377,0.582085500087199,-0.25
-0.000133517344597298,0.434613493680176,1.87404409884177,0.235702260395516,-1.06715675015986,-0.25
-0.450154265305725,0.434613493680176,0.160632351329295,0.235702260395516,0.582085500087199,-0.25
0.541739242141919,0.434613493680176,-0.696073522426944,0.235702260395516,0.582085500087199,-0.25
NA,0.434613493680176,-0.696073522426944,0.235702260395516,0.582085500087199,-0.25
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
