"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
0.697852118739915,0.968245836551854,-0.295803989154981,0.659153061603062,0.326808502747946,0.605679639815436,0.25,-1.0978875820671,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
2.33733259587299,0.968245836551854,1.18321595661992,-0.439435374402041,1.19829784340914,0.605679639815436,0.25,-1.0978875820671,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
-1.31514638648298,-1.61374306091976,NA,NA,-1.41617017857443,0.605679639815436,-1.75,0.853912563829966,1.08333333333333,1.24427259300938,0.612372435695794,2.2848183159372
-1.50818300395164,-0.322748612183951,-0.295803989154981,-0.439435374402041,0.326808502747946,-2.62461177253356,-1.75,-1.0978875820671,1.08333333333333,0.07319250547114,-3.06186217847897,0.695379487459148
0.556801860482851,-0.322748612183951,1.18321595661992,1.75774149760816,1.19829784340914,0.605679639815436,1.25,0.853912563829966,-0.25,0.07319250547114,-0.612372435695794,0.695379487459148
-0.904551985426716,NA,-1.77482393492989,-0.439435374402041,-0.544680837913244,0.605679639815436,-0.75,0.853912563829966,-0.25,-1.0978875820671,-0.612372435695794,0.695379487459148
0.329301035832768,-1.61374306091976,-0.295803989154981,-1.53802381040714,-1.41617017857443,0.605679639815436,1.25,0.853912563829966,-2.91666666666667,-2.26896766960534,-0.612372435695794,0.695379487459148
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0873353541514796,0.968245836551854,-0.295803989154981,-1.53802381040714,1.19829784340914,-1.00946606635906,-0.75,0.853912563829966,-0.25,-1.0978875820671,0.612372435695794,0.695379487459148
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.990647844595206,-0.322748612183951,-0.295803989154981,0.659153061603062,-0.544680837913244,0.605679639815436,0.25,-1.0978875820671,1.08333333333333,1.24427259300938,-0.612372435695794,0.695379487459148
-0.538154284694682,0.968245836551854,NA,NA,NA,NA,1.25,0.853912563829966,1.08333333333333,1.24427259300938,0.612372435695794,NA
-0.0643341346026754,-0.322748612183951,-0.295803989154981,-0.439435374402041,1.19829784340914,0.605679639815436,-0.75,0.853912563829966,-0.25,0.07319250547114,0.612372435695794,0.695379487459148
0.103302563222491,0.968245836551854,-0.295803989154981,0.659153061603062,-0.544680837913244,-1.00946606635906,0.25,-1.0978875820671,-0.25,0.07319250547114,-0.612372435695794,-0.894059341018905
-0.169838929477872,0.968245836551854,1.18321595661992,0.659153061603062,-0.544680837913244,-1.00946606635906,0.25,0.853912563829966,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
0.177588065913675,-0.322748612183951,1.18321595661992,0.659153061603062,1.19829784340914,0.605679639815436,1.25,0.853912563829966,1.08333333333333,1.24427259300938,0.612372435695794,-0.894059341018905
-0.90529456347615,-1.61374306091976,-1.77482393492989,-1.53802381040714,-1.41617017857443,-1.00946606635906,NA,NA,NA,NA,NA,-0.894059341018905
0.596898925659703,-0.322748612183951,-0.295803989154981,0.659153061603062,0.326808502747946,0.605679639815436,-0.75,-1.0978875820671,-0.25,-1.0978875820671,0.612372435695794,-0.894059341018905
1.50973861283205,0.968245836551854,1.18321595661992,0.659153061603062,-0.544680837913244,0.605679639815436,0.25,-1.0978875820671,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
