"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
0.6221162312779,0.968245836551854,0.449223554371097,-0.295803989154981,-0.964836302648844,0.326808502747946,-0.913907693767414,-1.91260673326459,-0.968245836551854,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
1.80918222264675,0.968245836551854,0.449223554371097,1.18321595661992,1.0251385715644,1.19829784340914,-0.913907693767414,-0.850047437006483,-0.968245836551854,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
-1.14281774114423,-1.61374306091976,NA,NA,NA,-1.41617017857443,-0.913907693767414,1.27507115550972,0.968245836551854,1.08333333333333,1.24427259300938,0.612372435695794,2.2848183159372
-1.01957587812005,-0.322748612183951,0.449223554371097,-0.295803989154981,NA,0.326808502747946,0.130558241966773,-0.850047437006483,-0.968245836551854,1.08333333333333,0.07319250547114,-3.06186217847897,0.695379487459148
-0.473700399593219,-0.322748612183951,0.449223554371097,1.18321595661992,-0.964836302648844,1.19829784340914,1.17502417770096,1.27507115550972,0.968245836551854,-0.25,0.07319250547114,-0.612372435695794,0.695379487459148
-0.916621710991162,NA,NA,-1.77482393492989,NA,-0.544680837913244,1.17502417770096,0.212511859251621,0.968245836551854,-0.25,-1.0978875820671,-0.612372435695794,0.695379487459148
-0.0916693169714463,-1.61374306091976,-1.23536477452052,-0.295803989154981,-0.964836302648844,-1.41617017857443,1.17502417770096,1.27507115550972,0.968245836551854,-2.91666666666667,-2.26896766960534,-0.612372435695794,0.695379487459148
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.558196441728668,0.968245836551854,0.449223554371097,-0.295803989154981,1.0251385715644,1.19829784340914,0.130558241966773,-0.850047437006483,0.968245836551854,-0.25,-1.0978875820671,0.612372435695794,0.695379487459148
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.1776585204134,-0.322748612183951,0.449223554371097,-0.295803989154981,1.0251385715644,-0.544680837913244,0.130558241966773,0.212511859251621,-0.968245836551854,1.08333333333333,1.24427259300938,-0.612372435695794,0.695379487459148
-0.788321256188791,0.968245836551854,0.449223554371097,NA,NA,NA,1.17502417770096,NA,0.968245836551854,1.08333333333333,1.24427259300938,0.612372435695794,NA
-0.576620674958356,-0.322748612183951,0.449223554371097,-0.295803989154981,-0.964836302648844,1.19829784340914,-1.9583736295016,-0.850047437006483,0.968245836551854,-0.25,0.07319250547114,0.612372435695794,0.695379487459148
0.498355873475958,0.968245836551854,0.449223554371097,-0.295803989154981,-0.964836302648844,-0.544680837913244,0.130558241966773,0.212511859251621,-0.968245836551854,-0.25,0.07319250547114,-0.612372435695794,-0.894059341018905
1.25233307079155,0.968245836551854,0.449223554371097,1.18321595661992,1.0251385715644,-0.544680837913244,-0.913907693767414,0.212511859251621,-0.968245836551854,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
0.487061120280468,-0.322748612183951,-1.23536477452052,1.18321595661992,-0.301511344577764,1.19829784340914,1.17502417770096,1.27507115550972,0.968245836551854,1.08333333333333,1.24427259300938,0.612372435695794,-0.894059341018905
-1.27459931372627,-1.61374306091976,-2.91995310341213,-1.77482393492989,NA,-1.41617017857443,NA,NA,NA,NA,NA,NA,-0.894059341018905
0.900141779357224,-0.322748612183951,0.449223554371097,-0.295803989154981,NA,0.326808502747946,-0.913907693767414,0.212511859251621,-0.968245836551854,-0.25,-1.0978875820671,0.612372435695794,-0.894059341018905
1.3341980725484,0.968245836551854,0.449223554371097,1.18321595661992,1.0251385715644,-0.544680837913244,0.130558241966773,-0.850047437006483,-0.968245836551854,-0.25,0.07319250547114,0.612372435695794,-0.894059341018905
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
