"PROFICIENCIA_LP_SAEB","TX_RESP_Q22c_num","TX_RESP_Q19_num"
0.482917551563671,-1.80914108566809,-0.425467003230412
0.249258168562446,-0.717675802579076,-0.425467003230412
-0.298900990409765,-0.717675802579076,-0.425467003230412
0.0455945783223854,-0.717675802579076,-0.425467003230412
-0.8232586215148,0.373789480509936,-0.425467003230412
0.813377170873076,-0.717675802579076,-0.425467003230412
0.00623151241616617,-0.717675802579076,-0.425467003230412
0.248470453816861,0.373789480509936,NA
NA,NA,NA
-0.350318600031907,0.373789480509936,NA
0.343975168754266,1.46525476359895,-0.425467003230412
0.870607407263941,0.373789480509936,-0.425467003230412
-0.935347154611273,1.46525476359895,-0.425467003230412
-0.235103586205353,0.373789480509936,-0.425467003230412
-2.04565051681414,0.373789480509936,1.66913978190392
-0.897823903755667,NA,1.66913978190392
0.585624453648235,-0.717675802579076,-0.425467003230412
0.896637055176639,-1.80914108566809,-0.425467003230412
-1.90383720322372,1.46525476359895,1.66913978190392
NA,NA,NA
-2.05295557857933,-0.717675802579076,-0.425467003230412
-0.0293014770413118,-0.717675802579076,-0.425467003230412
-0.346271649510403,-1.80914108566809,-0.425467003230412
NA,NA,NA
NA,NA,-0.425467003230412
-0.136750089755665,1.46525476359895,1.66913978190392
0.394169186906434,-0.717675802579076,-0.425467003230412
0.000167733422622753,1.46525476359895,-0.425467003230412
-0.267707008558445,0.373789480509936,-0.425467003230412
0.291399230693306,0.373789480509936,-0.425467003230412
NA,NA,NA
-2.28954563313624,1.46525476359895,3.76374656703826
NA,NA,NA
-1.01077758367407,-0.717675802579076,NA
-2.33440936852226,-0.717675802579076,-0.425467003230412
NA,NA,NA
0.996242919072807,-0.717675802579076,NA
-0.771532347876691,1.46525476359895,NA
0.129395463032831,-0.717675802579076,-0.425467003230412
0.485740890534268,1.46525476359895,-0.425467003230412
0.401217574190326,-0.717675802579076,NA
-0.0615641661289744,1.46525476359895,-0.425467003230412
0.15415947000256,1.46525476359895,-0.425467003230412
1.81731610999701,-0.717675802579076,-0.425467003230412
-0.299957528600913,1.46525476359895,-0.425467003230412
-1.57487887460209,-0.717675802579076,-0.425467003230412
NA,NA,NA
0.613666492146856,0.373789480509936,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.0144767084216862,-0.717675802579076,-0.425467003230412
-0.129708309098621,1.46525476359895,-0.425467003230412
0.299045045804865,-0.717675802579076,1.66913978190392
NA,NA,NA
NA,NA,NA
0.724842306691915,-0.717675802579076,NA
NA,NA,NA
NA,NA,NA
-1.76519131538509,1.46525476359895,3.76374656703826
-0.380910716169442,0.373789480509936,1.66913978190392
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-1.36104485423418,1.46525476359895,-0.425467003230412
-0.780097528328373,0.373789480509936,1.66913978190392
0.83022983255864,0.373789480509936,-0.425467003230412
NA,NA,NA
-1.18976676806595,NA,NA
0.352195157973467,-0.717675802579076,1.66913978190392
NA,NA,NA
1.21813099991333,-0.717675802579076,-0.425467003230412
1.34024947693274,0.373789480509936,-0.425467003230412
0.784954538457687,-0.717675802579076,-0.425467003230412
0.872856572126895,-1.80914108566809,-0.425467003230412
0.673357205055092,-0.717675802579076,-0.425467003230412
0.709407961280362,-0.717675802579076,-0.425467003230412
NA,NA,NA
1.21350766638159,-0.717675802579076,-0.425467003230412
-0.770047664120229,NA,-0.425467003230412
0.995095655227886,0.373789480509936,-0.425467003230412
0.034305640245183,-1.80914108566809,-0.425467003230412
0.885083691378127,-0.717675802579076,-0.425467003230412
1.33431515971208,0.373789480509936,-0.425467003230412
1.10130738289484,-0.717675802579076,NA
0.61853212221211,0.373789480509936,-0.425467003230412
0.0185117256533599,-0.717675802579076,-0.425467003230412
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.198442148736859,-0.717675802579076,1.66913978190392
0.930757250616591,-0.717675802579076,-0.425467003230412
0.053672976885376,0.373789480509936,-0.425467003230412
2.25303048004637,1.46525476359895,-0.425467003230412
NA,NA,NA
-0.838461755067668,1.46525476359895,NA
0.646196900228785,-0.717675802579076,NA
NA,NA,NA
NA,NA,NA
0.109910853745885,0.373789480509936,-0.425467003230412
-2.26258113748433,1.46525476359895,NA
1.07599353990786,NA,NA
0.9328968940728,0.373789480509936,-0.425467003230412
-1.47793483873511,-0.717675802579076,-0.425467003230412
