"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q20_num"
-0.749930464471045,-1.25,-1.14187534798892,0.853912563829966,-0.286212291364566,1.8298126367785,1.8298126367785,0.652791209833867,-0.465130254709532,0.25,-0.433012701892219
-1.3188346553419,-1.25,-1.14187534798892,-1.0978875820671,1.24025326257979,0.3659625273557,0.3659625273557,0.652791209833867,-0.465130254709532,0.25,1.29903810567666
-0.810669353792323,0.75,0.519034249085875,0.853912563829966,-0.286212291364566,-1.0978875820671,-1.0978875820671,0.652791209833867,-0.465130254709532,-1.75,-0.433012701892219
1.71109914412975,0.75,0.519034249085875,0.853912563829966,-1.81267784530892,0.3659625273557,-1.0978875820671,-1.43614066163451,-0.465130254709532,0.25,-0.433012701892219
1.90913141869829,-1.25,0.519034249085875,0.853912563829966,-0.286212291364566,-1.0978875820671,-1.0978875820671,-1.43614066163451,-0.465130254709532,0.25,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.923946177717241,-1.25,-1.14187534798892,0.853912563829966,1.24025326257979,1.8298126367785,1.8298126367785,0.652791209833867,-0.465130254709532,0.25,-0.433012701892219
0.913157769092002,0.75,0.519034249085875,0.853912563829966,1.24025326257979,-1.0978875820671,0.3659625273557,0.652791209833867,2.01556443707464,0.25,-0.433012701892219
-0.20697174673133,0.75,0.519034249085875,0.853912563829966,-0.286212291364566,-1.0978875820671,-1.0978875820671,0.652791209833867,-0.465130254709532,-1.75,1.29903810567666
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.392010602763434,0.75,-2.80278494506372,0.853912563829966,1.24025326257979,-1.0978875820671,-1.0978875820671,0.652791209833867,-0.465130254709532,2.25,-0.433012701892219
-1.58738051326516,0.75,0.519034249085875,-1.0978875820671,1.24025326257979,0.3659625273557,0.3659625273557,0.652791209833867,-0.465130254709532,-1.75,3.03108891324554
0.215872596451782,0.75,0.519034249085875,-1.0978875820671,-0.286212291364566,0.3659625273557,0.3659625273557,0.652791209833867,-0.465130254709532,0.25,-0.433012701892219
0.483280087792573,0.75,0.519034249085875,-1.0978875820671,-0.286212291364566,0.3659625273557,0.3659625273557,-1.43614066163451,2.01556443707464,0.25,-0.433012701892219
-0.0473377269018563,-1.25,0.519034249085875,-1.0978875820671,-0.286212291364566,-1.0978875820671,0.3659625273557,0.652791209833867,-0.465130254709532,0.25,-0.433012701892219
0.542087614926126,0.75,0.519034249085875,0.853912563829966,-0.286212291364566,0.3659625273557,-1.0978875820671,0.652791209833867,2.01556443707464,0.25,-0.433012701892219
0.158950183362952,0.75,0.519034249085875,-1.0978875820671,-0.286212291364566,0.3659625273557,0.3659625273557,-1.43614066163451,-0.465130254709532,0.25,-0.433012701892219
-0.680518778996055,-1.25,0.519034249085875,-1.0978875820671,-1.81267784530892,0.3659625273557,0.3659625273557,-1.43614066163451,-0.465130254709532,0.25,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
