"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
0.553970602330522,-2.48349816949696,-0.828176686086141,1.30410542318245,1.14187534798892,-0.433012701892219
-0.383330245414492,-0.894059341018905,1.21041207966436,0.205911382607755,1.14187534798892,1.29903810567666
-2.51218959383627,0.695379487459148,-0.828176686086141,-1.99047669854163,-2.17994384616067,-0.433012701892219
-0.147936115381683,-0.894059341018905,-0.828176686086141,0.205911382607755,-0.519034249085875,-0.433012701892219
0.423730528960871,0.695379487459148,1.21041207966436,0.205911382607755,-0.519034249085875,-0.433012701892219
NA,NA,NA,NA,NA,NA
-0.226377733231239,-0.894059341018905,0.19111769678911,-0.892282657966937,-0.519034249085875,-0.433012701892219
-0.168356748504275,0.695379487459148,0.19111769678911,0.205911382607755,-0.519034249085875,-0.433012701892219
1.06381348917745,0.695379487459148,-0.828176686086141,0.205911382607755,1.14187534798892,1.29903810567666
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.72775639305097,-0.894059341018905,-0.828176686086141,0.205911382607755,-0.519034249085875,-0.433012701892219
1.21845502705624,0.695379487459148,1.21041207966436,0.205911382607755,-0.519034249085875,3.03108891324554
0.23798416829912,0.695379487459148,0.19111769678911,1.30410542318245,1.14187534798892,-0.433012701892219
1.85812052300229,0.695379487459148,1.21041207966436,0.205911382607755,1.14187534798892,-0.433012701892219
-0.588424851968175,0.695379487459148,-0.828176686086141,-0.892282657966937,-0.519034249085875,-0.433012701892219
0.327363222598778,0.695379487459148,1.21041207966436,0.205911382607755,1.14187534798892,-0.433012701892219
-0.0096413498059711,0.695379487459148,0.19111769678911,1.30410542318245,-0.519034249085875,-0.433012701892219
-0.919424530232206,-0.894059341018905,-1.84747106896139,-1.99047669854163,-0.519034249085875,-0.433012701892219
NA,NA,NA,NA,NA,NA
