"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21d_num",199,45,22.61
"TX_RESP_Q21b_num",199,44,22.11
"TX_RESP_Q21c_num",199,44,22.11
"TX_RESP_Q21a_num",199,43,21.61
"TX_RESP_Q22f_num",199,43,21.61
"TX_RESP_Q20_num",199,43,21.61
"TX_RESP_Q21e_num",199,42,21.11
"TX_RESP_Q23h_num",199,42,21.11
"TX_RESP_Q19_num",199,42,21.11
"TX_RESP_Q22c_num",199,41,20.6
"TX_RESP_Q22g_num",199,41,20.6
"TX_RESP_Q22h_num",199,41,20.6
"TX_RESP_Q23a_num",199,41,20.6
"TX_RESP_Q23b_num",199,41,20.6
"TX_RESP_Q23c_num",199,41,20.6
"TX_RESP_Q23d_num",199,41,20.6
"TX_RESP_Q23e_num",199,41,20.6
"TX_RESP_Q23i_num",199,41,20.6
"TX_RESP_Q22d_num",199,40,20.1
"TX_RESP_Q23f_num",199,40,20.1
"TX_RESP_Q22b_num",199,39,19.6
"TX_RESP_Q22e_num",199,39,19.6
"TX_RESP_Q23g_num",199,39,19.6
"TX_RESP_Q10f_num",199,38,19.1
"TX_RESP_Q22a_num",199,38,19.1
"TX_RESP_Q10a_num",199,37,18.59
"TX_RESP_Q10c_num",199,37,18.59
"TX_RESP_Q10d_num",199,37,18.59
"TX_RESP_Q10b_num",199,36,18.09
"TX_RESP_Q10e_num",199,36,18.09
"TX_RESP_Q01",199,0,0
"TX_RESP_Q02",199,0,0
"TX_RESP_Q03",199,0,0
"TX_RESP_Q04",199,0,0
"TX_RESP_Q05a",199,0,0
"TX_RESP_Q05b",199,0,0
"TX_RESP_Q05c",199,0,0
"TX_RESP_Q06",199,0,0
"TX_RESP_Q07a",199,0,0
"TX_RESP_Q07b",199,0,0
"TX_RESP_Q07c",199,0,0
"TX_RESP_Q07d",199,0,0
"TX_RESP_Q07e",199,0,0
"TX_RESP_Q08",199,0,0
"TX_RESP_Q09",199,0,0
"TX_RESP_Q10a",199,0,0
"TX_RESP_Q10b",199,0,0
"TX_RESP_Q10c",199,0,0
"TX_RESP_Q10d",199,0,0
"TX_RESP_Q10e",199,0,0
"TX_RESP_Q10f",199,0,0
"TX_RESP_Q11a",199,0,0
"TX_RESP_Q11b",199,0,0
"TX_RESP_Q11c",199,0,0
"TX_RESP_Q12a",199,0,0
"TX_RESP_Q12b",199,0,0
"TX_RESP_Q12c",199,0,0
"TX_RESP_Q12d",199,0,0
"TX_RESP_Q12e",199,0,0
"TX_RESP_Q12f",199,0,0
"TX_RESP_Q12g",199,0,0
"TX_RESP_Q13a",199,0,0
"TX_RESP_Q13b",199,0,0
"TX_RESP_Q13c",199,0,0
"TX_RESP_Q13d",199,0,0
"TX_RESP_Q13e",199,0,0
"TX_RESP_Q13f",199,0,0
"TX_RESP_Q13g",199,0,0
"TX_RESP_Q13h",199,0,0
"TX_RESP_Q13i",199,0,0
"TX_RESP_Q14",199,0,0
"TX_RESP_Q15a",199,0,0
"TX_RESP_Q15b",199,0,0
"TX_RESP_Q16",199,0,0
"TX_RESP_Q17",199,0,0
"TX_RESP_Q18",199,0,0
"TX_RESP_Q19",199,0,0
"TX_RESP_Q20",199,0,0
"TX_RESP_Q21a",199,0,0
"TX_RESP_Q21b",199,0,0
"TX_RESP_Q21c",199,0,0
"TX_RESP_Q21d",199,0,0
"TX_RESP_Q21e",199,0,0
"TX_RESP_Q22a",199,0,0
"TX_RESP_Q22b",199,0,0
"TX_RESP_Q22c",199,0,0
"TX_RESP_Q22d",199,0,0
"TX_RESP_Q22e",199,0,0
"TX_RESP_Q22f",199,0,0
"TX_RESP_Q22g",199,0,0
"TX_RESP_Q22h",199,0,0
"TX_RESP_Q23a",199,0,0
"TX_RESP_Q23b",199,0,0
"TX_RESP_Q23c",199,0,0
"TX_RESP_Q23d",199,0,0
"TX_RESP_Q23e",199,0,0
"TX_RESP_Q23f",199,0,0
"TX_RESP_Q23g",199,0,0
"TX_RESP_Q23h",199,0,0
"TX_RESP_Q23i",199,0,0
"TX_RESP_Q24",199,0,0
"TX_RESP_Q25",199,0,0
