"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q20_num"
NA,NA,NA,NA
-0.968109605442545,0.431240770047161,0.687957919228671,-0.401522283837025
1.28470422532669,-1.09468810858125,NA,NA
NA,NA,NA,NA
-0.717473958132061,0.431240770047161,0.687957919228671,-0.401522283837025
1.55772306823063,0.431240770047161,-1.53070637028379,-0.401522283837025
-1.95437618163704,0.431240770047161,0.687957919228671,-0.401522283837025
-0.572091335815914,0.431240770047161,0.687957919228671,-0.401522283837025
0.388855021016267,0.431240770047161,0.687957919228671,-0.401522283837025
NA,NA,NA,NA
1.84623505053203,-2.62061698720967,-1.53070637028379,1.5614755482551
-0.749844423152083,0.431240770047161,0.687957919228671,-0.401522283837025
0.924845705366136,-1.09468810858125,0.687957919228671,1.5614755482551
0.0804199002185987,0.431240770047161,0.687957919228671,-0.401522283837025
NA,NA,NA,NA
NA,NA,NA,NA
-0.196538891779748,0.431240770047161,0.687957919228671,-0.401522283837025
-0.0462098367243069,0.431240770047161,0.687957919228671,-0.401522283837025
-0.423218240890387,0.431240770047161,0.687957919228671,-0.401522283837025
-0.471138019019973,-2.62061698720967,0.687957919228671,-0.401522283837025
-1.77288996166984,0.431240770047161,-1.53070637028379,-0.401522283837025
-1.63112810286347,0.431240770047161,0.687957919228671,-0.401522283837025
NA,NA,NA,NA
-1.45190352029586,0.431240770047161,NA,NA
NA,NA,NA,NA
0.7393705660194,0.431240770047161,-1.53070637028379,-0.401522283837025
0.983633740719069,-1.09468810858125,0.687957919228671,-0.401522283837025
1.50329215152113,0.431240770047161,-1.53070637028379,-0.401522283837025
0.131450018305617,0.431240770047161,-1.53070637028379,-0.401522283837025
0.372431901839821,0.431240770047161,-0.0515968439421504,-0.401522283837025
-0.887282641892758,0.431240770047161,-1.53070637028379,-0.401522283837025
-0.98394102384552,NA,-1.53070637028379,-0.401522283837025
1.287783473384,0.431240770047161,0.687957919228671,-0.401522283837025
-0.379771530541908,0.431240770047161,0.687957919228671,-0.401522283837025
1.2588664223792,0.431240770047161,-1.53070637028379,-0.401522283837025
0.339517556386792,0.431240770047161,-1.53070637028379,-0.401522283837025
1.20061630076525,0.431240770047161,-1.53070637028379,1.5614755482551
NA,NA,NA,NA
0.964238947554287,0.431240770047161,0.687957919228671,3.52447338034722
0.237551767554872,0.431240770047161,0.687957919228671,-0.401522283837025
-1.14329506161255,0.431240770047161,0.687957919228671,1.5614755482551
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.37738328723729,0.431240770047161,NA,-0.401522283837025
-1.24727145275371,0.431240770047161,0.687957919228671,-0.401522283837025
-0.234269357374607,0.431240770047161,NA,NA
1.1042376374283,0.431240770047161,-0.791151607112971,-0.401522283837025
NA,NA,NA,NA
-1.02659281867064,0.431240770047161,-0.0515968439421504,-0.401522283837025
-0.62368325611508,0.431240770047161,0.687957919228671,-0.401522283837025
1.57631218412574,-2.62061698720967,-1.53070637028379,3.52447338034722
NA,NA,NA,NA
0.948500783154625,-2.62061698720967,0.687957919228671,-0.401522283837025
0.372048189171463,0.431240770047161,0.687957919228671,-0.401522283837025
0.343857924892823,0.431240770047161,0.687957919228671,-0.401522283837025
NA,NA,NA,NA
-0.431983856837061,0.431240770047161,0.687957919228671,-0.401522283837025
-0.0965298965255073,0.431240770047161,0.687957919228671,-0.401522283837025
0.136125085800741,-2.62061698720967,0.687957919228671,1.5614755482551
-0.195691360863636,0.431240770047161,0.687957919228671,-0.401522283837025
NA,NA,NA,NA
