"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
0.684288103459094,0.316227766016838,1.04446593573419,NA,NA,NA,NA,NA,NA,-0.301511344577763
1.87452752238269,-2.84604989415154,1.04446593573419,-0.301511344577763,-0.12974982402692,0.185216946644159,-0.720749970156447,-0.42174116783665,-0.12974982402692,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.04002044538478,0.316227766016838,1.04446593573419,-0.301511344577763,-1.55699788832305,-0.833476259898716,-0.720749970156447,-1.96812544990437,-0.12974982402692,3.01511344577764
0.00553749599635766,0.316227766016838,-0.870388279778489,-1.95982373975546,1.29749824026921,1.20391015318703,1.26131244777378,1.12464311423107,1.29749824026921,-0.301511344577763
0.127304089591377,0.316227766016838,1.04446593573419,-0.301511344577763,-0.12974982402692,0.185216946644159,1.26131244777378,1.12464311423107,-0.12974982402692,-0.301511344577763
0.29897980819703,0.316227766016838,NA,1.35680105059994,1.29749824026921,1.20391015318703,-0.720749970156447,-0.42174116783665,-0.12974982402692,NA
-0.441537557427345,0.316227766016838,-0.870388279778489,-0.301511344577763,-0.12974982402692,0.185216946644159,-0.720749970156447,-0.42174116783665,-0.12974982402692,-0.301511344577763
-1.49286547811889,NA,-0.870388279778489,-0.301511344577763,-1.55699788832305,-0.833476259898716,-0.720749970156447,-0.42174116783665,-1.55699788832305,-0.301511344577763
-1.09713192703045,NA,-0.870388279778489,-0.301511344577763,-0.12974982402692,-1.85216946644159,-0.720749970156447,-0.42174116783665,-0.12974982402692,-0.301511344577763
0.625397367280047,0.316227766016838,1.04446593573419,1.35680105059994,1.29749824026921,1.20391015318703,1.26131244777378,1.12464311423107,1.29749824026921,-0.301511344577763
-0.696483810168617,0.316227766016838,-0.870388279778489,-0.301511344577763,-0.12974982402692,-0.833476259898716,-0.720749970156447,-0.42174116783665,-1.55699788832305,-0.301511344577763
1.1520048312235,0.316227766016838,-0.870388279778489,1.35680105059994,-0.12974982402692,0.185216946644159,1.26131244777378,1.12464311423107,1.29749824026921,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
