"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21b_num","TX_RESP_Q23e_num","TX_RESP_Q19_num"
1.59189409253365,0.550502477878397,-0.0757530392399661,0.55161972705086,-0.516984262113197
0.122534073574903,0.550502477878397,0.833283431639625,0.55161972705086,-0.516984262113197
-0.771059312503627,-1.0398380137703,-0.984789510119557,-0.882591563281376,1.32938810257679
0.0725342372183205,0.550502477878397,1.74231990251922,-0.882591563281376,-0.516984262113197
-1.43997459547011,-1.0398380137703,NA,0.55161972705086,-0.516984262113197
-0.783678243524213,0.550502477878397,0.833283431639625,0.55161972705086,-0.516984262113197
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.95846986014956,2.1408429695271,NA,1.9858310173831,NA
-0.378983028884032,-1.0398380137703,-0.984789510119557,-0.882591563281376,3.17576046726678
-0.869783453178177,-1.0398380137703,-0.984789510119557,0.55161972705086,1.32938810257679
0.469561886703535,0.550502477878397,0.833283431639625,-0.882591563281376,-0.516984262113197
-0.358528777800983,-1.0398380137703,-0.984789510119557,0.55161972705086,-0.516984262113197
0.507986894052414,-1.0398380137703,-0.984789510119557,0.55161972705086,-0.516984262113197
1.78971682511549,0.550502477878397,-0.0757530392399661,0.55161972705086,-0.516984262113197
0.985107387097872,0.550502477878397,0.833283431639625,-0.882591563281376,-0.516984262113197
-1.10396120894647,0.550502477878397,-0.0757530392399661,-2.31680285361361,1.32938810257679
NA,NA,NA,NA,NA
1.84468492555291,0.550502477878397,1.74231990251922,0.55161972705086,-0.516984262113197
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.626368213990821,-1.0398380137703,1.74231990251922,0.55161972705086,-0.516984262113197
-0.960894617485189,0.550502477878397,0.833283431639625,-0.882591563281376,-0.516984262113197
-0.425992282361714,-1.0398380137703,-0.984789510119557,-0.882591563281376,-0.516984262113197
NA,NA,NA,NA,NA
0.0942250081196573,0.550502477878397,-0.984789510119557,1.9858310173831,-0.516984262113197
0.693422149240259,0.550502477878397,-0.984789510119557,0.55161972705086,-0.516984262113197
-0.412090007418103,-1.0398380137703,0.833283431639625,-0.882591563281376,-0.516984262113197
-1.07939946432087,0.550502477878397,-0.984789510119557,-0.882591563281376,-0.516984262113197
NA,NA,NA,NA,NA
-1.01934219260071,-1.0398380137703,-0.984789510119557,0.55161972705086,-0.516984262113197
-0.568642790674549,2.1408429695271,-0.0757530392399661,-0.882591563281376,1.32938810257679
-0.584175578180639,-1.0398380137703,-0.0757530392399661,0.55161972705086,1.32938810257679
