"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.727259937210199,-0.193649167310371,-1.76504521624366,0.316227766016838,0.372104203767625,0.50395263067897,-0.774596669241483,0.176166065854411,-0.333333333333333,0.707106781186547,-0.50395263067897,-0.474341649025257
1.89978893469662,0.774596669241483,-0.588348405414552,1.3703203194063,1.30236471318669,0.50395263067897,1.16189500386223,0.176166065854411,-0.333333333333333,-2.12132034355964,1.76383420737639,-0.474341649025257
-1.74946247400208,-1.16189500386223,0.588348405414552,-0.737864787372622,-1.4884168150705,-1.76383420737639,-1.74284250579334,-1.5854945926897,1.16666666666667,0.707106781186547,NA,1.89736659610103
0.155280385328233,1.74284250579334,0.588348405414552,-1.79195734076208,0.372104203767625,NA,0.193649167310371,-1.5854945926897,1.16666666666667,0.707106781186547,-0.50395263067897,-0.474341649025257
-0.0191006471936344,-0.193649167310371,0.588348405414552,0.316227766016838,1.30236471318669,0.50395263067897,0.193649167310371,0.176166065854411,1.16666666666667,0.707106781186547,1.76383420737639,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.269462450696746,-1.16189500386223,0.588348405414552,-0.737864787372622,-1.4884168150705,0.50395263067897,-0.774596669241483,1.93782672439852,-1.83333333333333,0.707106781186547,-0.50395263067897,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.602240505734135,0.774596669241483,0.588348405414552,0.316227766016838,0.372104203767625,0.50395263067897,1.16189500386223,0.176166065854411,-0.333333333333333,-0.707106781186547,-0.50395263067897,-0.474341649025257
-0.690476937690984,-1.16189500386223,-1.76504521624366,0.316227766016838,-0.558156305651438,0.50395263067897,0.193649167310371,0.176166065854411,-0.333333333333333,-0.707106781186547,-0.50395263067897,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.872026623088507,-0.193649167310371,0.588348405414552,-0.737864787372622,0.372104203767625,0.50395263067897,-0.774596669241483,0.176166065854411,NA,0.707106781186547,-0.50395263067897,1.89736659610103
-0.322965531690725,0.774596669241483,0.588348405414552,1.3703203194063,-0.558156305651438,-1.76383420737639,1.16189500386223,0.176166065854411,-0.333333333333333,-0.707106781186547,-0.50395263067897,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
