"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.29414604380133,-0.333333333333333,0.572077553547355,-0.0908673799223075,-1.76504521624366,0.316227766016838,0.372104203767625,-0.444478318492315,-0.333333333333333,-1.4213381090374,0.707106781186547,-0.14213381090374
0.862617547337062,1.16666666666667,0.572077553547355,0.817806419300766,-0.588348405414552,1.3703203194063,1.30236471318669,-0.444478318492315,-0.333333333333333,1.13707048722992,-2.12132034355964,1.13707048722992
-0.7224137775433,-0.333333333333333,-2.28831021418942,-0.999541179145382,0.588348405414552,-0.737864787372622,-1.4884168150705,-1.9260727134667,1.16666666666667,-0.14213381090374,0.707106781186547,-0.14213381090374
-1.12081900940809,-0.333333333333333,-0.858116330321033,-0.999541179145382,0.588348405414552,-1.79195734076208,0.372104203767625,-0.444478318492315,1.16666666666667,1.13707048722992,0.707106781186547,-0.14213381090374
-0.32918329890693,-0.333333333333333,0.572077553547355,0.817806419300766,0.588348405414552,0.316227766016838,1.30236471318669,-0.444478318492315,1.16666666666667,-0.14213381090374,0.707106781186547,1.13707048722992
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.03084742110579,NA,0.572077553547355,-0.999541179145382,0.588348405414552,-0.737864787372622,-1.4884168150705,-0.444478318492315,-1.83333333333333,1.13707048722992,0.707106781186547,-1.4213381090374
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0836572215632576,-1.83333333333333,-0.858116330321033,-0.999541179145382,0.588348405414552,0.316227766016838,0.372104203767625,1.03711607648207,-0.333333333333333,-0.14213381090374,-0.707106781186547,-1.4213381090374
-0.0388844515447485,1.16666666666667,0.572077553547355,1.72648021852384,-1.76504521624366,0.316227766016838,-0.558156305651438,1.03711607648207,-0.333333333333333,-0.14213381090374,-0.707106781186547,-0.14213381090374
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0176111504280387,1.16666666666667,0.572077553547355,-0.0908673799223075,0.588348405414552,-0.737864787372622,0.372104203767625,1.03711607648207,NA,NA,0.707106781186547,NA
0.186652739361762,-0.333333333333333,0.572077553547355,0.817806419300766,0.588348405414552,1.3703203194063,-0.558156305651438,1.03711607648207,-0.333333333333333,-1.4213381090374,-0.707106781186547,1.13707048722992
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
