"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q22c_num","TX_RESP_Q23g_num"
1.35858924664548,0.663974570712578,1.54285493863316,0.226040122714522,1.32376443280493
-0.920029746092814,0.663974570712578,-0.0458273744148463,1.28089402871562,0.067310055905335
NA,NA,NA,NA,NA
0.732380138935556,-0.640261193187128,NA,-1.88366768928768,0.067310055905335
0.0272847617468838,0.663974570712578,-0.840168530938852,0.226040122714522,0.067310055905335
1.04477343478015,0.663974570712578,1.54285493863316,0.226040122714522,-1.18914432099426
NA,NA,NA,NA,NA
-0.0426809391577096,0.663974570712578,-0.840168530938852,1.28089402871562,1.32376443280493
NA,NA,NA,NA,NA
-1.24546171264319,0.663974570712578,-0.840168530938852,1.28089402871562,1.32376443280493
2.40263643898609,-1.94449695708684,1.54285493863316,1.28089402871562,1.32376443280493
-0.365012213456696,-0.640261193187128,-0.0458273744148463,-0.828813783286579,1.32376443280493
-0.260281954962773,0.663974570712578,1.54285493863316,0.226040122714522,0.067310055905335
0.387157459003584,0.663974570712578,-0.0458273744148463,0.226040122714522,-1.18914432099426
-1.92646995255372,0.663974570712578,-0.840168530938852,-1.88366768928768,1.32376443280493
-0.0146933358088234,0.663974570712578,0.748513782109159,1.28089402871562,0.067310055905335
0.0434241481612773,0.663974570712578,-0.0458273744148463,1.28089402871562,1.32376443280493
0.66740048065504,0.663974570712578,1.54285493863316,-0.828813783286579,-1.18914432099426
-0.10657373073795,-0.640261193187128,NA,-0.828813783286579,0.067310055905335
NA,NA,NA,NA,NA
0.853354661061831,-0.640261193187128,-0.840168530938852,1.28089402871562,-1.18914432099426
1.76459354053023,-0.640261193187128,1.54285493863316,-0.828813783286579,-1.18914432099426
0.699622838876537,-1.94449695708684,-0.840168530938852,0.226040122714522,0.067310055905335
-0.496457005209346,0.663974570712578,-0.840168530938852,-0.828813783286579,0.067310055905335
-1.09072690676621,0.663974570712578,-0.840168530938852,1.28089402871562,1.32376443280493
0.377607556750024,0.663974570712578,1.54285493863316,1.28089402871562,-1.18914432099426
0.27464855272448,0.663974570712578,1.54285493863316,-0.828813783286579,0.067310055905335
-1.21699426845991,0.663974570712578,-0.840168530938852,1.28089402871562,1.32376443280493
0.212331687365258,-1.94449695708684,-0.840168530938852,-0.828813783286579,-2.44559869789385
0.248981571870054,0.663974570712578,1.54285493863316,0.226040122714522,0.067310055905335
0.804060726615674,0.663974570712578,-0.0458273744148463,-0.828813783286579,-1.18914432099426
0.178897881163104,0.663974570712578,-0.840168530938852,0.226040122714522,0.067310055905335
-1.40778633570715,0.663974570712578,-0.840168530938852,0.226040122714522,1.32376443280493
0.823005830775567,-1.94449695708684,-0.840168530938852,-0.828813783286579,0.067310055905335
2.96195954383345,0.663974570712578,-0.840168530938852,0.226040122714522,-1.18914432099426
NA,NA,NA,NA,NA
-0.396425649544144,-1.94449695708684,1.54285493863316,0.226040122714522,-1.18914432099426
0.629864288656756,-1.94449695708684,NA,0.226040122714522,0.067310055905335
-0.059039275237152,0.663974570712578,-0.840168530938852,0.226040122714522,0.067310055905335
-0.463033684383267,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.953535659780543,NA,0.748513782109159,0.226040122714522,1.32376443280493
0.188624768120198,0.663974570712578,-0.0458273744148463,1.28089402871562,-1.18914432099426
NA,NA,NA,NA,NA
-1.0512726415773,-0.640261193187128,1.54285493863316,0.226040122714522,0.067310055905335
1.10660257768001,0.663974570712578,0.748513782109159,-1.88366768928768,0.067310055905335
0.740223012581344,-0.640261193187128,-0.840168530938852,-0.828813783286579,0.067310055905335
0.549037614716632,-1.94449695708684,NA,-1.88366768928768,0.067310055905335
-0.281209381631126,-0.640261193187128,-0.840168530938852,0.226040122714522,0.067310055905335
-1.14915250128382,0.663974570712578,-0.840168530938852,0.226040122714522,0.067310055905335
NA,NA,NA,NA,NA
0.410165564291981,0.663974570712578,-0.840168530938852,-0.828813783286579,0.067310055905335
1.09365569506501,0.663974570712578,1.54285493863316,-0.828813783286579,0.067310055905335
-0.287831635524345,0.663974570712578,-0.840168530938852,0.226040122714522,0.067310055905335
-1.59049298168307,0.663974570712578,-0.0458273744148463,0.226040122714522,0.067310055905335
NA,NA,NA,NA,NA
-1.39507937350934,0.663974570712578,0.748513782109159,0.226040122714522,1.32376443280493
-0.517569298206202,-1.94449695708684,-0.840168530938852,0.226040122714522,-1.18914432099426
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.483632029751966,0.663974570712578,-0.840168530938852,1.28089402871562,0.067310055905335
-0.409059190652214,0.663974570712578,-0.840168530938852,0.226040122714522,0.067310055905335
NA,NA,NA,NA,NA
0.691758994478601,-1.94449695708684,-0.840168530938852,-0.828813783286579,-1.18914432099426
-1.5206177552651,0.663974570712578,-0.840168530938852,1.28089402871562,0.067310055905335
-0.081705186641499,-0.640261193187128,-0.840168530938852,-0.828813783286579,1.32376443280493
-1.44996372577992,0.663974570712578,0.748513782109159,1.28089402871562,1.32376443280493
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.13034246378038,0.663974570712578,-0.840168530938852,-1.88366768928768,-1.18914432099426
1.0404875197169,-0.640261193187128,0.748513782109159,-1.88366768928768,-2.44559869789385
