"Variavel","Metodo","Correlacao_Matematica","Correlacao_Portugues","Status_Calculo"
"TX_RESP_Q10b_num","Spearman",-0.47236777317183,-0.206032752128138,"OK"
"TX_RESP_Q10c_num","Spearman",-0.337099931231621,-0.310131936733091,"OK"
"TX_RESP_Q10f_num","Spearman",-0.692820323027551,-0.808290376865476,"OK"
"TX_RESP_Q22a_num","Spearman",-0.3530939318019,-0.3530939318019,"OK"
"TX_RESP_Q22c_num","Spearman",-0.495636036032393,-0.302101964819744,"OK"
"TX_RESP_Q22f_num","Spearman",-0.514928650544437,-0.0882734829504749,"OK"
"TX_RESP_Q22h_num","Spearman",-0.361178497748165,0.149287112402575,"OK"
"TX_RESP_Q23b_num","Spearman",-0.606779876216918,-0.337099931231621,"OK"
"TX_RESP_Q23c_num","Spearman",-0.372677996249965,0.223606797749979,"OK"
"TX_RESP_Q23d_num","Spearman",-0.3,-0.4,"OK"
"TX_RESP_Q23e_num","Spearman",-0.507544096705902,-0.180906806746658,"OK"
"TX_RESP_Q23f_num","Spearman",-0.426401432711221,0.0533001790889026,"OK"
"TX_RESP_Q23g_num","Spearman",-0.615074384376799,-0.145064713296415,"OK"
"TX_RESP_Q23h_num","Spearman",-0.516397779494322,-0.0645497224367903,"OK"
"TX_RESP_Q23i_num","Spearman",-0.461880215351701,0,"OK"
