"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
1.2514623592397,0.42174116783665,0.301511344577763,-0.870388279778489,0,0.92499458012576,0.870388279778489,0.92499458012576,0.34687296754716,0.526640075265064,0.661107356684931,0.301511344577763,0,-0.301511344577763
0.119551457592586,-1.12464311423107,0.301511344577763,-0.870388279778489,0,-0.34687296754716,-0.0870388279778488,-1.61874051522008,0.34687296754716,-1.40437353404017,-0.793328828021918,0.301511344577763,0,-0.301511344577763
1.06806511829484,-2.67102739629878,-3.01511344577764,-0.870388279778489,0,0.92499458012576,0.870388279778489,-0.34687296754716,0.34687296754716,-0.438866729387554,0.661107356684931,-3.01511344577764,0,-0.301511344577763
-1.82729096439264,0.42174116783665,0.301511344577763,1.04446593573419,-2.23606797749979,-1.61874051522008,-2.00189304349053,-0.34687296754716,0.34687296754716,0.526640075265064,-2.24776501272877,0.301511344577763,0,-0.301511344577763
-1.43121581019486,0.42174116783665,0.301511344577763,1.04446593573419,0,-0.34687296754716,-0.0870388279778488,0.92499458012576,1.61874051522008,-0.438866729387554,0.661107356684931,0.301511344577763,0,3.01511344577764
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.164219632543262,0.42174116783665,0.301511344577763,1.04446593573419,0,-1.61874051522008,-1.04446593573419,-0.34687296754716,0.34687296754716,1.49214687991768,-0.793328828021918,0.301511344577763,0,-0.301511344577763
-0.0519287084053902,0.42174116783665,0.301511344577763,1.04446593573419,0,0.92499458012576,0.870388279778489,0.92499458012576,-0.92499458012576,-0.438866729387554,0.661107356684931,0.301511344577763,2.23606797749979,-0.301511344577763
1.31221393807073,0.42174116783665,0.301511344577763,-0.870388279778489,0,-0.34687296754716,0.870388279778489,-1.61874051522008,-2.19686212779868,-1.40437353404017,0.661107356684931,0.301511344577763,-2.23606797749979,-0.301511344577763
-0.316422383185869,0.42174116783665,0.301511344577763,1.04446593573419,0,0.92499458012576,-1.04446593573419,0.92499458012576,0.34687296754716,0.526640075265064,-0.793328828021918,0.301511344577763,0,-0.301511344577763
0.159410628837991,0.42174116783665,0.301511344577763,-0.870388279778489,2.23606797749979,-0.34687296754716,-0.0870388279778488,-0.34687296754716,0.34687296754716,1.49214687991768,0.661107356684931,0.301511344577763,0,-0.301511344577763
-0.119626003313837,0.42174116783665,0.301511344577763,-0.870388279778489,0,0.92499458012576,0.870388279778489,0.92499458012576,-0.92499458012576,-0.438866729387554,0.661107356684931,0.301511344577763,0,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
