"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q22f_num"
-0.165675600101148,-0.75688327765867,-0.597493072430496,-0.413728378493875
0.312118831880399,0.796719239640705,0.672179706484308,-0.413728378493875
0.879525275982551,-0.75688327765867,1.94185248539911,-0.413728378493875
0.155969514782128,-0.75688327765867,0.672179706484308,-0.413728378493875
0.345885554765975,-0.75688327765867,-0.597493072430496,-0.413728378493875
-0.631858940471625,-0.75688327765867,-0.597493072430496,-0.413728378493875
-1.93770225685541,2.35032175694008,-0.597493072430496,-0.413728378493875
2.13847797176616,-0.75688327765867,0.672179706484308,-1.6549135139755
-0.430727636954595,-0.75688327765867,-0.597493072430496,-0.413728378493875
0.476635764912783,-0.75688327765867,0.672179706484308,-0.413728378493875
NA,NA,NA,NA
0.358115565887681,0.796719239640705,-1.8671658513453,-0.413728378493875
-1.19115942818014,0.796719239640705,-0.597493072430496,2.06864189246938
2.20209987949896,-0.75688327765867,1.94185248539911,-0.413728378493875
NA,NA,NA,NA
1.03445928182673,-0.75688327765867,-0.597493072430496,-0.413728378493875
0.59908078575456,0.796719239640705,NA,-0.413728378493875
1.71947347909298,-0.75688327765867,-0.597493072430496,-1.6549135139755
0.870344783116198,-0.75688327765867,0.672179706484308,-1.6549135139755
-1.41211538068265,0.796719239640705,NA,0.82745675698775
-0.261985701984272,-0.75688327765867,-0.597493072430496,-0.413728378493875
-0.757664305723452,0.796719239640705,-0.597493072430496,0.82745675698775
0.640509848622775,0.796719239640705,0.672179706484308,-0.413728378493875
0.598218789735027,-0.75688327765867,-1.8671658513453,-0.413728378493875
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.106660272224843,-0.75688327765867,0.672179706484308,-1.6549135139755
-0.419669093489473,0.796719239640705,NA,-0.413728378493875
NA,NA,NA,NA
NA,NA,NA,NA
-1.94530751698915,-0.75688327765867,-0.597493072430496,0.82745675698775
NA,NA,NA,NA
-0.262078688432539,2.35032175694008,0.672179706484308,0.82745675698775
-0.133701949654617,0.796719239640705,0.672179706484308,0.82745675698775
0.0025191097399424,-0.75688327765867,0.672179706484308,-0.413728378493875
0.302988812618983,0.796719239640705,-0.597493072430496,0.82745675698775
-0.436715151512393,2.35032175694008,NA,2.06864189246938
NA,NA,NA,NA
-0.298287963086976,-0.75688327765867,-0.597493072430496,0.82745675698775
1.56969286633443,-0.75688327765867,1.94185248539911,2.06864189246938
-0.639898501737113,0.796719239640705,-0.597493072430496,0.82745675698775
-0.765553776928308,-0.75688327765867,0.672179706484308,-0.413728378493875
-0.216843003234915,0.796719239640705,0.672179706484308,0.82745675698775
-2.17145802090297,-0.75688327765867,-1.8671658513453,-1.6549135139755
-0.00200471780161622,-0.75688327765867,0.672179706484308,0.82745675698775
-0.428460412048834,0.796719239640705,NA,0.82745675698775
0.196091658229098,-0.75688327765867,-0.597493072430496,0.82745675698775
NA,NA,NA,NA
NA,NA,NA,NA
