"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num"
-1.09768340718095,-0.367315443346227,-0.426686746515452,-0.369432552770983,0.133490473438938,0.336112813647649
-1.38341223756422,0.734630886692453,-0.426686746515452,-0.369432552770983,1.33490473438938,-2.08389944461542
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.239722789945651,-1.46926177338491,0.533358433144314,0.960524637204556,0.133490473438938,0.336112813647649
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.811698546720563,0.734630886692453,0.533358433144314,0.960524637204556,0.133490473438938,0.336112813647649
0.514823207065226,-1.46926177338491,0.533358433144314,-0.369432552770983,-1.0679237875115,-0.873893315483888
0.198454174038341,0.734630886692453,0.533358433144314,-0.369432552770983,-1.0679237875115,0.336112813647649
0.506074723677652,0.734630886692453,-1.38673192617522,-0.369432552770983,0.133490473438938,0.336112813647649
NA,NA,NA,NA,NA,NA
-0.359945766422624,-1.46926177338491,-2.34677710583498,-3.02934693272206,-2.26933804846194,-2.08389944461542
NA,NA,NA,NA,NA,NA
-0.228866828904616,0.734630886692453,0.533358433144314,0.960524637204556,0.133490473438938,0.336112813647649
-1.20444788067582,0.734630886692453,0.533358433144314,-0.369432552770983,0.133490473438938,-0.873893315483888
-1.33571429914744,0.734630886692453,0.533358433144314,-0.369432552770983,1.33490473438938,0.336112813647649
NA,NA,NA,NA,NA,NA
0.642961274380524,0.734630886692453,0.533358433144314,0.960524637204556,0.133490473438938,0.336112813647649
-0.472101722484704,0.734630886692453,0.533358433144314,-0.369432552770983,1.33490473438938,0.336112813647649
-0.0582989467446879,0.734630886692453,0.533358433144314,-0.369432552770983,0.133490473438938,0.336112813647649
-0.299632516844311,0.734630886692453,-2.34677710583498,0.960524637204556,1.33490473438938,1.54611894277919
-0.209738327596224,-1.46926177338491,0.533358433144314,-0.369432552770983,-1.0679237875115,-0.873893315483888
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.02101854483028,-0.367315443346227,0.533358433144314,0.960524637204556,-1.0679237875115,0.336112813647649
2.71508867290737,-1.46926177338491,0.533358433144314,0.960524637204556,0.133490473438938,1.54611894277919
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
