"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.528359604470955,0.25,2.11849756074762,-0.609937545592833,0.224775336938483,0.521706257730189,-0.601425472045537,-0.601425472045537,-0.612372435695794,-0.091901827761726,1.21731460137044,1.24427259300938,1.52488929313634,1.91292294501069,1.25,1.25,1.29903810567666
0.160106908589395,0.25,0.988632195015556,-0.609937545592833,-0.974026460066758,-0.869510429550315,-0.601425472045537,-0.601425472045537,-0.612372435695794,1.37852741642589,1.21731460137044,0.07319250547114,1.52488929313634,0.521706257730189,1.25,1.25,1.29903810567666
0.29150155882356,0.25,-0.141233170716508,-0.609937545592833,-0.974026460066758,-0.869510429550315,-0.601425472045537,-0.601425472045537,-0.612372435695794,-0.091901827761726,-0.173902085910063,0.07319250547114,0.179398740368981,0.521706257730189,0.25,-0.75,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.04974272493265,0.25,-1.27109853644857,-0.609937545592833,1.42357713394372,1.91292294501069,2.14794811444835,2.14794811444835,1.83711730708738,1.37852741642589,1.21731460137044,1.24427259300938,1.52488929313634,-0.869510429550315,1.25,1.25,1.29903810567666
-0.972010714378849,0.25,-0.141233170716508,0.3659625273557,0.224775336938483,-0.869510429550315,-0.601425472045537,-0.601425472045537,-0.612372435695794,-0.091901827761726,-0.173902085910063,0.07319250547114,0.179398740368981,-0.869510429550315,0.25,-0.75,-0.433012701892219
1.30262366556622,0.25,0.988632195015556,2.31776267325277,0.224775336938483,-0.869510429550315,-0.601425472045537,-0.601425472045537,0.612372435695794,-0.091901827761726,-0.173902085910063,0.07319250547114,0.179398740368981,0.521706257730189,-0.75,-0.75,-0.433012701892219
1.27188389610537,0.25,0.988632195015556,0.3659625273557,-0.974026460066758,0.521706257730189,-0.601425472045537,-0.601425472045537,0.612372435695794,-0.091901827761726,-0.173902085910063,0.07319250547114,0.179398740368981,0.521706257730189,-0.75,-0.75,-0.433012701892219
0.567940862067097,0.25,0.988632195015556,2.31776267325277,0.224775336938483,-0.869510429550315,-0.601425472045537,-0.601425472045537,0.612372435695794,-0.091901827761726,-0.173902085910063,-2.26896766960534,0.179398740368981,0.521706257730189,-0.75,1.25,-0.433012701892219
0.928719629830072,0.25,-0.141233170716508,0.3659625273557,-0.974026460066758,-0.869510429550315,-0.601425472045537,-0.601425472045537,-0.612372435695794,-1.56233107194934,-0.173902085910063,0.07319250547114,-1.16609181239838,0.521706257730189,-1.75,-0.75,-0.433012701892219
-0.679981121364408,0.25,-1.27109853644857,-0.609937545592833,1.42357713394372,1.91292294501069,2.14794811444835,2.14794811444835,0.612372435695794,-0.091901827761726,1.21731460137044,1.24427259300938,NA,0.521706257730189,0.25,-0.75,-0.433012701892219
-0.639792348033286,0.25,-0.141233170716508,-0.609937545592833,0.224775336938483,0.521706257730189,0.773261321201405,0.773261321201405,1.83711730708738,-0.091901827761726,-0.173902085910063,-1.0978875820671,0.179398740368981,-0.869510429550315,0.25,1.25,1.29903810567666
0.462381793175708,0.25,-1.27109853644857,-0.609937545592833,1.42357713394372,0.521706257730189,-0.601425472045537,-0.601425472045537,-0.612372435695794,-0.091901827761726,-0.173902085910063,0.07319250547114,0.179398740368981,0.521706257730189,-1.75,-0.75,-0.433012701892219
0.976286692995101,-3.75,-0.141233170716508,-0.609937545592833,0.224775336938483,-0.869510429550315,-0.601425472045537,-0.601425472045537,-1.83711730708738,-1.56233107194934,-2.95633546047107,-1.0978875820671,-1.16609181239838,-0.869510429550315,-0.75,-0.75,-2.1650635094611
-0.241116582961012,0.25,-1.27109853644857,-0.609937545592833,-2.172828257072,-0.869510429550315,-0.601425472045537,-0.601425472045537,-0.612372435695794,-1.56233107194934,-0.173902085910063,1.24427259300938,-1.16609181239838,-2.26072711683082,1.25,1.25,1.29903810567666
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.694149518249487,0.25,-0.141233170716508,-0.609937545592833,0.224775336938483,0.521706257730189,0.773261321201405,0.773261321201405,-0.612372435695794,1.37852741642589,-0.173902085910063,-1.0978875820671,-1.16609181239838,0.521706257730189,0.25,-0.75,-0.433012701892219
-1.54459142926086,0.25,-0.141233170716508,0.3659625273557,0.224775336938483,0.521706257730189,0.773261321201405,0.773261321201405,0.612372435695794,1.37852741642589,-0.173902085910063,0.07319250547114,-1.16609181239838,-0.869510429550315,0.25,-0.75,-0.433012701892219
