"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num"
0.0573739197041359,-0.83452296039628,0.267261241912425,-0.219788953647208,-1.20394242051536,-1.20394242051536,1.20394242051536,1.59482859921358,0.493517698739929,0.866518556494404,1.2747548783982,0.805892830039762
1.92873258708245,-0.83452296039628,-3.47439614486152,1.83157461372673,0.902956815386518,0.902956815386518,1.20394242051536,0.531609533071195,0.493517698739929,-0.0666552735764928,0,0.805892830039762
-0.805915676555549,-0.83452296039628,0.267261241912425,-1.24547073733418,-1.20394242051536,-1.20394242051536,-1.95640643333745,-1.59482859921358,-1.23379424684982,-0.99982910364739,-1.2747548783982,-1.24547073733418
0.380321410972657,1.11269728052837,0.267261241912425,-0.219788953647208,0.902956815386518,0.902956815386518,0.15049280256442,-0.531609533071195,1.3571736715348,1.7996923865653,0,-1.24547073733418
0.859585344580359,-0.83452296039628,0.267261241912425,0.805892830039762,-1.20394242051536,-0.15049280256442,-0.902956815386518,0.531609533071195,-1.23379424684982,-0.99982910364739,0,-1.24547073733418
-0.623288495751349,1.11269728052837,0.267261241912425,0.805892830039762,0.902956815386518,0.902956815386518,1.20394242051536,0.531609533071195,0.493517698739929,0.866518556494404,1.2747548783982,-1.24547073733418
-1.38419243718406,1.11269728052837,0.267261241912425,-1.24547073733418,-1.20394242051536,-1.20394242051536,-0.902956815386518,-1.59482859921358,-1.23379424684982,-0.99982910364739,-1.2747548783982,-1.24547073733418
-1.93830692822597,-0.83452296039628,0.267261241912425,-1.24547073733418,-0.15049280256442,-0.15049280256442,-0.902956815386518,-1.59482859921358,-1.23379424684982,-0.99982910364739,-1.2747548783982,-0.219788953647208
-0.464775298623299,1.11269728052837,0.267261241912425,-0.219788953647208,0.902956815386518,1.95640643333745,1.20394242051536,0.531609533071195,1.3571736715348,0.866518556494404,1.2747548783982,0.805892830039762
0.328350786051466,-0.83452296039628,0.267261241912425,-0.219788953647208,0.902956815386518,0.902956815386518,0.15049280256442,0.531609533071195,0.493517698739929,0.866518556494404,1.2747548783982,0.805892830039762
0.967208434529114,-0.83452296039628,0.267261241912425,1.83157461372673,-0.15049280256442,-0.15049280256442,0.15049280256442,0.531609533071195,0.493517698739929,0.866518556494404,0,0.805892830039762
0.608395606167165,-0.83452296039628,0.267261241912425,-0.219788953647208,0.902956815386518,-0.15049280256442,0.15049280256442,0.531609533071195,0.493517698739929,-0.0666552735764928,0,0.805892830039762
-0.113184202166039,1.11269728052837,0.267261241912425,-0.219788953647208,-1.20394242051536,-1.20394242051536,-0.902956815386518,-0.531609533071195,-1.23379424684982,-0.99982910364739,-1.2747548783982,0.805892830039762
0.199694949418915,1.11269728052837,0.267261241912425,-0.219788953647208,0.902956815386518,-0.15049280256442,0.15049280256442,0.531609533071195,0.493517698739929,-0.99982910364739,0,0.805892830039762
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
