"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-1.13695346502155,1.11803398874989,-0.707106781186547,1.44337567297406,1.15600405774638,-0.402199833269922,-1.04880884817015,0.17778975055469,2.02259958738973
0.838747973880169,0,1.41421356237309,-0.288675134594813,-0.105091277976944,-0.402199833269922,-1.04880884817015,-0.88894875277345,-0.449466574975495
-1.54956087389592,-1.11803398874989,-0.707106781186547,-0.288675134594813,-0.105091277976944,-0.402199833269922,0,0.17778975055469,2.02259958738973
-0.230016655442234,-1.11803398874989,1.41421356237309,-0.288675134594813,-1.36618661370027,-0.402199833269922,-1.04880884817015,-0.88894875277345,-0.449466574975495
-0.189504639653228,NA,NA,1.44337567297406,1.15600405774638,1.20659949980977,1.04880884817015,1.24452825388283,NA
-0.287522737437794,-1.11803398874989,-0.707106781186547,1.44337567297406,1.15600405774638,1.20659949980977,1.04880884817015,1.24452825388283,-0.449466574975495
0.85062213415176,0,0.707106781186547,-0.288675134594813,-1.36618661370027,-0.402199833269922,-1.04880884817015,-0.88894875277345,-0.449466574975495
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.208231336577525,0,-0.707106781186547,-0.288675134594813,1.15600405774638,1.20659949980977,1.04880884817015,1.24452825388283,-0.449466574975495
0.53964378587841,0,-0.707106781186547,-2.02072594216369,-0.105091277976944,-2.01099916634961,1.04880884817015,-0.88894875277345,-0.449466574975495
0.743107410196075,0,1.41421356237309,-0.288675134594813,-1.36618661370027,-0.402199833269922,0,-0.88894875277345,-0.449466574975495
1.83513470929288,2.23606797749979,-0.707106781186547,-0.288675134594813,-0.105091277976944,-0.402199833269922,-1.04880884817015,-0.88894875277345,-0.449466574975495
-1.20546630537106,0,-0.707106781186547,-0.288675134594813,-0.105091277976944,1.20659949980977,1.04880884817015,1.24452825388283,-0.449466574975495
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
