"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.3719204664815,-0.963624111659432,-2.33020691214185,-1.39746146663321,-0.92058909222821,0.310630372098698,0.991561030552797,1.36041865477365,-0.718243006142779,0,3.17542648054294,3.17542648054294
0.801181101896227,0.963624111659432,0.699062073642556,NA,NA,NA,0.991561030552797,0.240073880254174,-0.718243006142779,0,NA,NA
1.12639463588984,-0.963624111659432,NA,-0.199637352376172,-0.92058909222821,0.310630372098698,-0.165260171758799,0.240073880254174,-0.718243006142779,0,-0.288675134594813,-0.288675134594813
-0.694130043328606,0.963624111659432,-0.815572419249648,-0.199637352376172,-0.92058909222821,0.310630372098698,0.991561030552797,-0.880270894265305,1.292837411057,1.14017542509914,-0.288675134594813,-0.288675134594813
0.20158705164412,0.963624111659432,0.699062073642556,0.998186761880863,-0.131512727461173,1.24252148839479,-0.165260171758799,0.240073880254174,-0.718243006142779,0,-0.288675134594813,-0.288675134594813
0.171305542060023,-0.963624111659432,0.699062073642556,-1.39746146663321,-0.131512727461173,0.310630372098698,-1.3220813740704,0.240073880254174,-0.718243006142779,-1.14017542509914,-0.288675134594813,-0.288675134594813
-1.50849586152461,-0.963624111659432,-0.815572419249648,-0.199637352376172,-0.92058909222821,-0.621260744197395,0.991561030552797,1.36041865477365,1.292837411057,1.14017542509914,-0.288675134594813,-0.288675134594813
1.03225149834726,0.963624111659432,0.699062073642556,0.998186761880863,1.4466400020729,1.24252148839479,-1.3220813740704,-0.880270894265305,-0.718243006142779,-1.14017542509914,-0.288675134594813,-0.288675134594813
-0.784295706387185,0.963624111659432,0.699062073642556,NA,NA,NA,-1.3220813740704,-0.880270894265305,1.292837411057,1.14017542509914,NA,NA
0.121018736756192,0.963624111659432,0.699062073642556,0.998186761880863,1.4466400020729,-0.621260744197395,0.991561030552797,1.36041865477365,1.292837411057,1.14017542509914,-0.288675134594813,-0.288675134594813
-1.07603873566767,-0.963624111659432,-0.815572419249648,-1.39746146663321,-0.92058909222821,-1.55315186049349,0.991561030552797,0.240073880254174,-0.718243006142779,-1.14017542509914,-0.288675134594813,-0.288675134594813
1.68755324769622,0.963624111659432,0.699062073642556,-0.199637352376172,1.4466400020729,-0.621260744197395,-1.3220813740704,-0.880270894265305,-0.718243006142779,-1.14017542509914,-0.288675134594813,-0.288675134594813
0.710584340814186,-0.963624111659432,-0.815572419249648,0.998186761880863,-0.131512727461173,1.24252148839479,-0.165260171758799,0.240073880254174,1.292837411057,1.14017542509914,-0.288675134594813,-0.288675134594813
-0.416995341714509,-0.963624111659432,0.699062073642556,0.998186761880863,0.657563637305864,-1.55315186049349,-0.165260171758799,-2.00061566878478,-0.718243006142779,-1.14017542509914,-0.288675134594813,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
