"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.81703271745498,0.316227766016838,-0.364399348580512,-0.381881307912987,1.49078803979366,1.30585725019802,1.57906384384889,1.49078803979366,1.5,0.858116330321033,1.22474487139159,0.176166065854411,0.948683298050514,1.98431348329844,-0.353553390593274
-1.47783543464197,-1.26491106406735,0.850265146687862,1.14564392373896,1.49078803979366,1.30585725019802,1.57906384384889,0.135526185435788,1.5,0.858116330321033,1.22474487139159,0.176166065854411,0.948683298050514,0.661437827766148,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.462039758061064,-1.26491106406735,-0.364399348580512,-0.381881307912987,-1.21973566892209,-0.870571500132014,-0.850265146687862,-1.21973566892209,-1.5,-2.00227143741574,0,0.176166065854411,-0.948683298050514,0.661437827766148,2.47487373415292
0.186148589437166,0.316227766016838,-0.364399348580512,-1.14564392373896,0.135526185435788,0.217642875033004,-0.850265146687862,-1.21973566892209,-1.5,0.858116330321033,-1.22474487139159,0.176166065854411,0.948683298050514,-0.661437827766148,-0.353553390593274
1.29944767147029,0.316227766016838,0.850265146687862,NA,0.135526185435788,-0.870571500132014,0.364399348580512,0.135526185435788,0,-0.572077553547355,0,-1.5854945926897,0.948683298050514,NA,NA
1.23194441157954,1.89736659610103,0.850265146687862,-0.381881307912987,0.135526185435788,-0.870571500132014,-0.850265146687862,0.135526185435788,0,-0.572077553547355,0,0.176166065854411,-0.948683298050514,-0.661437827766148,-0.353553390593274
-0.00395819216393811,-1.26491106406735,-1.57906384384889,1.14564392373896,-1.21973566892209,-0.870571500132014,0.364399348580512,0.135526185435788,0,0.858116330321033,1.22474487139159,1.93782672439852,0.948683298050514,-0.661437827766148,-0.353553390593274
-0.1235755395854,0.316227766016838,-1.57906384384889,1.14564392373896,0.135526185435788,0.217642875033004,-0.850265146687862,0.135526185435788,0,0.858116330321033,-1.22474487139159,0.176166065854411,-0.948683298050514,-0.661437827766148,-0.353553390593274
0.20871336682853,0.316227766016838,0.850265146687862,-1.14564392373896,-1.21973566892209,-0.870571500132014,-0.850265146687862,-1.21973566892209,0,-0.572077553547355,0,0.176166065854411,-0.948683298050514,-0.661437827766148,-0.353553390593274
0.0341080864697062,0.316227766016838,0.850265146687862,NA,0.135526185435788,1.30585725019802,0.364399348580512,1.49078803979366,0,-0.572077553547355,-1.22474487139159,-1.5854945926897,-0.948683298050514,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
