"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-1.54024161062262,0.621059003408118,0.316227766016838,1.5,-0.111013258946721,0.737864787372622,1.49078803979366,1.30585725019802,1.57906384384889,2.28831021418942,1.49078803979366,0.948683298050514,1.98431348329844
-1.25344924831709,0.621059003408118,0.316227766016838,0,-0.999119330520493,0.737864787372622,1.49078803979366,1.30585725019802,1.57906384384889,-0.572077553547355,0.135526185435788,0.948683298050514,0.661437827766148
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.42688045241633,0.621059003408118,0.316227766016838,-1.5,-0.999119330520493,-1.3703203194063,-1.21973566892209,-0.870571500132014,-0.850265146687862,-0.572077553547355,-1.21973566892209,-0.948683298050514,0.661437827766148
0.0510239929422302,0.621059003408118,0.316227766016838,0,0.77709281262705,0.737864787372622,0.135526185435788,0.217642875033004,-0.850265146687862,-0.572077553547355,-1.21973566892209,0.948683298050514,-0.661437827766148
0.659045553668388,0.621059003408118,0.316227766016838,0,NA,0.737864787372622,0.135526185435788,-0.870571500132014,0.364399348580512,0.858116330321033,0.135526185435788,0.948683298050514,NA
0.554022214602569,0.621059003408118,0.316227766016838,1.5,1.66519888420082,0.737864787372622,0.135526185435788,-0.870571500132014,-0.850265146687862,-0.572077553547355,0.135526185435788,-0.948683298050514,-0.661437827766148
0.463675200400299,-1.44913767461894,0.316227766016838,0,-0.999119330520493,-1.3703203194063,-1.21973566892209,-0.870571500132014,0.364399348580512,-0.572077553547355,0.135526185435788,0.948683298050514,-0.661437827766148
1.15635984965918,-1.44913767461894,-2.84604989415154,-1.5,0.77709281262705,-1.3703203194063,0.135526185435788,0.217642875033004,-0.850265146687862,-0.572077553547355,0.135526185435788,-0.948683298050514,-0.661437827766148
0.84688189493626,-1.44913767461894,0.316227766016838,0,-0.111013258946721,-0.316227766016838,-1.21973566892209,-0.870571500132014,-0.850265146687862,-0.572077553547355,-1.21973566892209,-0.948683298050514,-0.661437827766148
-1.36419829968555,0.621059003408118,0.316227766016838,0,NA,0.737864787372622,0.135526185435788,1.30585725019802,0.364399348580512,0.858116330321033,1.49078803979366,-0.948683298050514,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
