"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num"
NA,NA,NA,NA,NA
-1.37728791317487,-0.33762232412401,-1.43924583425785,0.906494207773362,-0.148680127294032
0.793517799860801,-0.33762232412401,0,-1.64817128686066,-0.148680127294032
NA,NA,NA,NA,NA
-0.875903756739766,-0.33762232412401,-1.43924583425785,-0.370838539543648,-0.148680127294032
-1.85694074654631,-0.33762232412401,-1.43924583425785,-0.370838539543648,-0.148680127294032
0.344238658257008,1.15756225413946,-1.43924583425785,-0.370838539543648,-1.6850414426657
-0.0399296624487922,-0.33762232412401,0,-0.370838539543648,-0.148680127294032
0.267304989876195,-0.33762232412401,0,-0.370838539543648,-0.148680127294032
NA,NA,NA,NA,NA
0.199224238673968,-0.33762232412401,0,-0.370838539543648,1.38768118807763
1.37787379487865,-0.33762232412401,1.43924583425785,-0.370838539543648,-1.6850414426657
0.420083554175988,-0.33762232412401,0,0.906494207773362,-0.148680127294032
0.684713016144986,-0.33762232412401,NA,-1.64817128686066,-0.148680127294032
-1.12238406088562,-1.83280690238748,-1.43924583425785,0.906494207773362,-0.148680127294032
-0.507083650452536,1.15756225413946,0,-1.64817128686066,1.38768118807763
0.101152121964503,-0.33762232412401,1.43924583425785,0.906494207773362,-0.148680127294032
-1.28423167261091,-0.33762232412401,0,2.18382695509037,1.38768118807763
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.975973314970576,1.15756225413946,-1.43924583425785,-1.64817128686066,-1.6850414426657
-1.9048125150827,1.15756225413946,1.43924583425785,0.906494207773362,-0.148680127294032
1.27438270754736,1.15756225413946,0,-0.370838539543648,-1.6850414426657
0.833277744637359,1.15756225413946,0,0.906494207773362,-0.148680127294032
-0.86171494180299,-1.83280690238748,1.43924583425785,0.906494207773362,1.38768118807763
0.013886115310622,-0.33762232412401,0,0.906494207773362,1.38768118807763
0.405380839039515,1.15756225413946,1.43924583425785,0.906494207773362,-0.148680127294032
1.20967498112569,-0.33762232412401,0,-0.370838539543648,-0.148680127294032
0.209307257783661,1.15756225413946,0,-0.370838539543648,1.38768118807763
-0.0227279979044441,-1.83280690238748,0,-0.370838539543648,-1.6850414426657
0.843466037984351,1.15756225413946,0,-0.370838539543648,-0.148680127294032
0.591126230636858,1.15756225413946,0,-1.64817128686066,-0.148680127294032
1.61043406402485,-0.33762232412401,1.43924583425785,0.906494207773362,1.38768118807763
-0.87576521815665,-1.83280690238748,-1.43924583425785,0.906494207773362,-0.148680127294032
0.416965430331118,-0.33762232412401,1.43924583425785,-0.370838539543648,-0.148680127294032
-1.84320076141847,NA,NA,NA,NA
NA,1.15756225413946,0,0.906494207773362,1.38768118807763
