Termo,Item,Categoria,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
TX_RESP_Q21a_D,TX_RESP_Q21a,D,41.12637488267041,5.296273182661667,7.765153621098177,1.2483676867840384e-14,***,30.745679444653543,51.507070320687276
(Intercept),NA,NA,210.34924888745934,27.822113061126135,7.5605058618414365,5.892996257013805e-14,***,155.8179072876521,264.88059048726655
TX_RESP_Q21a_C,TX_RESP_Q21a,C,24.117136646435508,3.541833821581505,6.809223092140074,1.266608865973577e-11,***,17.17514235613576,31.059130936735258
TX_RESP_Q23d_C,TX_RESP_Q23d,C,-28.943834283917536,4.423061192083608,-6.543846676984978,7.461231837918534e-11,***,-37.61303422040141,-20.27463434743366
TX_RESP_Q19_B,TX_RESP_Q19,B,-23.26769630896561,4.242725846373922,-5.48413853533608,4.639412092385794e-8,***,-31.5834389678585,-14.951953650072724
TX_RESP_Q25_B,TX_RESP_Q25,B,-19.954605588252026,3.6625114324726957,-5.448339467647734,5.6615133451468244e-8,***,-27.13312799589851,-12.776083180605543
TX_RESP_Q21e_D,TX_RESP_Q21e,D,32.16436023219253,6.175292346305442,5.208556685002264,2.0832570301794036e-7,***,20.060787233433864,44.26793323095119
TX_RESP_Q23d_D,TX_RESP_Q23d,D,-36.9603444149014,7.215717156963806,-5.122199721926655,3.2871374002470345e-7,***,-51.10315004255046,-22.81753878725234
TX_RESP_Q24_B,TX_RESP_Q24,B,-34.10201138089488,6.7298652430146895,-5.067265115938436,4.3777250750142256e-7,***,-47.29254725720367,-20.911475504586086
TX_RESP_Q21e_C,TX_RESP_Q21e,C,30.67223808993627,6.460293333582577,4.747808885162011,2.190838428873392e-6,***,18.01006315611442,43.33441302375812
TX_RESP_Q04_C,TX_RESP_Q04,C,-10.469836477430427,2.304003088655714,-4.544193768220651,5.818190939060063e-6,***,-14.985682531195625,-5.9539904236652275
TX_RESP_Q23d_B,TX_RESP_Q23d,B,-16.26701687445316,3.828774765364483,-4.248622045257501,2.242010478550065e-5,***,-23.771415414567546,-8.762618334338772
TX_RESP_Q10d_C,TX_RESP_Q10d,C,-21.347521299506667,5.149967264530154,-4.145176115299883,3.5262893960689846e-5,***,-31.441457137985772,-11.253585461027564
TX_RESP_Q23b_C,TX_RESP_Q23b,C,21.701272458106224,5.804552900191489,3.7386639128381987,1.8979977464951683e-4,***,10.324348773730907,33.078196142481545
TX_RESP_Q23b_D,TX_RESP_Q23b,D,33.98159944237505,9.21756587429437,3.6866131368956916,2.3284817365655904e-4,***,15.915170328758084,52.04802855599202
TX_RESP_Q09_E,TX_RESP_Q09,E,25.94841983485073,7.09626849354722,3.6566288125155,2.616483089011352e-4,***,12.039733587498176,39.85710608220328
TX_RESP_Q23g_C,TX_RESP_Q23g,C,16.148909578161764,4.519244480455338,3.573364894951351,3.601270616763277e-4,***,7.2911903964693,25.006628759854227
TX_RESP_Q21a_B,TX_RESP_Q21a,B,12.021506511202416,3.5852454708030885,3.353049772770404,8.130238819923111e-4,***,4.994425388428363,19.048587633976467
TX_RESP_Q05c_B,TX_RESP_Q05c,B,-21.536454062019658,6.637577741254859,-3.244625509719169,0.001193966862587444,**,-34.54610643487918,-8.526801689160136
TX_RESP_Q06_E,TX_RESP_Q06,E,-21.504950137124553,6.8734343821966295,-3.1287052354534803,0.0017791592837630653,**,-34.976881526229946,-8.03301874801916
TX_RESP_Q16_C,TX_RESP_Q16,C,10.996492452208875,3.563923986554333,3.0855014006178303,0.0020577951864056026,**,4.011201438562383,17.981783465855365
TX_RESP_Q22a_B,TX_RESP_Q22a,B,9.60554261227171,3.1201743373845745,3.078527535202847,0.0021063565480551245,**,3.490000910997945,15.721084313545475
TX_RESP_Q12b_C,TX_RESP_Q12b,C,15.21110746306613,4.983090821656787,3.052544697150174,0.0022966878328579223,**,5.444249452618827,24.977965473513432
TX_RESP_Q12e_D,TX_RESP_Q12e,D,35.266239248109855,11.61649066079344,3.035877209210537,0.0024269496549704215,**,12.497917552954714,58.03456094326499
TX_RESP_Q21e_B,TX_RESP_Q21e,B,19.85188643882206,6.771170030509831,2.9318251276179113,0.0034051061621068615,**,6.580393179022792,33.12337969862133
TX_RESP_Q23e_D,TX_RESP_Q23e,D,18.890564355020533,6.44397203905864,2.9315093610772616,0.00340855585869604,**,6.260379158465598,31.52074955157547
TX_RESP_Q10d_B,TX_RESP_Q10d,B,-15.185544694941091,5.266965150178096,-2.8831678702919863,0.003975823469208326,**,-25.50879638929016,-4.8622930005920235
TX_RESP_Q21d_C,TX_RESP_Q21d,C,-16.6441659468305,5.788541009217815,-2.875364607476378,0.004075042194676841,**,-27.98970632489742,-5.298625568763583
TX_RESP_Q04_B,TX_RESP_Q04,B,-8.874517826223899,3.1391711997535636,-2.8270257534602066,0.0047414188837146785,**,-15.027293377740882,-2.721742274706915
TX_RESP_Q08_C,TX_RESP_Q08,C,16.39794841071815,5.809598904938312,2.822561192095286,0.0048076924448853375,**,5.011134557039059,27.784762264397244
TX_RESP_Q12g_B,TX_RESP_Q12g,B,-26.739880565254964,9.861294343239281,-2.711599475132524,0.006748864403410307,**,-46.06801747800395,-7.411743652505972
TX_RESP_Q12b_B,TX_RESP_Q12b,B,8.209500149372591,3.0967042147098667,2.651044329767138,0.008082811666779254,**,2.1399598885412523,14.27904041020393
TX_RESP_Q13a_B,TX_RESP_Q13a,B,-7.661195165562197,2.9350774568594975,-2.6102190753628687,0.009110810569216992,**,-13.413946981006813,-1.9084433501175821
TX_RESP_Q15b_B,TX_RESP_Q15b,B,-6.040058721095271,2.446044270703311,-2.469317008460592,0.013613771270392093,*,-10.83430549167376,-1.2458119505167815
TX_RESP_Q21d_D,TX_RESP_Q21d,D,-5.409110317824891,2.2008090994858995,-2.4577826032655166,0.01405763502236332,*,-9.722696152817253,-1.095524482832528
TX_RESP_Q12e_C,TX_RESP_Q12e,C,26.931437092653972,10.969896386558418,2.455031127336214,0.014165386235097565,*,5.430440174999475,48.43243401030847
TX_RESP_Q13h_B,TX_RESP_Q13h,B,6.852206990025089,2.804708897584421,2.443108087233798,0.01464077973666178,*,1.3549775507596236,12.349436429290556
TX_RESP_Q13e_B,TX_RESP_Q13e,B,-6.512937084850432,2.7010813582931856,-2.4112332140065416,0.01598146436207204,*,-11.807056547105077,-1.2188176225957887
TX_RESP_Q24_D,TX_RESP_Q24,D,-16.28317121966031,6.9097101539493115,-2.356563568784938,0.018533545105453544,*,-29.82620312140096,-2.7401393179196596
TX_RESP_Q16_D,TX_RESP_Q16,D,6.999534645822605,3.0421925096256692,2.300819104535851,0.021496477292089405,*,1.0368373269562934,12.962231964688916
TX_RESP_Q23g_D,TX_RESP_Q23g,D,12.797521698675045,5.732765233689136,2.232347074579158,0.02569394845939135,*,1.5613018406443384,24.03374155670575
TX_RESP_Q24_C,TX_RESP_Q24,C,-12.78806262660752,5.838611434250593,-2.19025752451857,0.028611891313219832,*,-24.23174103773868,-1.3443842154763583
TX_RESP_Q22f_C,TX_RESP_Q22f,C,9.92072803915172,4.605582569776294,2.154065829642394,0.03134505692869437,*,0.893786202390185,18.947669875913256
TX_RESP_Q22a_D,TX_RESP_Q22a,D,-15.4365702659896,7.43441726675894,-2.076365868648536,0.03797785228167287,*,-30.008028108837124,-0.8651124231420777
TX_RESP_Q12e_B,TX_RESP_Q12e,B,21.813642945369327,10.5150962070997,2.0745072147453056,0.03815013362950023,*,1.2040543794539147,42.42323151128474
TX_RESP_Q22f_B,TX_RESP_Q22f,B,9.23090903598601,4.470660163257835,2.0647753796744217,0.03906308619034287,*,0.4684151160006529,17.993402955971366
TX_RESP_Q10a_C,TX_RESP_Q10a,C,-8.421419990215101,4.1876523524031875,-2.011012204817399,0.04444791800356276,*,-16.62921860092535,-0.21362137950485405
TX_RESP_Q08_B,TX_RESP_Q08,B,10.979643332286642,5.54996998950458,1.9783248113142937,0.048018653001938985,*,0.10170215285766382,21.857584511715622
TX_RESP_Q20_B,TX_RESP_Q20,B,13.37275674663839,6.772322758039002,1.9746189342149152,0.04843829762546929,*,0.09900414088194509,26.646509352394833
TX_RESP_Q23a_B,TX_RESP_Q23a,B,7.5170547758375585,3.8440871578313143,1.9554850000015065,0.05065432094204491,,-0.01735605351181757,15.051465605186934
TX_RESP_Q23h_B,TX_RESP_Q23h,B,-7.63077192979949,3.925259809188912,-1.9440170334549802,0.05202278811496316,,-15.324281155809757,0.06273729621077706
TX_RESP_Q10b_B,TX_RESP_Q10b,B,8.760172726332945,4.50756844301934,1.9434364307655523,0.05209288635256795,,-0.0746614219849615,17.59500687465085
TX_RESP_Q22c_D,TX_RESP_Q22c,D,13.694665228555355,7.0515224718151295,1.942086305942129,0.05225619745820038,,-0.12631881620229812,27.51564927331301
TX_RESP_Q10f_C,TX_RESP_Q10f,C,5.4372954642521005,2.809267227266765,1.9354853149880784,0.05306083373281569,,-0.06886830119075871,10.943459229694959
TX_RESP_Q23b_B,TX_RESP_Q23b,B,9.705340152114497,5.1981115503187345,1.867089626331584,0.062024127188532674,,-0.48295848651022233,19.893638790739217
TX_RESP_Q21d_B,TX_RESP_Q21d,B,-10.902671168871272,5.989905816206485,-1.8201740567226699,0.06887051760936623,,-22.64288656863598,0.8375442308934371
TX_RESP_Q10b_C,TX_RESP_Q10b,C,9.014475520074347,4.954637293600489,1.8194017010523915,0.06898822776487644,,-0.6966135753826102,18.725564615531304
TX_RESP_Q18_B,TX_RESP_Q18,B,-13.85806027849247,7.6406505351333465,-1.8137277990624152,0.06985803314625567,,-28.83373532735383,1.1176147703688883
TX_RESP_Q23h_C,TX_RESP_Q23h,C,-12.112244912680186,6.724275170183762,-1.8012714539683512,0.07179919723431272,,-25.29182424624036,1.0673344208799875
TX_RESP_Q22f_D,TX_RESP_Q22f,D,-10.769826451610994,5.9999703551081405,-1.794979943932887,0.07279633109796363,,-22.529768347622948,0.9901154444009617
TX_RESP_Q10a_B,TX_RESP_Q10a,B,-5.4629205593627574,3.048174855783067,-1.7921939579674635,0.07324148735762191,,-11.437343276697568,0.5115021579720542
TX_RESP_Q12g_D,TX_RESP_Q12g,D,-15.660329591107253,8.85864798807176,-1.7678013182365988,0.07723495281289616,,-33.023279647727904,1.702620465513398
TX_RESP_Q07c_B,TX_RESP_Q07c,B,-6.892033585808816,4.079163244032621,-1.689570427437814,0.09125414496232531,,-14.887193544112753,1.1031263724951206
AREA_Interior,NA,NA,2.0625133892269876,1.2444687079995351,1.657344516554737,0.09759472574931746,,-0.3766452784521013,4.501672056906076
TX_RESP_Q07e_B,TX_RESP_Q07e,B,5.331595268071289,3.383761790081606,1.5756414306997382,0.11525456521115027,,-1.3005778404886588,11.963768376631236
TX_RESP_Q13g_B,TX_RESP_Q13g,B,-4.977614546904959,3.204256052649365,-1.5534384472143958,0.12046458331913636,,-11.257956410097714,1.3027273162877968
TX_RESP_Q22h_C,TX_RESP_Q22h,C,-5.979487165644249,3.8566620402426968,-1.5504306841643725,0.12118433667322534,,-13.538544764519933,1.579570433231436
TX_RESP_Q12a_B,TX_RESP_Q12a,B,12.77401745700255,8.536361158065654,1.4964242047014271,0.13468890348521184,,-3.9572504128061325,29.505285326811233
TX_RESP_Q23a_D,TX_RESP_Q23a,D,-14.791415249307606,10.43980926384079,-1.4168281120363944,0.15667706227906816,,-35.253441406435556,5.6706109078203415
TX_RESP_Q06_D,TX_RESP_Q06,D,-8.608204584684476,6.335872605216215,-1.358645465440307,0.17440049581764727,,-21.026514890908256,3.810105721539305
TX_RESP_Q15a_B,TX_RESP_Q15a,B,-3.3997990400853917,2.5672230060983527,-1.3243099769709457,0.1855399030787415,,-8.431556132038164,1.6319580518673797
TX_RESP_Q13i_B,TX_RESP_Q13i,B,3.4316168566828615,2.593622826504756,1.3230978774610074,0.18594254847993544,,-1.6518838832664606,8.515117596632184
TX_RESP_Q08_F,TX_RESP_Q08,F,-7.439811243478619,5.692712449177389,-1.3069009386823482,0.19138515234936407,,-18.5975276438663,3.7179051569090635
TX_RESP_Q13c_B,TX_RESP_Q13c,B,-4.223234882868298,3.261311385096314,-1.2949499094652002,0.1954755864007975,,-10.615405197657074,2.1689354319204774
TX_RESP_Q23f_B,TX_RESP_Q23f,B,5.978847759650583,4.884111783727645,1.2241422851070405,0.2210317504600506,,-3.594011336455602,15.55170685575677
TX_RESP_Q09_B,TX_RESP_Q09,B,5.678431946180737,4.979352225612305,1.140395715927179,0.25424761501112914,,-4.0810984160193815,15.437962308380856
TX_RESP_Q12g_C,TX_RESP_Q12g,C,-10.332201230568915,9.244586291806954,-1.1176488492217185,0.26384100310336367,,-28.451590362510544,7.787187901372713
TX_RESP_Q22g_C,TX_RESP_Q22g,C,-3.1048709257589353,2.835276566632327,-1.095085736008754,0.2736008860356528,,-8.662012996358296,2.4522711448404255
TX_RESP_Q07a_B,TX_RESP_Q07a,B,4.866839770867441,4.502212714982364,1.0809884114696933,0.2798226648067281,,-3.957497150497992,13.691176692232872
TX_RESP_Q16_F,TX_RESP_Q16,F,4.703153188364223,4.402046284266195,1.0684015761429508,0.28545851665449334,,-3.924857528797518,13.331163905525965
TX_RESP_Q23g_B,TX_RESP_Q23g,B,4.3907377563905206,4.1724490106393795,1.0523166958288823,0.2927717085436181,,-3.7872623044626623,12.568737817243704
TX_RESP_Q12d_C,TX_RESP_Q12d,C,6.115113567030001,5.878027633587521,1.0403342665637965,0.2983007926041995,,-5.40582059480154,17.63604772886154
TX_RESP_Q22b_B,TX_RESP_Q22b,B,3.8523704411450677,3.708583540094138,1.0387713798264013,0.2990270709258151,,-3.4164532974394426,11.121194179729578
TX_RESP_Q21b_D,TX_RESP_Q21b,D,2.9639102430221334,2.8666013569776063,1.0339457336150586,0.30127701092830095,,-2.654628416653975,8.582448902698243
TX_RESP_Q23i_C,TX_RESP_Q23i,C,6.694868740657764,6.475230883204767,1.0339196951297422,0.3012891817994628,,-5.996583790423578,19.386321271739106
TX_RESP_Q11b_B,TX_RESP_Q11b,B,-2.203310091887171,2.1333453779561196,-1.032795774492962,0.3018148354668911,,-6.384667032681165,1.978046848906823
TX_RESP_Q23i_D,TX_RESP_Q23i,D,-10.698768516569327,10.633334419913998,-1.0061536761726204,0.31445408908419104,,-31.540103979600765,10.14256694646211
TX_RESP_Q02_D,TX_RESP_Q02,D,11.80419760240426,11.992433229873987,0.9843038002495759,0.3250761459933206,,-11.700971528148754,35.30936673295727
TX_RESP_Q06_B,TX_RESP_Q06,B,5.249404648072765,5.348436725016249,0.9814839209968997,0.3264638238387618,,-5.233531332959084,15.732340629104614
TX_RESP_Q07b_B,TX_RESP_Q07b,B,3.162252220477245,3.2988021271195245,0.9586062148075813,0.33786419648496924,,-3.303399948677023,9.627904389631514
TX_RESP_Q22e_C,TX_RESP_Q22e,C,5.704026989689814,5.994419101091315,0.951556254825654,0.3414282919184245,,-6.0450344484491625,17.453088427828792
TX_RESP_Q22b_D,TX_RESP_Q22b,D,-4.978514845454925,5.2724157852581515,-0.9442568735521613,0.3451437606528831,,-15.3124497845609,5.355420093651051
TX_RESP_Q22a_C,TX_RESP_Q22a,C,-3.3023514480346594,3.5941162149935515,-0.9188215545892092,0.35829126897306685,,-10.346819229422021,3.7421163333527017
TX_RESP_Q22c_B,TX_RESP_Q22c,B,4.1167009730035975,4.511050937289052,0.9125813541528215,0.3615643710876396,,-4.724958864082943,12.958360810090138
TX_RESP_Q06_C,TX_RESP_Q06,C,-5.118531249174583,5.774039667952417,-0.8864731701764894,0.3754610613945736,,-16.43564899836132,6.198586500012154
TX_RESP_Q18_C,TX_RESP_Q18,C,-3.614636797598324,4.101180679112896,-0.8813649240101722,0.37821817045793993,,-11.6529509286596,4.423677333462951
TX_RESP_Q21c_B,TX_RESP_Q21c,B,4.940226320936161,5.647976357733378,0.8746896247488458,0.381839826677112,,-6.12980734022126,16.010259982093583
TX_RESP_Q02_C,TX_RESP_Q02,C,9.51535009168025,11.121463295584478,0.85558436320678255,0.39232239762942434,,-12.282717967665327,31.31341815102583
TX_RESP_Q07d_B,TX_RESP_Q07d,B,-4.26585636196375,5.068737628478311,-0.841601336395154,0.4001040896479039,,-14.200582113781238,5.668869389853739
TX_RESP_Q10e_B,TX_RESP_Q10e,B,-7.005787529018984,8.659893661152225,-0.8089923275208951,0.41860845229459187,,-23.979179104877346,9.967604046839377
TX_RESP_Q13b_B,TX_RESP_Q13b,B,2.588927353083383,3.3629512814424283,0.7698379002305817,0.44148004089465553,,-4.002457158543776,9.180311864710543
TX_RESP_Q13d_B,TX_RESP_Q13d,B,-2.159117041638548,2.815423265970635,-0.7668889675436346,0.4432311494700262,,-7.677346642940992,3.359112559663896
TX_RESP_Q08_E,TX_RESP_Q08,E,4.641804315562066,6.203014034980077,0.7483143338683377,0.45435186121626836,,-7.5161031929988855,16.799711824123015
