"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num"
1.82309672133776,1.79992877351955,-2.03266015779155,-1.10978156421654,1.51572949349015
-0.487241179184391,-1.04206402677448,0.739149148287836,-2.15020178066955,1.51572949349015
-1.43420274545528,-1.04206402677448,0.739149148287836,0.971058868689474,-1.32626330680388
1.3412740641888,-1.04206402677448,-0.184787287071959,0.971058868689474,-1.32626330680388
-0.747156220518327,0.378932373372537,-2.03266015779155,-0.0693613477635341,0.0947330933431345
0.302513222187807,0.378932373372537,-0.184787287071959,-0.0693613477635341,0.0947330933431345
-1.28356324123507,-1.04206402677448,0.739149148287836,0.971058868689474,0.0947330933431345
0.92515818752077,0.378932373372537,0.739149148287836,-1.10978156421654,0.0947330933431345
0.139363605407952,0.378932373372537,0.739149148287836,0.971058868689474,0.0947330933431345
-0.35289605965326,-1.04206402677448,0.739149148287836,-0.0693613477635341,-1.32626330680388
1.41075697235435,0.378932373372537,-0.184787287071959,-0.0693613477635341,1.51572949349015
-0.0338692265636469,0.378932373372537,-1.10872372243175,-0.0693613477635341,-1.32626330680388
-0.901791212741203,-1.04206402677448,0.739149148287836,0.971058868689474,0.0947330933431345
-0.693630438525595,1.79992877351955,-0.184787287071959,0.971058868689474,0.0947330933431345
-0.00781244912067688,0.378932373372537,0.739149148287836,-1.10978156421654,0.0947330933431345
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
