"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.41543563912243,0.557305223914629,1.12595681679732,-0.801524345763769,-1.0823286856966,-1.19023807142381,0.434613493680177,0.54139029200371,1.38673192617522,-0.449088713139072
-1.06178515842343,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.944823059685451,0.557305223914629,0.118521770189192,1.24236273593384,-1.0823286856966,-2.38047614284762,0.434613493680177,0.54139029200371,0.426686746515452,-0.449088713139072
-0.0591315575965956,0.557305223914629,1.12595681679732,-0.801524345763769,-1.0823286856966,-1.19023807142381,0.434613493680177,-0.54139029200371,-0.533358433144314,-0.449088713139072
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.470215750245679,0.557305223914629,0.118521770189192,-0.801524345763769,-1.0823286856966,0,-0.869226987360353,-0.54139029200371,-0.533358433144314,-0.449088713139072
0.0772062706266471,0.557305223914629,1.12595681679732,1.24236273593384,0.0636663932762705,0,0.434613493680177,-0.54139029200371,-0.533358433144314,-0.449088713139072
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.69970590924547,-0.875765351865846,0.118521770189192,-0.801524345763769,1.20966147224914,1.19023807142381,0.434613493680177,1.62417087601113,1.38673192617522,2.09574732798233
0.186019407720396,0.557305223914629,-0.88891327641894,1.24236273593384,-1.0823286856966,0,-0.869226987360353,-1.62417087601113,-1.49340361280408,-0.449088713139072
1.74591313928209,0.557305223914629,-0.88891327641894,-0.801524345763769,0.0636663932762705,0,-0.869226987360353,-0.54139029200371,-1.49340361280408,-0.449088713139072
-0.912763710265356,0.557305223914629,NA,NA,1.20966147224914,1.19023807142381,1.73845397472071,1.62417087601113,1.38673192617522,NA
1.5719539553308,0.557305223914629,-0.88891327641894,-0.801524345763769,-1.0823286856966,0,-0.869226987360353,-0.54139029200371,-1.49340361280408,-0.449088713139072
1.69153581448935,0.557305223914629,-0.88891327641894,-0.801524345763769,0.0636663932762705,0,0.434613493680177,-0.54139029200371,0.426686746515452,-0.449088713139072
0.205054091975212,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.447408067722831,-2.30883592764632,-0.88891327641894,1.24236273593384,1.20966147224914,1.19023807142381,-0.869226987360353,-0.54139029200371,0.426686746515452,2.09574732798233
-0.7649365714097,-2.30883592764632,-0.88891327641894,-0.801524345763769,0.0636663932762705,0,-0.869226987360353,-0.54139029200371,-0.533358433144314,-0.449088713139072
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.43507833423044,0.557305223914629,1.12595681679732,0.561067042034638,0.0636663932762705,0,0.434613493680177,0.54139029200371,-0.533358433144314,-0.449088713139072
-0.223733225280591,-0.875765351865846,NA,NA,1.20966147224914,1.19023807142381,0.434613493680177,1.62417087601113,1.38673192617522,NA
-1.19825282840444,0.557305223914629,2.13339186340546,1.24236273593384,1.20966147224914,1.19023807142381,1.73845397472071,0.54139029200371,0.426686746515452,-0.449088713139072
NA,NA,-0.88891327641894,1.24236273593384,NA,NA,NA,NA,NA,2.09574732798233
0.0651162312482404,-0.875765351865846,-0.88891327641894,-0.801524345763769,-1.0823286856966,-1.19023807142381,-2.17306746840088,-1.62417087601113,0.426686746515452,-0.449088713139072
0.319168122223455,0.557305223914629,0.118521770189192,-0.801524345763769,1.20966147224914,0,0.434613493680177,0.54139029200371,-0.533358433144314,-0.449088713139072
