"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23f_num","TX_RESP_Q20_num"
0.288188083680297,0.511766315719159,1.39746146663321,0.776954655424218,-0.20806259464412,0.699062073642556,0.921764801698541,1,0.277350098112615,-0.288675134594813
0.877889965296529,-1.02353263143832,-0.998186761880863,-0.258984885141406,-0.20806259464412,-2.33020691214185,-1.74111129209724,-2,0.277350098112615,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.953975746547708,0.511766315719159,1.39746146663321,0.776954655424218,0.936281675898539,-0.815572419249648,-1.74111129209724,0,-2.12635075219671,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.02498677072282,0.511766315719159,1.39746146663321,-0.258984885141406,0.936281675898539,-0.815572419249648,-0.409673245199351,0,-0.924500327042048,-0.288675134594813
-1.66023064181221,0.511766315719159,-0.998186761880863,-0.258984885141406,-1.35240686518678,0.699062073642556,0.921764801698541,-1,0.277350098112615,-0.288675134594813
-0.570163424947899,NA,NA,0.776954655424218,NA,0.699062073642556,0.921764801698541,1,-0.924500327042048,-0.288675134594813
1.35043814379366,0.511766315719159,0.199637352376173,0.776954655424218,0.936281675898539,-0.815572419249648,-0.409673245199351,-1,-0.924500327042048,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.831177983145661,-1.02353263143832,0.199637352376173,-1.29492442570703,0.936281675898539,-0.815572419249648,-0.409673245199351,0,0.277350098112615,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.689081790432761,0.511766315719159,0.199637352376173,NA,NA,0.699062073642556,0.921764801698541,0,0.277350098112615,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.17095899645616,0.511766315719159,-0.998186761880863,0.776954655424218,-1.35240686518678,0.699062073642556,-0.409673245199351,-1,1.47920052326728,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.15086963562643,-2.55883157859579,-0.998186761880863,-2.33086396627266,-1.35240686518678,0.699062073642556,0.921764801698541,1,0.277350098112615,3.17542648054294
-0.130891414574492,0.511766315719159,-0.998186761880863,-0.258984885141406,-0.20806259464412,0.699062073642556,-0.409673245199351,1,0.277350098112615,-0.288675134594813
-0.634022815957726,0.511766315719159,0.199637352376173,0.776954655424218,0.936281675898539,0.699062073642556,0.921764801698541,1,1.47920052326728,-0.288675134594813
