"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q22g_num","TX_RESP_Q23i_num"
-0.281392881427379,0.552770798392567,0.511766315719159,0.776954655424218,0.829977936713103,1.52542553961938
-0.8017105290864,0.552770798392567,-1.02353263143832,-0.258984885141406,-1.32796469874096,-0.277350098112614
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.245990156274133,0.552770798392567,0.511766315719159,0.776954655424218,0.829977936713103,-0.277350098112614
NA,NA,NA,NA,NA,NA
2.2959790468065,0.552770798392567,0.511766315719159,-0.258984885141406,-0.248993381013931,-0.277350098112614
1.76468230030232,0.552770798392567,0.511766315719159,-0.258984885141406,-0.248993381013931,-0.277350098112614
-0.785939568620952,NA,NA,0.776954655424218,0.829977936713103,-2.08012573584461
0.167851164109375,0.552770798392567,0.511766315719159,0.776954655424218,-0.248993381013931,-0.277350098112614
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.02674594053987,-1.6583123951777,-1.02353263143832,-1.29492442570703,-0.248993381013931,-0.277350098112614
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.00490894535948659,0.552770798392567,0.511766315719159,NA,0.829977936713103,-0.277350098112614
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.154708260241088,-1.6583123951777,0.511766315719159,0.776954655424218,-0.248993381013931,1.52542553961938
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.648729462866036,-1.6583123951777,-2.55883157859579,-2.33086396627266,0.829977936713103,-0.277350098112614
-0.803031409437921,0.552770798392567,0.511766315719159,-0.258984885141406,0.829977936713103,-0.277350098112614
0.205410231433927,0.552770798392567,0.511766315719159,0.776954655424218,-2.406936016468,1.52542553961938
