"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num"
1.63227377013554,1.69558249578132,1.49252300516143,0.513696972527811,0.291931216985604
1.65540705731998,0.565194165260439,0.469078658765022,-0.742006738095726,-0.708975812679324
0.498207662833642,0.565194165260439,0.469078658765022,0.513696972527811,0.291931216985604
-1.65146603586651,0.565194165260439,-1.5778100340278,-0.742006738095726,-0.708975812679324
-0.189936845134046,1.69558249578132,1.49252300516143,1.76940068315135,1.29283824665053
1.47123631432933,0.565194165260439,-1.5778100340278,-0.742006738095726,-0.708975812679324
0.893949522640668,0.565194165260439,0.469078658765022,1.76940068315135,1.29283824665053
-1.01635095979269,-1.69558249578132,0.469078658765022,0.513696972527811,-0.708975812679324
0.12794172878866,-0.565194165260439,-0.554365687631389,0.513696972527811,0.291931216985604
-1.45943933164946,-0.565194165260439,-0.554365687631389,-1.99771044871926,-1.70988284234425
-0.783254930999884,0.565194165260439,-1.5778100340278,-0.742006738095726,-0.708975812679324
0.865982803752134,0.565194165260439,0.469078658765022,1.76940068315135,1.29283824665053
0.042795365569736,1.69558249578132,0.469078658765022,-0.742006738095726,1.29283824665053
-0.929895799878023,-0.565194165260439,0.469078658765022,-0.742006738095726,-0.708975812679324
-0.662201943239714,-0.565194165260439,0.469078658765022,NA,-0.708975812679324
-0.36868312875104,-0.565194165260439,0.469078658765022,0.513696972527811,-0.708975812679324
-0.979999812696428,-1.69558249578132,-0.554365687631389,-0.742006738095726,-1.70988284234425
-0.977739498564969,-0.565194165260439,-0.554365687631389,0.513696972527811,1.29283824665053
-0.664034229159571,-0.565194165260439,-1.5778100340278,-0.742006738095726,-0.708975812679324
-0.236687410665392,0.565194165260439,1.49252300516143,-0.742006738095726,1.29283824665053
0.292324384710224,-1.69558249578132,-0.554365687631389,-0.742006738095726,-0.708975812679324
0.998834578260986,-0.565194165260439,1.49252300516143,NA,1.29283824665053
1.46265763577371,-0.565194165260439,-0.554365687631389,0.513696972527811,0.291931216985604
-0.0219208977168863,0.565194165260439,-0.554365687631389,0.513696972527811,0.291931216985604
